Title,CompanyDetails,JobDetails,JobDescription,JobSkills
Data Engineer Mid to Senior level,"Dempsey resourse management inc · Manila, National Capital Region, Philippines 1 week ago · 0 applicants",On-site Full-time Mid-Senior level,"About the job
This job is sourced from a job board. Learn More
Engagement: Regular

Start Date: as soon as available

Location: Canada

Salary: negotiable

Need: 3

Duties And Responsibilities

 Develop, construct, test and maintain architectures, such as databases and large-scale processing systems
 Ensure architecture will support the requirements of the data scientists, the stakeholders, and the business.
 Discover opportunities to acquire new data from other systems
 Develop and improve data set processes for data modeling, mining, and production.
 Employ a variety of languages and tools to marry systems together
 Recommend and implement ways to improve data reliability, efficiency, and quality.

- Collaborate with stakeholders including the Product owner, data science, and design teams to assist with data-

related technical issues and support their data infrastructure needs.

 Create data tools for analytics and data scientist team members that assist them in building and optimizing the

products that help business achieving their goals.

 Work with data and analytics experts to strive for greater functionality in data systems.

Education / Experience / Skill / Training Required

 BSc/MSc in Computer Science, Information Systems or related technical discipline
 1-4 years experience in data engineer role (5-10 years for Senior Data Engineer)
 Deep knowledge of Python, SQL, and PySpark is required",
Data Engineer,"TASQ Staffing Solutions · Makati, National Capital Region, Philippines 1 month ago · 11 applicants",Remote Full-time Entry level,"About the job
About The Role

We have partnered with a dynamic Australian start-up that is making a huge impact in the auto industry. As a Data Engineer, you will directly report to the Head of Data and Analytics and will be responsible in design and development of data modelling, data pipelines supporting the company's platform and apps, as well as providing data and reporting support for business end users.

What you'll be working on:

Design and development of reporting data model and data transformation jobs, including the modelling of very large data sets.
Identify and implement the most efficient ways of performing data transformation tasks using best practice methods and tooling.
Prepare and maintain documentation such as business requirements documents, design specifications and test cases.
Work with stakeholders (including data team, software engineers and product team) to understand business requirements and translate these into technical specifications.
Lead the data migration and modelling process from GCP to data warehouse.
Responsible for data warehouse administration, user access and security.
Contribute to the design and implementation of our data model and ETL framework.


What were looking for:

Minimum 2+ years of experience in a data engineering environment, with hands on experience building and maintaining complex data environments in the cloud (preferably GCP BigQuery and/or Snowflake).
Extensive experience with SQL (Postgres preferred), with a core focus on analyzing and validating complex and disparate data sets to find gaps between datasets, requirements, and source systems.
Demonstrate understanding and experience with following data engineering competencies:
Data warehousing principles, including data architecture, modelling, database design, and performance optimization best practices.
Building group data assets and pipelines from scratch, by integrating large quantities of data from disparate internal and external sources.
Supporting analytics solutions to be productionized, including deployment, automation, orchestration, monitoring, and logging. Preferably with an ETL tool such as Matillion, DBT, or equivalent.
Experience in deploying cloud infrastructure as code (IaC) using Terraform or similar.
Experience using Python to develop scripts and small programs for job orchestration and/or data manipulation.
Ability to interact with business end user to draw and distil business requirement into data pipeline design and reporting solution.
Ability to prioritize on the fly and work in a high-performing, outcomes- focused environment with multiple competing and ambiguous deliverables.
Working in an Agile development environment","Business Requirements
Add,Data Architecture
Add,Data Engineering
Add,Data Manipulation
Add,Data Modeling
Add,Data Pipelines
Add,Design Specifications
Add,Extract, Transform, Load (ETL)
Add,Google BigQuery
Add,Pipeline Design
Add,"
Data Engineer or Etl Developer,"Gardenia Bakeries Phils., Inc. · Binãn, Calabarzon, Philippines 1 month ago · 5 applicants",On-site Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
Working Schedule: Monday to Friday (BAM-5:30PM)

Working Setup: Work Onsite

 

Perks & Benefits

 Complete Govt Benefits

Guaranteed 13th Month Pay

Performance Bonus and Pay Raise

Productivity Incentive
 HMO and Accident Insurance
 Free of charge bread per regular working day
 Free Vitamins per month
 Allowance (Meal, Overtime Meal, Medicine, Rice) Shuttle Service (Alabang, San Pedro, Santa Rosa, Cabuyao, Calamba) Equipment provided by the company Additional paid leave
Paid trainings and overtime

Perfect Attendance and Service Recognition Award

 Discount on selected products of Gardenia

Reason for Hiring: Additional Manpower

 

Job Description

 Design, develop and implement ETL pipeline using various integration tools
 Coordinate with Data Analyst to translate analytics requirements into a scalable data model design
 Create and maintain data warehouse architecture
 Ensure consistent quality of data by performing routing testing and troubleshooting of created ETL pipeline
 Have close coordination with Application Development team to implement best technology practices in data processing
 Maintain comprehensive documentation of the applied changes in the production databases
 perform other tasks as may be assigned by the Senior IT Manager

Qualifications

Minimum Qualifications:

 Graduate of BS Information Technology or any related courses
 With at least 2 years of experience in similar role
 Highly knowledgeable in Extract, Transform and Load Process
 With good working knowledge on data integration tools such Oracle Data Integrator, Informatica and other ETL tools
 With experience coding in Greenplum and Talend
 Proficient in SQL, Python and other programming languages
 With good problem-solving and critical thinking skills
 Amenable to work onsite in Laguna International Industrial Park, Mamplasan, Binan
 Laguna
 Working Place: Laguna International Industrial Park, Mamplasan, Binan, Laguna",
Big Data Engineer,Triumph Technology Solutions LLC · Philippines 3 months ago · 6 applicants,Remote Full-time Entry level,"About the job
Triumph Tech solves business problems with AWS Cloud Technology which allows our customers to focus on what they excel at. We accomplish this through our Core Values:

Urgency Bias
People Obsession
Standard of Excellence
Servant Leadership
Deliver Impactful Results

We are a fully remote global company with employees in Canada, the United States, Philippines and Latin America. We celebrate the culture of each of our team members and foster a community of collaboration. Come talk to us to learn more about what it means to be a part of the Triumph Tech family!

The Role

The role of cloud computing has changed the shape of business and as a Premier Partner of AWS, Triumph is at the forefront of helping customers take advantage of its agility, scalability, and availability.

As a Big Data Engineer, you will help design, implement, and maintain data analytic road maps and data structures that support business and technology objectives. Naturally inquisitive and open to exploration of underlying data, finding valuable insights and working with functional areas to drive identified actions. You enjoy working both freely and as part of a team and have the confidence to influence and communicate with stakeholders at all levels, and to work in a fast-paced complex environment with conflicting priorities.

Your manager will have a weekly 1:1 with you to help guide you in your career and make the most of your time at Triumph Tech. Come disrupt the technology world by joining the Triumph Tech team!

Job Responsibilities

Owning technical engagements, ensuring timely and successful value delivery. 
Owning the planning, execution, technical engagement, and outcomes of specific implementation projects and assignments. 
Work with a team to deliver top-quality data solutions on AWS for customers
Participate in daily standup meetings and address technical issues
Design, optimization and migration of web-scale data processing operations
Lead and help engineers without any direct supervision
Work daily on code and problem solve in code (not tickets): 65% hands-on, 35% architecture/R&D/meetings
Understanding the AWS market segments, industry verticals, and customer base. 
Developing a deep understanding and expertise of AWS technologies
Gaining technological knowledge of the construction of applications and services using the AWS platform. 
Engage in a highly collaborative team environment where your expertise is required to suggest best options to lay foundations for cloud data architecture, scaling, and data development opportunities, cost savings, and vulnerabilities
Kickoff new client engagements
Build enterprise technology solutions in Big Data
Take on work already in-line with projects and deliverables and research new projects (R&D)
Develop long range plans with customer to adopt cloud best practices
Ensure high quality of project delivery

Your Qualifications

Design and implementation of at least two of these:
ETL, Orchestration and CI/CD pipelines
SQL databases, Stored Procedures and Query optimization
Analytics and visualization
MDM and Data Governance
Design and implementation of at least two of these on AWS:
High Availability (HA) solutions, read/write replicas and optimization
RDS and Aurora performance tuning
Large scale application migration and modernization with a heavy focus on DB
Security, access controls and governance on cloud
Expert-level understanding of Data Warehouses, RDBMSs like Redshift, Snowflake, Postgres, MySQL
Strong SQL and Python knowledge
Experience with IaC tools such as CloudFormation, CDK, Terraform, and CI/CD tools
Experience with AWS Glue, Lambda, SDK
Experience of implementing and delivering data solutions and pipelines on AWS Cloud Platform. 
A strong understanding of data modeling, data structures, databases, and ETL processes
An in-depth understanding of large-scale data sets, including both structured and unstructured data
Knowledge and experience of delivering CI/CD and DevOps capabilities in a data environment
Great verbal and written communication skills
Enthusiasm for working in a startup environment and the ability to be cross-functional
Possess a natural curiosity and excitement for learning new technology
Ability to lead and work well with others

Preferred Qualifications

Experience with highly-available, fault-tolerant architectures
Experience with Serverless and Containers-based architectures 
Experience with IT compliance frameworks and requirements (e.g. PCI, HIPAA, GDPR, security)
AWS Data and Analytics Certification
Ability to understand and articulate requirements to technical and non-technical audiences
Stakeholder management and communication skills, including prioritizing, problem solving and interpersonal relationship building
Strong experience in SDLC delivery, including waterfall, hybrid and Agile methodologies. Experience delivering in an agile environment,
A bachelor's degree in Computer Science, Mathematics, Engineering, or a related field of study; or equivalent experience. 
5+ years experience working with AWS Cloud Data and Analytics
3+ years of experience designing, implementing or consulting in Big Data Infrastructure
Experience communicating with technical and non-technical audiences and executive-level stakeholders and clients. 
2+ years of hands-on Big Data Solution Development

Benefits

Pay in USD
100% remote work
Generous holidays and flexible PTO
Annual Stipend for Training and Certifications
Peer bonus awards
State of the art laptop and tools
Equipment & Office Stipend
Individual professional development plan
Month 13 Bonus
Supplemental Insurance Stipend

NOTE: We are unable to provide sponsorship for this position.

Triumph Tech is an inclusive workforce where everyone belongs. We celebrate diversity and are committed to creating an inclusive environment for all employees. Our approach helps us to build a winning team that represents a variety of backgrounds, perspectives, and abilities. So, regardless of how your diversity expresses itself, you can find a family here at Triumph Tech.

Triumph Tech is an Equal Opportunity Employer and we prohibit discrimination and harassment of any kind based on race, color, religion, national origin, sex (including pregnancy), sexual orientation, gender identity, gender expression, age, veteran status, genetic information, disability, or other applicable legally protected characteristics. If you would like to request an accommodation due to a disability, please contact us at hr@triumphtech.com.","Agile Environment
Add,Amazon Redshift
Add,Communication
Add,Computer Science
Add,Data Engineering
Add,Data Modeling
Add,Extract, Transform, Load (ETL)
Add,Problem Solving
Add,Query Optimization
Add,Stored Procedures
Add,"
Data Integration Engineer,"Boldr · Pasig, National Capital Region, Philippines 2 months ago · 3 applicants",On-site Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
What Is Your Role

The Technical Services Data Integration Engineer is a member of our Professional Services team who is responsible for the successful implementation and continued success of our clients. In this role, you will primarily be responsible for managing the ins and outs of complex data-related software and supporting clients’ data related issues. In addition, you will be helping clients align to, implement, and optimize data management schemes and practices in adherence to our standardized methods. You will also be responsible for assisting with the design and implementation of an ETL solution to standardize, optimize and scale client’s data ingestion capabilities. As you familiarize yourself with our software you will hep to build and expand our ETL solution, interacting with product engineering to help define API use cases and our team’s requirements. There will be continued opportunities to migrate clients from the legacy system to the new tool.

WHY DO WE WANT YOU

We are currently looking for impact-driven individuals who are passionate in helping Boldr grow and achieve our Purpose. We expect our Team to become our ultimate partners to success by always giving their 110% in everything, sharing their talents and quirks, and championing our core values: Curious, Dynamic and Authentic.

What Will You Do

Understand and execute complex client data operations and troubleshooting within a PHP application

Help to build a data load system using an ETL platform (Matillion) with existing APIs and new constructs

Work collaboratively with clients to understand, adhere to, and adopt data integration methodologies & formatting

Possess client-centered mindset around delivery & communications, focused on client delight and success

Implement data extraction & insertion procedures

Work effectively with our internal and external clients to ensure timely delivery of implementation and ongoing tasks

Build and foster strong relationships with all levels of technical and non-technical staff at client institutions

Identify, recognize, and proactively act on opportunities for improvement in order to advance business process goals

Ability to identify challenges, accept and implement change, and quickly adapt to dynamic situations

Possess strong verbal and written communication skills.

Minimum Qualifications

Bachelor's degree or higher in Computer Science or related field

Significant experience delivering ETL data load services

2-5 years of professional software development experience

2-5 years of relational database and SQL experience, ideally on Postgres and Snowflake

Advanced programming in any language and associated technologies including Python, SQL, PHP, JSON, HTML, JavaScript, XML, GraphQL

Understanding of fundamental object-oriented software engineering, including data structures and programming constructs

Substantive experience with SAML-based SSO, including various SPs and IDPs

Advanced understanding of internet protocols, networks, APIs, and related technologies: HTTP, REST, and SOAP web services

Excellent customer communication and project-management skills

3-5 years of customer facing experience

Experience building tools for data analysis

ETL Platform Experience (Matillion Preferred), SQL And Python Experience

Experience with PHP and connectivity to database","Communication
Add,Computer Science
Add,Data Analytics
Add,Databases
Add,Doctrine (PHP)
Add,Extract, Transform, Load (ETL)
Add,IDPs
Add,PHP
Add,Security Assertion Markup Language (SAML)
Add,Snowflake
Add,"
Azure Data Engineer,"Xurpas, Inc. · Binãn, Calabarzon, Philippines 2 months ago · 3 applicants",Hybrid Full-time Entry level,"About the job
Xurpas Enterprise, a wholly-owned subsidiary of Xurpas Inc., provides custom IT solutions that help organizations with their digital transformation. These solutions result in improved business processes, employee productivity, and customer experiences. Our company offers a unique set of tools from Business Solutions, Software Development, Talent Solutions, and Digital Products to address the ever-changing business and market requirements of our c-ustomers.

The Role

You Will Be Responsible For

Understand the clients' requirements to develop proposals and suggest solutions to help them meet their business objectives.
Determining project requirements and goals, defining the scope of the engagement and planning timelines.
Working closely with technical teams to ensure towards smooth delivery of solutions.
Working in a team of consultants and on various consulting engagements.

Ideal Profile

You possess a Degree/Diploma in Computer Science, Engineering or related field.
You have at least 1 year experience, ideally within a IT Business Analyst / Project Manager or IT Consulting role.
You have good interpersonal and communication skills and are adept at working with multiple stakeholders to drive desired outcomes.
You have excellent written and verbal communication skills.
You have working knowledge of azure and ETL
You possess strong analytical skills and are comfortable dealing with numerical data
You enjoy finding creative solutions to problems
You are a strong team player who can manage multiple stakeholders

What's on Offer?

Work alongside & learn from best in class talent
Flexible working options
Work within a company with a solid track record of success","Analytical Skills
Add,Communication
Add,Computer Science
Add,Data Engineering
Add,Data Science
Add,Extract, Transform, Load (ETL)
Add,IT Consulting
Add,Microsoft Azure
Add,Oral Communication
Add,Possess strong analytical
Add,"
Power BI | Data Visualization Engineer,"LENA - Lately, Everything Needs Analytics · Pasig, National Capital Region, Philippines 4 months ago · 12 applicants",On-site Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
We are looking for bright and talented Power BI/Data Visualization Engineers to join our dynamic team here at LENA.

As a Power BI/Data Visualization Engineer, you are responsible for building and supporting Power BI reports for our clients as a standalone solution or part of a larger project.

Specifically, You Will Perform The Following

Designing and working with data engineers for appropriate data formats to be used in Power BI;
Working with data analysts to drive the delivery of data insights utilizing Power BI;
Implementing data pipelines within the Power BI ecosystem; and
Creating reports, conducting presentations to internal and client stakeholders, and developing telemetry tools for automated monitoring.

As part of a new team, you will help lay the culture and technical foundation for the team. You will enjoy growth opportunities working alongside a team that encourages intellectual excitement and a startup working environment. You will have the opportunity to bring your skills to the next level and acquire new ones along the way.

Minimum Qualifications

Minimum of 2 yrs experience in the development of Power BI reports and related functionalities (i.e. DAX, Power Query Formula Language (M), Data Modeling, etc.)
Knowledge data wrangling techniques in Python and SQL
Knowledge on visualization principles and practices

Experience/Knowledge On The Following Is An Advantage

Other BI and data visualization software
Microsoft Power Platform stack
Data storytelling principles and practices
Javascript
Statistical and analytical techniques","Analytical Techniques
Add,DAX
Add,Data Analytics
Add,Data Modeling
Add,Data Science
Add,Data Storytelling
Add,Data Visualization
Add,Data Wrangling
Add,Formula Language
Add,Microsoft Power Query
Add,"
Data migration Engineer with SAP,"Recruiter PH · Taguig, National Capital Region, Philippines 4 months ago · 1 applicant",On-site Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
The Associate Engineer develops application code, implements technical solutions, configures applications in different environments, in response to business problems and in accordance with provided requirements and agreed design principles.

Your key responsibilities

 Work with business to deliver value through the delivery of high-quality software within an agile development lifecycle.
 Define and evolve the architecture of the components you are working on and contribute to architectural decisions at a department and bank-wide level.
 Bring deep industry knowledge into the Feature Team to understand problems, leverage design patterns, automation to support a CI and CD pipeline to production and support emergent design within the agreed domain target architecture.
 Contribute to the wider domain goals to ensure flow, consistent standards and approach to software development while designing to a common shared framework.
 Work with the right and robust engineering practices.
 Additionally the role will include management and leadership responsibilities, such as:
Leading and collaborating across teams
Team management
Mentoring and teaching
Discovering new techniques and helping others to adopt them
Leading by example.

Skills And Qualifications

 10 – 14 years of experience in the IT industry with hands-on development in Java , React and SQL/PLSQL
 Excellent hands-on experience of Spring Frameworks, including Spring Cloud and Spring Boot
 Experience developing on OpenShift Container Platform or Public Cloud, in particular GCP
 Hands on experience with REST and Microservices
 Experience of developing containerized applications using Docker and Kubernetes
 Knowledge of SQL/PLSQL
 Good to have knowledge on DevOps tools
 Experience with Test Driven Development (TDD) and Behavior Driven Development (BDD) including testing frameworks (Junit, Cucumber, Selenium, JEST, Protractor or Puppeteer)
 Experience of delivering within an agile delivery framework
 Experience with distributed version control tool (Git, Github, BitBucket).
 Experience within Jenkins or pipelines based modern CI systems
 Desirable experience with UI Frameworks (Angular, ReactJS will be needed)
 Education Qualification - BE/B.Tech/MCA/M.Tech/M.Sc [comp sci]",
Data Engineer (Mid to Senior level) For Canada onsite,"Dempsey Resources Management Inc · Makati, National Capital Region, Philippines 1 month ago · 0 applicants",On-site Full-time Mid-Senior level,"About the job
This job is sourced from a job board. Learn More
Develop, construct, test and maintain architectures, such as databases and large-scale processing systems
 Ensure architecture will support the requirements of the data scientists, the stakeholders, and the business.
 Discover opportunities to acquire new data from other systems
 Develop and improve data set processes for data modeling, mining, and production.

Qualifications

 BSc/MSc in Computer Science, Information Systems or related technical discipline
 1-4 years experience in data engineer role (5-10 years for Senior Data Engineer)
 Deep knowledge of Python, SQL, and PySpark is required
 Experience working with data pipelines, architecture principles, batch and stream processing systems and DataOps
 Experience working with large data sets, Azure cloud services including Azure Data Lake, Data Factory, Databricks, Azure DevOps
 Background in programming in Python, Scala, C, C++, Java is beneficial
 Experience working in AI startup environment or organizations with an agile culture
 Professional attitude and service orientation
 Superb team player
 Excellent communications skills
 Excellent team player
 Adaptable and flexible

Location: Canada

Salary: negotiable

Need: 3",
Data Engineer/ETL Developer,"Gardenia Bakeries (Philippines), Inc. · Binãn, Calabarzon, Philippines 2 months ago · 6 applicants",On-site Full-time Entry level,"About the job
Main Purpose

Manages the design, development, implementation and maintenance of company's data sources and establish data management policy to maintain quality, integrity and security of the enterprise data


Working Schedule: Monday to Friday (8AM-5:30PM)

Working Setup: Work Onsite

Perks & Benefits:

Complete Govt Benefits
Guaranteed 13th Month Pay
Performance Bonus and Pay Raise
Productivity Incentive
HMO and Accident Insurance
Free of charge bread per regular working day
Free Vitamins per month
Allowance (Meal, Overtime Meal, Medicine, Rice)
Shuttle Service (Alabang, San Pedro, Santa Rosa, Cabuyao, Calamba)
Equipment provided by the company
Additional paid leave
Paid trainings and overtime
Perfect Attendance and Service Recognition Award
Discount on selected products of Gardenia


Reason for Hiring: Additional Manpower

Job Description

Design, develop and implement ETL pipeline using various integration tools
Coordinate with Data Analyst to translate analytics requirements into a scalable data model design
Create and maintain data warehouse architecture
Ensure consistent quality of data by performing routing testing and troubleshooting of created ETL pipeline
Have close coordination with Application Development team to implement best technology practices in data processing
Maintain comprehensive documentation of the applied changes in the production databases
perform other tasks as may be assigned by the Senior IT Manager


Qualifications

Graduate of BS Information Technology or any related courses
With at least 2 years of experience in similar role
Highly knowledgeable in Extract, Transform and Load Process
With good working knowledge on data integration tools such Oracle Data Integrator, Informatica and other ETL tools
With experience coding in Greenplum and Talend
Proficient in SQL, Python and other programming languages
With good problem-solving and critical thinking skills 
Amenable to work onsite in Laguna International Industrial Park, Mamplasan, Binan, Laguna","Critical Thinking
Add,Data Engineering
Add,Data Quality
Add,Databases
Add,Extract, Transform, Load (ETL)
Add,Model Design
Add,Oracle Data Integrator (ODI)
Add,Problem Solving
Add,Python (Programming Language)
Add,Thinking Skills
Add,"
