Title,CompanyDetails,JobDetails,JobDescription,JobSkills
Business Intelligence Developer,"Manulife Philippines · Quezon City, National Capital Region, Philippines Reposted 3 weeks ago · 22 applicants",Hybrid Full-time Mid-Senior level,"About the job
Are you looking for a supportive and collaborative workplace with great benefits and clear career development? You’ve come to the right place.

Why choose Manulife?
· Competitive salary package
· HMO on the first day with free dependents (inclusive of same-sex partners)
· Retirement benefits
· Merit Increase
· Performance Bonus
· Global network of industry experts
· Extensive training resources
 Job Description:
We’re looking for a Business Intelligence Developer partner with users, product owners, & data engineers. You will work directly with business stakeholders and translate business data needs into technical requirements, design, and implementation through data visualization.

Have the skills and knowledge for the job? Learn more about the opening below!

Key Responsibilities:
Partner with users, product owners, & data engineers to design, develop, and maintain business intelligence solutions (dashboard & interactive reporting tools on key business measures)
Work directly with business stakeholders and translate business data needs into technical requirements, design, and implementation through data visualization
Develop, Test, and Maintain BI Dashboard to high standards of quality and performance using the company approved BI Tools. (e.g. Power BI, Qlikview, QlikSense, Tableau)
Utilize UI/UX best practices to craft visualizations that create a single, aligned version of truth, present clear information about business results & call for action
Responsible on training junior members of the team and assist on setting up and/or implementing best practices to ensure the quality and consistency of the solutions
Flexible on working with medium to high complex projects with a possibility on utilizing multiple BI tool for each solutions
Provide and maintain user accesses, report connections and troubleshooting by navigating to the management consoles or workspaces

Qualifications:
Bachelor’s degree in Computer Science, Mathematics, Statistics, or any relevant field with Business Intelligence
At least 5 years of hands-on experience in developing BI solutions, preferably with Power BI, Qlikview, or QlikSense
 Technical Skills:
Experienced with BI technologies (e.g. Qlikview, QlikSense, Power BI)
Pertinent experience in Data Modelling and Data Model normalization
Solid understanding with the ETL methodology
Strong knowledge/proficiency of relational databases (MS SQL, Oracle) and Business Intelligence area
Strong data storytelling and visualization skills
Experience on working in agile (SCRUM) is an advantage
Project management experience is an advantage
Understanding of design and development tools, SDLC methodologies, and techniques is an advantage
  Soft skills:
Proven experience with customer management and project administration
Strong written and verbal communication skills
Strong time management skills
Strong planning and organization skills
Adaptable to teamwork and dynamic work environment
Process Specific Knowledge
Software Development Life Cycle
Business Solutions Discovery
Data Modelling and Normalization
Agile/Scrum Methodology
Tools Specific Knowledge:
Intermediate to Advance Expertise on any of the following BI Tools:
Power BI
QlikView
QlikSense
Intermediate Qlik Management Consoles / Power BI Workspace Management
Familiarity with Tableau
Intermediate MS Excel
Familiarity with NPrinting or MS Reports Builder
Basic to Intermediate Expertise on the following relational databases:
MS SQL
MS Access
Enterprise Data Lake
Familiarity with MS Power Applications

Let's make every day better together. Learn about our opportunities at JOBS.MANULIFE.COM","Business Intelligence (BI)
Add,Communication
Add,Microsoft Excel
Add,Microsoft SQL Server
Add,Oral Communication
Add,Project Management
Add,Qlik NPrinting
Add,Qlik Sense
Add,QlikView
Add,Time Management
Add,"
DevOps Technical Lead,"Reed Elsevier Philippines · Quezon City, National Capital Region, Philippines 3 weeks ago · 15 applicants",Hybrid Full-time Mid-Senior level,"About the job
This position performs moderately difficult research, design, and systems engineering assignments and responds to system management alerts to handle system/operations exceptions, within the assigned enterprise systems of product offerings. Additionally, this position is also responsible for triage change management support

REQUIRED SKILLS:
5+ years of Systems Engineering experience or 3+ years DevOps Engineer experience ITIL experience (Certifications)
Strong experience of cloud computing particularly in AWS Experience of scripts for automation – Python or others
Experience of CI/CD
Understanding of system and problem management tools
Understanding of storage systems, Linux kernel, UNIX kernel, UNIX file system, and Windows infrastructure.
Knowledge of virtual server environments and thin client.
Problem solving and analytical thinking.
Good oral and written communication skills
Atleast 2+ years technical leadership experience.

ACCOUNTABILITIES: 
Help develop the capability of OCC Infrastructure Team.
Demonstrate thorough understanding of major system components in completing assigned tasks (i.e., storage systems, Linux kernel, UNIX kernel, UNIX file system, and Windows infrastructure).
Diagnose problems with application programs, common system, or systematic questioning techniques.
Diagnose system performance problems.
Configure controls; install or troubleshoot programs within multiple system environments.
Construct Job Control Language (JCL) or scripts for processing of workloads by system.
Provide prompt recovery and problem escalation for the exceptions, extrapolating and integrating information within defined boundaries, using multiple system management and problem management tools.
Partner closely with development groups, support groups, and vendors to coordinate special operations, and communicate/escalate problems as appropriate to meet assigned deadlines.
Assist in daily support of the systems/products assigned, through early detection and pursuit or changes in system responses or operation.
Work closely with support groups to refine system monitoring and reporting, and to assist them in their analysis and problem recovery.
Apply problem-solving skills in multiple operating environments to support assignments involving the execution of a series of related tasks.
Perform online system functions to assist with tasks encountered in execution of daily responsibilities such as utility functions and editing of files.
Develop lists/scripts for execution of commonly used processes and automation of simple tasks.
Proper implementation of team changes and service requests.
Proper creation, execution, documentation, and closure of tasks, changes, and requests.
All other duties as assigned.","Amazon Web Services (AWS)
Add,Continuous Integration and Continuous Delivery (CI/CD)
Add,DevOps
Add,ITIL
Add,Job Control Language (JCL)
Add,Linux
Add,Linux Kernel
Add,Problem Solving
Add,Python (Programming Language)
Add,Systems Engineering
Add,"
Lead Machine Learning Operations Engineer,"Agoda · Manila, National Capital Region, Philippines 2 days ago · 0 applicants",Full-time Mid-Senior level,"About the job
About Agoda

Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 3.6 million accommodations globally. Based in Asia and part of Booking Holdings, our 6,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.

Agoda is an online travel booking platform for accommodation, flights, and more. We build and deploy cutting edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ talents coming from 90+ different nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enabling our customers to experience the world.

Get to Know Our Team

The Engineering department oversees all Agoda’s ML and software related requirements. Our goal is to enable and increase Agoda’s business through creative approaches and the implementation of powerful resources such as operational and analytical databases, ML driven solutions, queue systems and data monitoring tools. We hire the brightest minds from around the world to take on this challenge and equip them with the knowledge and tools that contribute to their personal growth and success while supporting our company’s culture of diversity and experimentation. The role the engineering team plays at Agoda is critical as business users, product managers, and many others rely on us to empower their decision making. We are equally dedicated to our customers by improving their search experience with faster results and protecting them from any fraudulent activities. Data is interesting only when you have enough of it, and we have plenty. This is what drives up the challenge as part of the ML engineering squad, but also the reward. We work across structured and non-structured data at scale. For example, our current ML models process millions of images every day to try and enhance the experience that our users get from our app.

 ML Platform in Agoda 

Agoda ML Platform is built on self-managed Kubernetes and powered by Kubeflow, an open-source solution that enables efficient machine learning workflows.

Our MLOps team combines the best practices of software engineering with data science to help Machine Learning Engineers and Data Scientists work more effectively, meaning we aim to incorporate data/model versioning, collaboration, monitoring etc. in an intuitive way that allows our users to prosper within the field.

 In This Role, You’ll Get to: 

 Lead the design, development, and implementation of on-premises MLOps solutions that support the delivery of machine learning models 
 Collaborate with data scientists and software engineers to build scalable and efficient data pipelines and model training and deployment systems 
 Develop and maintain monitoring and management tools to ensure the reliability and performance of our on-premises MLOps infrastructure 
 Work with stakeholders across the organization to understand their machine learning needs and requirements, and to develop MLOps solutions that meet those needs 
 Stay up-to-date with the latest trends and technologies in MLOps, LLMOps, machine learning, and artificial intelligence, and share your knowledge with the team to help us stay at the forefront of the field 
 Mentor junior members of the team and help them grow their skills and expertise in MLOps 
 Troubleshooting and debugging user issues 

What You’ll Need To Succeed

 5+ years of experience in MLOps, Software engineering, Data engineering, or a related field 
 Strong programming skills in a modern programming language (Java, Scala, Python, Kotlin) 
 Excellent communication and collaboration skills, and the ability to work effectively in a team environment 
 Value code simplicity and performance 

 It’s Great if you have: 

 Understanding of ML Projects lifecycle 
 Experience with MLOps platforms, such as Kubeflow or MLFlow 
 Experience with ML frameworks – like scikit-learn, LGBM, Tensorflow, PyTorch etc. 
 Experience with Big Data tools – Spark, S3, Hadoop 
 Strong knowledge of containerization and container orchestration technologies, such as Docker and Kubernetes 
 Experience with DevOps and CI/CD practices 
 Has experience building and scaling model serving tools, i.e building APIs with tight SLAs 
 Passion for the engineering behind machine learning, and scaling it 
 Experience designing and building MLOps infrastructure, including data pipelines, model training and deployment systems, and monitoring and management tools. 

#telaviv #jerusalem #IT #ENG #4 #sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #budapest #bali #dublin #telaviv #milan #rome #venice #florence #naples #turin #palermo #bologna #osaka #malta #amsterdam #oslo #warsaw #krakow #alrayyan #riyadh #jeddah #mecca #medina #singapore #seoul #barcelona #madrid #stockholm #zurich #taipei #tainan #taichung #kaohsiung #bangkok #Phuket #istanbul #london #manchester #edinburgh #hcmc #hanoi #lodz #wroclaw #poznan #katowice #rio #salvador #newdelhi #bangalore #bandung #yokohama #nagoya #okinawa #fukuoka #jerusalem #IT #4 #bangalore #delhi #hyderabad #pune #singapore #beijing #shanghai #shenzhen #tokyo #seoul #hongkong #taipei #kualalumpur #jakarta #hochiminh #hochiminhcity #manila #instanbul #makati #dubai #riyadh #gurgaon #noida

Equal Opportunity Employer 

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy .

To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.","Artificial Intelligence (AI)
Add,Communication
Add,Data Engineering
Add,Data Mining
Add,Data Science
Add,Hadoop
Add,Kubeflow
Add,MLOps
Add,Pattern Recognition
Add,Software Development
Add,"
WFO Platform Engineer,"Five9 · Manila, National Capital Region, Philippines Reposted 1 week ago · 47 applicants",Hybrid Full-time Entry level,"About the job
Join us in bringing joy to customer experience. Five9 is a leading provider of cloud contact center software, bringing the power of cloud innovation to customers worldwide.

Living our values everyday results in our team-first culture and enables us to innovate, grow, and thrive while enjoying the journey together. We celebrate diversity and foster an inclusive environment, empowering our employees to be their authentic selves.

WFO Platform Engineer

Five9 is a leader in Cloud based Contact Center solutions. To complement our rapid growth, we are actively looking for a talented and experienced Workforce Optimization (WFO) Platform Engineer to join our Professional Services team. In this role, you will be responsible for consultative performance in all areas related to the provisioning, implementation, and deployment of WFO solutions.

The Ideal Candidate Will

Have in-depth experience implementing and supporting the technical needs of customers on using leading WFO solutions for Quality Monitoring, Workforce Management, and/or Speech Analytics.
Be competent In or more scripting languages such as Python or PowerShell
Will have experience of integrating to CRM solutions such as Salesforce.
Possess a strong independent work ethic and ability to acclimate to new systems and processes quickly.
Enable Five9 customers to attain optimal results from WFO products by managing their expectations and satisfaction as a top priority.
Will have experience with one or more telephony platforms (Five 9, Genesys, Avaya)

As a key contributor to the Professional Services Team, we are looking for a passionate, self-managed individual who can work well with a cohesive team to help us delight our customers and grow our business.

Key Responsibilities

Software delivery at an Application Consultant/Engineer level for WFO products including Quality Monitoring, Workforce Management, Scorecards and Analytics. Certification levels in multiple products is not required but highly desirable
Effectively communicate plans, progress, and status/updates to both internal staff and customer stakeholders
Articulate the value of Five9’s Professional Services through presentations, demonstrations and open discussion with customers and prospects
Implement and troubleshoot software solutions in a wide array of configurations and Customer environments both remotely and on-site.
Understand client requirements and design; work with the Implementation and Support Teams to formulate Implementation Plans that meet Customers’ needs
Mitigate project risk by proactively recognizing and communicating challenges, managing changes, and providing contingency plans that enable customer success
Develop materials in-line with the specific Sales and/or Services opportunity requirements for OEM software and services.
Facilitating custom integration work Five9 WFO, VCC and customers CRM environments

Key Requirements

Experience managing delivery, support, and implementation of WFO (QM/QO, Analytics and Workforce Management solutions). Experience with Verint, Community WFM, NICE, Calabrio, Pipkins, eWFM, Monet, etc. is highly desired.'
Extensive database experience with strong T-SQL skills.
Experience of API use
Strong knowledge of SaaS, Networking, Internet concepts, CRM, WFM, PBX, Dialer, ACD, CTI, VoIP, IVR/VRU and Call Center practices
Strong background in Windows application support, including ASP.NET applications, web services, and SQL Server.
3-5 years of SaaS software implementation and/or support experience, with a minimum of 3 years in a Professional Services or Support organization.
Willingness to travel up to 25% with some international travel
Excellent written and verbal skills
BA/BS or equivalent experience

Key Skills

Strong combination of project management and technical call center skills along with excellent customer communication skills
Expert at developing and maintaining positive and productive relationships with clients; impeccable communication skills and ability to understand clients’ needs is imperative
Must possess a strong working knowledge of WFM, PBX, Dialer, ACD, CTI, VoIP, IVR/VRU and Call Center practices – prior experience working with WFO solutions is required.
Self-starter possessing excellent time management skills and be able manage multiple implementation and sales activities simultaneously

Five9 embraces diversity and is committed to building a team that represents a variety of backgrounds, perspectives, and skills.  The more inclusive we are, the better we are.  Five9 is an equal opportunity employer.

View our privacy policy https://www.five9.com/pt-pt/legal.

California residents, view our Privacy Notice here: https://www.five9.com/legal/candidatenoticeca.

Note: Five9 will never request that an applicant send money as a prerequisite for commencing employment with Five9.

Our headquarters are located in the San Francisco Bay Area with global hubs in the United Kingdom, Germany, Philippines, Portugal, and Australia.","Avaya Products
Add,Communication
Add,Databases
Add,Implementation Plans
Add,Private Branch Exchange (PBX)
Add,WFO
Add,Workforce Optimization (WFO)
Add,"
Data Engineer,A7 Recruitment Corporation · Philippines 1 hour ago · 1 applicant,Remote Full-time Entry level,"About the job
Established in 2020, headquartered in Makati City.

A7 Recruitment Corporation (ARC) is an emerging fully integrated recruitment solutions company whose strength lies in the provision of innovative and cost-effective Recruitment services in the Philippines.

We are an all Filipino-owned company formed to engage in professional recruitment services. ARC has several years of experience in the IT staffing space.

Our differentiator in the industry is our consultative and relationship-based approach aiming to build long-term relationships with our clients built on trust.

The Role

You Will Be Responsible For

Gathering and evaluating user feedback.
Developing scripts to process structured and unstructured data.
Providing code documentation and other inputs to technical documents.
Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review.
Troubleshooting and debugging to optimise performance.
Recommending, developing and implementing ways to improve data reliability, efficiency and quality.
Supporting translation of data business needs into technical system requirements.
Working with stakeholders to understand needs in order with respect to data structure, availability, scalability and accessibility.

Ideal Profile

You possess a degree in Computer Science, Applied Mathematics, Engineering or related field.
You have at least 5 years experience, ideally within a Data Engineer or Software Engineer role.
Demonstrated experience working with large and complex data sets as well as experience analyzing volumes of data.
You are a strong networker & relationship builder
You pay strong attention to detail and deliver work that is of a high standard
You are highly goal driven and work well in fast paced environments

What's on Offer?

Work within a company with a solid track record of success
Work alongside & learn from best in class talent
Excellent career development opportunities","Analytical Skills
Add,Business Requirements
Add,Computer Science
Add,Data Engineering
Add,Data Science
Add,Data Warehousing
Add,Databases
Add,Extract, Transform, Load (ETL)
Add,System Requirements
Add,Unstructured Data
Add,"
Solutions Engineer,"Confidential · Mandaluyong, National Capital Region, Philippines Reposted 1 month ago · 41 applicants",Hybrid Full-time Mid-Senior level,"About the job
This role's primary function is to design, implement, and manage complex infrastructure projects. He will be the technical lead for complex customer deployments of managed network services, accountable for the solution design and configuring the SD-WAN platforms for the customer. High level responsibilities include:

Work with customers to document detailed configuration requirements, and create a low-level design document
Lead workshops and engagement with customers to discuss key technical and operational aspects including the migration/cutover strategy and integration with third party solutions/networks/systems.
Manage the implementation of the customer’s solution in accordance with the agreed plan.
Create configuration templates and standards for use throughout the deployment and brief the service delivery engineers on the solution to enable the efficient delivery of individual services.
Take technical ownership of design and technical deployment escalations and work with internal stakeholders across engineering, logistics, products, support, and service delivery to resolve them.
Act as the provisioning SME on key vendor platforms such as Fortinet SDWAN and Cisco Meraki.
Creation of the managed services delivery and support playbook, to guide customer deployments and document the expected customer experience. The playbook will be used as a repeatable way to deliver complex solutions to customers.
Work within the operations team to capture learnings and feedback from each customer deployment and embed process improvements into the operations function.

Job Qualifications:
Minimum 5 years of IT network design, engineering, and operation experience, ideally with experience in SD WAN
Degree in Information, Telecommunication Engineering, or equivalent academic qualification
Experience and formal certification in vendor platforms, including Fortinet and Cisco. Preferably NSE4 Certification or higher
Active interest in learning and maintaining technical skills & knowledge
Strong verbal and written English communication skills
Good interpersonal skills and able to work within the team","Cisco Meraki
Add,Cisco Systems Products
Add,Communication
Add,Fortinet
Add,Network Administration
Add,Network Configuration
Add,Network Design
Add,Network Implementation
Add,Telecommunications
Add,Wide Area Network (WAN)
Add,"
SQL Developer,"ENGIE Impact · Mabalacat, Central Luzon, Philippines 2 weeks ago · 42 applicants",Hybrid Full-time Mid-Senior level,"About the job
PRIMARY FUNCTIONS AND ESSENTIAL RESPONSIBILITIES: 
Coordinate with clients to work on project tasks/tickets as needed and share reports. 
Update tools/documents as per need 
Working on operation tasks/tickets and queue as per requirement and priority
Resolve L2/L3 related issues. 
Monitoring different applications/servers and reporting any deviations 
Providing daily status updates at agreed frequency and medium. 
Managing hand-off of tasks/tickets, if needed 
Ability to work comfortably and professionally in a dynamic and collaborative environment.
Strong communication skills to translate between business and technical requirements and interact with a variety of stakeholders.
Flexible to work in swing shift hours (will depend on schedule)
Able to adjust communications as appropriate for audiences with varying degrees of technical expertise

QUALIFICATIONS 

Education/Certification/Knowledge:
Bachelor's degree (Computer Science, Information Technology)

Experience:
At least 2-3 years of experience writing SQL in a business environment.

SKILLS/ABILITIES

REQUIRED SKILLS: 

Core Skills: Tech support, Communication skills, ITSM tool, MS office, Windows or Linux knowledge, application logging, SQL, Basic JAVA/.Net knowledge, server configuration and monitoring, Incident management, Problem management 
JD-Must have Skills : Databases - SQL Server, Languages - SQL (Capable)",".NET Framework
Add,Communication
Add,Databases
Add,Linux
Add,Problem Solving
Add,SQL
Add,Server Configuration
Add,System Configuration
Add,Tech Savy
Add,Windows
Add,"
SRE-DevOps Engineer,"Genpact · Makati, National Capital Region, Philippines 2 weeks ago · 22 applicants",Hybrid Full-time Mid-Senior level,"About the job
With a startup spirit and 115,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it! We dream in digital, dare in reality, and reinvent the ways companies work to make an impact far bigger than just our bottom line. We’re harnessing the power of technology and humanity to create meaningful transformation that moves us forward in our pursuit of a world that works better for people.
Welcome to the relentless pursuit of better.
 Inviting applications for the role of Site Reliability Engineer (SRE)-Ops Engineer

Responsibilities:
· Infrastructure Management: Design, deploy, and maintain the company's infrastructure, including servers, databases, network components, and related systems.
· Monitoring and Incident Response: Develop and implement monitoring solutions to proactively detect issues and respond to incidents promptly to minimize downtime and impact on services.
· Performance Optimization: Identify performance bottlenecks, conduct capacity planning, and optimize system performance to deliver a highly responsive and reliable user experience.
· Automation: Develop and maintain automation tools and scripts to streamline deployment, configuration management, and routine operational tasks.
· Fault Tolerance and Resilience: Implement and test fault tolerance and disaster recovery mechanisms to ensure the high availability and reliability of critical systems.
· Collaborate with Development Teams: Work closely with software development teams to promote DevOps practices, review architecture designs, and provide infrastructure expertise.
· Security and Compliance: Ensure that systems and applications adhere to security best practices and compliance standards, and actively participate in security incident response activities.
· Documentation: Maintain clear and up-to-date documentation of system configurations, procedures, and troubleshooting guides.
· Continuous Improvement: Stay updated with industry trends, emerging technologies, and best practices in Site Reliability Engineering to suggest and implement improvements in processes and systems.
· Develop and Implement Application Environments: Responsible for developing and implementing the environment for deploying and running applications.
· Staging and Production Environment Support: Collaborate with DevOps to ensure support for both staging and production environments for applications.
· Complex Data Network Design: Design and maintain complex data networks and modernize services and applications.

Requirements:
· Bachelor's degree in Computer Science, Information Technology, or a related field (or equivalent practical experience).
· Proven experience as a Site Reliability Engineer or in a similar role, with a focus on managing large-scale, highly available systems.
· Proficiency in programming in Java and JavaScript to automate tasks and develop tools.
· Strong knowledge of cloud computing platforms (e.g., AWS, GCP, Azure) and containerization technologies (e.g., Docker, Kubernetes).
· Experience with configuration management tools (e.g., Ansible, Puppet, Chef) and version control systems (e.g., Git).
· Solid understanding of networking principles, including TCP/IP, DNS, load balancers, and firewalls.
· Familiarity with monitoring and logging tools (e.g., Prometheus, Grafana, ELK stack).
· Ability to work collaboratively in cross-functional teams and excellent communication skills.

Preferred Qualifications:
· Master’s degree in computer science, Information Technology, or a related field.
· Certifications in cloud platforms (e.g., AWS Certified DevOps Engineer, Google Cloud Professional DevOps Engineer).
· Experience with microservices architecture and continuous integration/continuous delivery (CI/CD) pipelines.
· Knowledge of database management systems (e.g., MySQL, PostgreSQL, MongoDB).
· Understanding of cybersecurity principles and best practices.

Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube","Amazon Web Services (AWS)
Add,Ansible
Add,DevOps
Add,Fault Tolerance
Add,Google Cloud Platform (GCP)
Add,MongoDB
Add,NoSQL
Add,Python (Programming Language)
Add,Site Reliability Engineering
Add,Software Development
Add,"
Security Research Engineer - Database Security,"Trustwave · Manila, National Capital Region, Philippines 1 week ago · 5 applicants",Remote Full-time Entry level,"About the job
About Trustwave

Trustwave is a leading cybersecurity and managed security services provider focused on threat detection and response. We uncover threats that others can’t and respond quicker than others can to protect against the devastating impacts of cyberattacks. We’re a world-class team of cyber consultants, threat hunters and researchers serving clients in 96 countries. At Trustwave, you can learn alongside the best, make a personal impact on a global scale, and solve new challenges every day. Learn more about us at https://www.trustwave.com.

Security Research Engineer – Database Security. The role is open to remote (Philippines based).

We are currently looking for a talented, highly motivated Security Research Engineer for our Database Security Research Team. The position will be a key team member of the team whose focus is to research and develop database vulnerability and security configuration detections for our DbProtect and AppDetective Pro database products.

Responsibilities

 Conduct security research on relational as well as no-sql database applications
 Research and implement detections for our database security scanning platform
 Participate in peer code reviews
 Author knowledgebase descriptions for our detections and maintain related meta data
 Share your research with the community via blogs, etc.
 Improve our team's processes and efficiency with your ideas
 Improve our Test Lab infrastructure
 Develop tools to assist with our SDLC

Requirements

 Expertise in the software security field
 Experience in vulnerabilities research
 Experience writing vulnerability detection and software configuration signatures
 Programming skills in languages like: Python, Java, or C#
 Database skills: SQL and administration skills for at least one major database e.g. Oracle, MSSQL, IBM DB2, Sybase, PostgreSQL or MySQL
 Ability to work under tight deadlines with creativity
 Self-motivated, independent and able to quickly assess and understand complex systems
 Be a team player
 Must possess strong written and verbal communication skills
 Experience with AWS, Azure or other cloud platforms
 Experience with installing/deploying databases inside Unix/Windows platforms

Additional Plus Competencies

 Advanced Linux / Unix knowledge
 Experience with regular expressions
 Familiarity with compliance regulations and standard frameworks like DISA-STIG, CIS, etc.
 Experience with vulnerability discovery and disclosure, as well as proof-of-concept exploit development
 Experience with source code management tools such as git or Subversion.
 Experience and/or willingness to present at security conferences like DEFCON, BlackHat, etc.
 Experience and/or willingness to write technical blog posts (See https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/)
 Experience with CI/CD environments
 Experience with Terraform or other infrastructure as code frameworks

Education

 A high school diploma or equivalent is required; a college or university degree is a plus.

This is a remote opportunity open to anyone legally authorized to work in the Philippines. Guided by our flexible workplace philosophy, Moments That Matter, people gather in the office when in-person interaction is most impactful; full-time remote employees may be asked to travel occasionally based on the needs of the team and the business.

Trustwave is an Equal Opportunity Employer of Minorities, Females, Protected Veterans, and Individuals with Disabilities

To All Agencies

Please, no phone calls or emails to any employee of Trustwave outside of the Talent Acquisition team. Trustwave’s policy is to only accept resumes from agencies via the Trustwave Agency Portal. Agencies must have a valid fee agreement in place and they must have been assigned the specific requisition to which they submit resumes, by the Talent Acquisition team. Any resume submitted outside of this process will be deemed the sole property of Trustwave and in the event a candidate is submitted outside of this policy is hired, no fee or payment of any kind will be paid.","Communication
Add,Computer Science
Add,Database Security
Add,Databases
Add,Oral Communication
Add,Regular Expressions
Add,Software Configuration Management
Add,Subversion
Add,Terraform
Add,Vulnerability
Add,"
Quality Assurance Automation Engineer,"Eclaro · Quezon City, National Capital Region, Philippines Reposted 1 month ago · 84 applicants",Hybrid Full-time Mid-Senior level,"About the job
QA Automation Engineer
 We are seeking a highly skilled and detail-oriented QA Automation Engineer to join our quality assurance team. The ideal candidate will have a strong background in test automation, software testing methodologies, and a passion for ensuring the highest quality software products. As a QA Automation Engineer, you will play a critical role in automating tests, identifying and documenting defects, and collaborating with cross-functional teams to deliver flawless software.
 Key Responsibilities:
Develop and maintain automated test scripts and test suites using industry-standard automation tools and frameworks.
Collaborate with software developers, product managers, and quality assurance team members to understand project requirements and testing needs.
Execute automated test scripts, analyze results, and report defects to ensure the delivery of high-quality software products.
Contribute to the development and improvement of automated testing processes and best practices.
Perform manual testing when necessary to ensure comprehensive test coverage.
Create and maintain test documentation, including test plans, test cases, and test data.
Identify, isolate, and document defects thoroughly, and track them through to resolution.
Participate in the development and execution of regression testing and continuous integration processes.
Stay up-to-date with emerging trends and technologies in automation testing and quality assurance.
Collaborate with the development and operations teams to implement and maintain automated CI/CD pipelines.
Qualifications:
Bachelor's degree in Computer Science, Information Technology, or a related field (Master's degree preferred).
Proven experience as a QA Automation Engineer or similar role.
Strong proficiency in test automation using industry-standard tools (e.g., Selenium, Appium, TestNG, JUnit).
Solid understanding of software testing principles, methodologies, and best practices.
Proficiency in programming languages such as Java, Python, or JavaScript for test automation.
Familiarity with version control systems (e.g., Git) and test management tools.
Excellent problem-solving skills and attention to detail.
Strong analytical and communication skills.
Ability to work collaboratively in a team environment.
Experience with Agile/Scrum development practices is a plus.","Appium
Add,JUnit
Add,JavaScript
Add,Python (Programming Language)
Add,QA Automation
Add,Test Automation
Add,Test Automation Tools
Add,Test Management
Add,Test Planning
Add,TestNG
Add,"
