Title,CompanyDetails,JobDetails,JobDescription,JobSkills
Machine Learning Engineer,"UST · Taguig, National Capital Region, Philippines 1 week ago · 29 applicants",Hybrid Full-time Mid-Senior level,"About the job
Essential Duties and Responsibilities:
Develop and maintain a platform that automates the end-to-end machine learning lifecycle, from data ingestion to model deployment and monitoring
Implement best practices for code quality, testing, version control, and documentation
Troubleshoot and resolve issues related to model performance, reliability, and security
Optimize model training and inference pipelines for speed, efficiency, and scalability
Collaborate with data scientists, data engineers, and cloud platform engineers to integrate machine learning models into existing systems and applications
Stay updated with the latest trends and technologies in machine learning, data science, Artificial Intelligence, and ML Operations
Work with external partners to build a robust and scalable support model for ML models
 Requirements:
Bachelor’s Degree in Computer Science, Engineering, Mathematics, or related field
5+ years of experience in machine learning, data engineering, and software engineering
3+ years of experience developing and deploying machine learning models, preferably using Databricks
2+ years of experience leveraging tools like Azure Data Factory for data engineering
 Nice to Have:
Proficient in Python and at least one of the following languages: R, Scala, Java, or C++
Experience with machine learning frameworks and libraries such as TensorFlow, PyTorch, Scikit-learn, or Keras
Experience with cloud platforms and services providers, preferably Azure and Google Cloud Platform
Experience with Azure AI services 
Experience with DevOps tools and methodologies such as Git, Docker, Kubernetes, CI/CD, or Terraform
Knowledge of machine learning concepts and techniques such as supervised, unsupervised, and reinforcement learning, deep learning, natural language processing, computer vision, or recommender systems","Artificial Intelligence (AI)
Add,C++
Add,Machine Learning
Add,Natural Language Processing (NLP)
Add,Python (Programming Language)
Add,"
Lead Full Stack Developer,Staffing Ninja · Philippines 2 weeks ago · 37 applicants,Remote Full-time Mid-Senior level,"About the job
Roles & Responsibilities:

Creating front-end website architecture.
Crafting user interactions on web pages.
Building back-end website applications.
Establishing servers and databases for functionality.
Ensuring cross-platform optimization for mobile devices.
Guaranteeing the responsiveness of applications.
Collaborating with graphic designers for web design elements.
Overseeing a project from inception to completion.
Designing and developing APIs.
Addressing both technical and consumer requirements.
Keeping up to date with advancements in web applications and programming languages.

Skills & Requirements:

2+ years of experience as a Full Stack Developer.
Bachelor's degree in computer science.
Strong organizational and project management abilities.
Proficiency in core front-end languages like HTML, CSS, and JavaScript.
Knowledge of Web3 technologies is advantageous.
Familiarity with JavaScript frameworks such as AngularJS, React, and Amber.
Proficiency in server-side languages such as Python, Ruby, Java, PHP, and .Net.
Understanding of database technology including MySQL, Oracle, and MongoDB.
Experience in developing CI/CD pipelines and deploying applications using cloud services such as AWS.
Strong problem-solving skills and attention to detail.

Good to have:

Familiarity with Web 3 is advantageous.
Proficiency in English is required.
Basic proficiency in both spoken and written Chinese (Cantonese and Mandarin) or Japanese is beneficial.

Benefits:

It is a Full-Time Remote Opportunity.","AngularJS
Add,Continuous Integration and Continuous Delivery (CI/CD)
Add,Full-Stack Development
Add,Java
Add,JavaScript Frameworks
Add,MongoDB
Add,MySQL
Add,PHP
Add,Python (Programming Language)
Add,React.js
Add,"
Senior BI Developer,"Tata Consultancy Services · Manila, National Capital Region, Philippines 3 weeks ago · 29 applicants",Hybrid Full-time Mid-Senior level,"About the job
1. JOB PURPOSE: 

To identify business intelligence, reporting and data analysis needs of the client. To design, develop, implement and ensure proper maintenance of medium-to-large scale Business Intelligence (BI) applications built using Power BI software. 
  2. EXPECTED OUTCOMES: 
  Works as an individual or as part of a team in identifying business intelligence, reporting and data analysis (advanced analytics/statistical analysis) needs of the client. Designs data models for medium-to-large applications in full or in part as assigned. Takes charge in the preparation of the data model and ETL requirements and design. Develops corporate and adhoc reports. 
 Ensures that the assigned data models and/or components (data mart and data stores/warehouse and Bi application) are designed to meet customer needs. Provides data that is accurate, reliable, and ensures that the information is easily available to the client for direct consumption, or integration with other systems. 
 Ensures that the system is accurately coded and tested in accordance with requirements and design documents; and fully documented in accordance with ADB’s standards and methods. Provides documentation that is clear and easy to understand. 
 Trains clients in using the corporate reports. And educates them on how to use the data available to display information in different forms for the purpose of their own analysis. 
 Works with staff, consultants and outsourcing contractors who may be involved in the development/ maintenance of assigned application systems. 
 Works with OIST ITD technical support staff to ensure assigned systems are properly operated and maintained. 
 Regularly submits reports on progress status including problems encountered and resource requirements of assigned application systems 
  3. CORE COMPETENCIES: 
  Technical Knowledge and Skills 
 - Able to help and advise others based on their specialist area of knowledge and skill 
 - Uses technical knowledge and skills to complete complex work 
 - Uses technical knowledge and skills to improve work systems 
  Client Orientation 
 - Works to meet the needs of clients according to ADB policy 
 - Communicates often with clients and seeks to understand and anticipate their needs 
 - Works with clients to find ways to meet changing needs 
  Achieving Results 
 - Finds ways to reduce time and cost of completing work 
 - Works with others to overcome problems and find alternative ways to complete work when necessary 
  Working Together 
- Works with other members of the team as needed to complete assigned work 
  Learning and Knowledge Sharing 
 - Learns new skills and knowledge and applies them 
 - Continuously finds new solutions to problems 
 - Shares knowledge and expertise with the team 
  4. Education Requirements: 
  Bachelor's degree in Computer/Software Engineering, MIS, Computer Science, or related areas. 
    5. Relevant Experience and Other Requirements: 
  At least 5 years' experience in modeling data, ETL analysis and design, including comprehensive experience in SQL programming. 
 Proficiency in SQL programming, Oracle RDBMS, creating data models using Cognos Framework Manager, creating ETL scripts and jobs using Cognos Data Manager or similar BI tool; creating reports and analytics using Cognos Report/Analysis/Query/Metric Studios or similar BI tool. 
 Proficiency in SQL performance analysis and tuning. 
 Excellent oral and written communications skills. 
 Excellent ability in systems analysis and design, and in the preparation of functional and detailed specifications documents. 
 Extensive knowledge in analysis, design, development and implementation of BI systems using standards- and best practices-based methodologies and frameworks and in the use of associated productivity tools. 
 Good interpersonal, communication and writing skills, and ability to promote team work.","Analytical Skills
Add,Analytics
Add,Business Intelligence (BI)
Add,Data Analytics
Add,English
Add,Extract, Transform, Load (ETL)
Add,Oracle Database
Add,Reporting
Add,SQL
Add,Teamwork
Add,"
"Engineer, Cloud Engineering - AWS / GCP","Cardinal Health · Taguig, National Capital Region, Philippines Reposted 1 week ago · 93 applicants",Full-time Associate,"About the job
Responsibilities:
Working together, we can make a difference in healthcare for our customers and communities. Your contributions, along with colleagues around the world, are helping make healthcare safer and more productive every day.
The Hybrid Cloud Operations Team is responsible for run escalations and operations for Cardinal Health’s usage of public cloud platforms, on-prem infrastructure and services. The role is also responsible for providing and enhancing a community knowledgebase of the technologies leveraged by Cardinal Health. The ideal engineer will be T-shaped, with strong working knowledge of a variety of IT infrastructure, and excellent skills in specific areas.
Each team member assists with internal client requests; including both enhancements and break/fix tasks. Additionally, they coordinate and perform periodic changes to ensure the environment is performing as expected or required. Participation in on-call coverage is shared by the team.
Skillset:
Expert in public cloud platforms and services (AWS and GCP)
Storage architecture and technologies
Systems administration expertise (Windows, Linux)
Scripting technologies (PowerShell, Bash, Python)
Security – Access Management, Key Management
Enterprise Monitoring Tools for infrastructure and applications
ITIL Foundations and Intermediate Level Transition, Operations, and Continuous Improvement
Data Networks – routing, firewalls, load balancers, DNS
Experience with server and directory service technologies (Windows, Linux, AD, DNS)
Experience in an infrastructure-as-code environment
Support automation solutions for source, deploy, pipeline, configuration management
Excellent organizational skills, and oral and written communication skills
Security compliance experience such as ITIL, PCI, ISO 27001 or SOX
HP ProLiant ML, DL, BL Series servers and HP iLO
Ability to work with minimal supervision, making decisions based upon priorities, schedules and an understanding of business initiatives
Ability to apply critical thinking to all aspects of the position
Detail oriented with excellent documentation skills/methodologies, who is able to successfully manage multiple priorities
Qualifications:
2 Years of experience with public cloud platform
Google Cloud Platform or Amazon AWS certification desired
4+ years of on-premises infrastructure experience
Detail oriented with excellent documentation skills/methodologies, who can successfully manage multiple priorities
Strong customer service/ interpersonal skills
Experience enterprise ITIL processes
Experience enterprise ITSM or ticketing system
Bachelor's degree in related field, or equivalent work experience
Candidates who are back-to-work, people with disabilities, without a college degree, and Veterans are encouraged to apply.


Cardinal Health supports an inclusive workplace that values diversity of thought, experience and background. We celebrate the power of our differences to create better solutions for our customers by ensuring employees can be their authentic selves each day. Cardinal Health is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, ancestry, age, physical or mental disability, sex, sexual orientation, gender identity/expression, pregnancy, veteran status, marital status, creed, status with regard to public assistance, genetic status or any other status protected by federal, state or local law.","Access Management
Add,Communication
Add,Critical Thinking
Add,Domain Name System (DNS)
Add,Key Management
Add,Organization Skills
Add,Public Cloud
Add,Python (Programming Language)
Add,Storage Architecture
Add,Written Communication
Add,"
Enterprise Architect,"Cebu Pacific Air · Pasay, National Capital Region, Philippines Reposted 1 week ago · 73 applicants",Hybrid Full-time Mid-Senior level,"About the job
Department

ENTERPRISE ARCHITECTURE

Employee Type

Probationary

Cebu Pacific is always up for new challenges, enabling our teams to stay at the forefront of Technological innovations. Pursuing a career in IT at Cebu Pacific will expose you to a highly visible team, who is known to deliver solutions for business analytics, data architecture, technology engineering, project management, IT security, etc. As we continue to journey through this path of recovery and rebuild, we are in search for the right JUAN who share our values of breaking boundaries, never fearing failure or mistakes but rather always in the pursuit of new ideas and better solutions.

Apply today and be JUAN of the game changers of the Philippines’ leading airline, Cebu Pacific as an Enterprise Architect.

Primary Responsibilities :

 Define, document, and communicate Cebu Pacific's IT strategy to key stakeholders. 
 Lead the development and governance of enterprise architecture to align with the IT strategy. 
 Ensure that the enterprise architecture supports the long-term goals and objectives of the organization. 
 Ensure compliance with architectural standards, policies, and best practices. 
 Establish and maintain governance processes to review and approve architectural decisions. 
 Monitor and enforce adherence to architectural guidelines throughout project lifecycles 

Basic Qualifications:

 Must have a degree in Computer Science, MIS, Engineering, Networking or related discipline. 
 Should have at least 7-8 years of work experience related to Enterprise Architecture and strategy definition. 
 Should be familiar with Data Architecture, Cloud Architecture, Service Delivery, etc. 

Be JUAN of us and together, let's make moments happen.

 Note: This position is for an Individual Contributor and will be based in Pasay City, Metro Manila but currently follows a hybrid workplace flexibility arrangement. 

Experience Range Range (Years)

5 - 10 years

Job posted on

2023-10-18","Application Architecture
Add,Architecture
Add,Communication
Add,Computer Science
Add,Enterprise Architecture
Add,IT Strategy
Add,Management Information Systems (MIS)
Add,Networking
Add,Service-Oriented Architecture (SOA)
Add,Strategy
Add,"
Cyber Transformation Senior Engineer (IAM),"KPMG Philippines · Makati, National Capital Region, Philippines 1 week ago · 10 applicants",Remote Full-time Mid-Senior level,"About the job
Responsibilities
Design, plan, develop, and implement IAM solutions based on the organization's security and compliance requirements. Develop custom applications, connectors, and integrations to support IAM workflows and functionalities.
Configure and maintain identity and access management systems, such as IAM platforms, Single Sign-On (SSO) solutions, and Multi-Factor Authentication (MFA) systems.
Manage the entire user lifecycle, including provisioning, deprovisioning, and role changes, ensuring that access permissions are appropriate and timely. Implement automation to streamline user onboarding and offboarding processes.
Define and enforce access control policies, including role-based access control (RBAC) and attribute-based access control (ABAC). Regularly review and update access policies to align with changing business needs and security requirements.
Implement and maintain authentication mechanisms, such as LDAP, OAuth, SAML, and Kerberos. Ensure that authorization mechanisms are robust, accurate, and compliant with industry regulations.
Monitor IAM systems for security vulnerabilities and promptly address any identified issues. Maintain compliance with relevant data protection regulations, industry standards, and internal policies.
Actively participate in incident response activities related to identity and access management breaches or incidents.
Maintain comprehensive documentation of IAM processes, configurations, and policies. Generate regular reports and metrics related to user access, compliance, and system performance.
Collaborate with cross-functional teams, including IT, security, and compliance teams, to align IAM strategies with organizational goals. Work with vendors and third-party providers to evaluate and integrate IAM solutions.
Stay up-to-date with emerging IAM technologies, best practices, and industry trends. Continuously improve IAM processes and systems to enhance security and efficiency.
Facilitate knowledge transfer on IAM solution and/or IAM security best practices

Qualifications (Key Skills/Experience)
Bachelor’s degree in Computer Science, Information Technology, or a related field.
Minimum of 2 years of experience in IAM and IT security, including experience with IAM technologies such as Saviynt (REQUIRED), ForgeRock (preferred), SailPoint and Ping.
Strong understanding of IAM best practices, security and compliance requirements, and experience with other IAM technologies such as Azure, Active Directory, Single Sign-On, PAM, and Multi-Factor authentication (MFA)
Experience with implementing and maintaining IAM/IGA solutions and infrastructure.
Experience with administration/management of IAM/IGA solutions for provisioning/deprovisioning of accounts, integration of applications and creation of workflows
Strong Analytical and problem-solving skills, with the ability to identify and mitigate security risks.
Excellent communication and project management skills, with the ability to work closely with cross-functional teams.
Specific 1 year ‘experience in consulting/advisory engagements and pre-sales of IAM/IGA solutions (preferred)
Understanding of Cloud Compute, Storage, Security and Virtualization best practice
Strong time management skills which allow for multi-tasking while managing shifting priorities
Experience in programming languages such as Java, HTML, SQL, Python, JavaScript, JSON and XML
Preferably has at least one of the following certifications:
Certified Identity and Access Manager (CIAM)
Certifications on SailPoint solutions/products
Certifications on Saviynt solutions/products
Certifications on CyberArk solutions/products","AWS Identity and Access Management (AWS IAM)
Add,Active Directory
Add,ForgeRock Identity Platform
Add,Identity and Access Management (IAM)
Add,Java
Add,JavaScript
Add,Multi-factor Authentication
Add,Python (Programming Language)
Add,SQL
Add,SailPoint
Add,Virtualization
Add,XML
Add,"
Azure AD Engineer (Temporary),TTEC Digital · Philippines 1 week ago · 27 applicants,Remote Full-time Mid-Senior level,"About the job
At TTEC Digital, we coach clients to ensure their employees feel valued, and fully supported, because an amazing customer experience is an employee first process. Our vision is the same, a place where employees know they can thrive.

As an Azure AD Engineer at TTEC Digital, you will assist with Azure AD migrations, and support end-users throughout the project. The ideal candidate will have a variety of experiences in Azure AD management, operating systems and virtualization technologies. This is a fully remote position.

What You’ll Bring To Us

Assists with Azure AD migrations
Works directly with End users throughout their migration to Azure AD
Self-Driven problem-solving abilities, with the capacity to learn
Respond to events and alerts and resolve issues
Good interpersonal and relational team-building skills
Interface with client to discuss and explain the process as well as supporting the process post migration. 
Create technical documentation for all new or modified processes.


What Skills You’ll Need

Understands complex problems easily coupled with being a fast learner and great problem-solver
Capable of handling multiple projects of various sizes simultaneously.
Experience with the installation of software and the collection of log information from enterprise operating systems.
Experience working with Active Directory Migration tools
Experience working with virtualization technologies (Hyper-V, VMware, and Azure) 


About Us

TTEC Digital, and our 1,700+ employees, pioneer engagement and growth solutions that fuel the exceptional customer experience (CX). TTEC Engage is a 60,000+ employee service company, with customers in more than 80 countries. Together, we utilize a holistic approach, applying solutions from two centers of excellence, Engage and Digital.

TTEC is a proud equal opportunity employer where all qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, national origin, disability. TTEC has fully embraced and is committed to expanding our diverse and inclusive workforce. We strive to reflect the communities we serve while delivering amazing service and technology centered around humanity.

Rarely do applicants meet all desired job qualifications, so if you feel you would succeed in the role above, please take a moment and share your qualifications.","Computer Engineering
Add,DevOps
Add,Engineering Documentation
Add,Google Cloud Platform (GCP)
Add,Microsoft Azure
Add,Operating Systems
Add,Problem Solving
Add,Software Installation
Add,Team Building
Add,Technical Documentation
Add,"
Site Reliability Engineer,"Nasdaq · Taguig, National Capital Region, Philippines 1 week ago · 16 applicants",Hybrid Full-time,"About the job
Nasdaq has been a technology leader throughout its fifty-year tenure, developing the market infrastructure that underpins its global exchanges. Currently, 130+ marketplaces around the world leverage Nasdaq’s technology. Our technology can support multiple types of marketplaces including traditional capital markets, as well as new marketplaces such as cryptocurrency, real estate, carbon credits, and more.

We now seek a highly motivated System Reliability Engineer to join our technical operations team, to further grow our presence in the Asia-Pacific region. We offer a competitive salary, comprehensive benefits, and a dynamic work environment.

What We Do

Nasdaq has a long history of delivering and running marketplaces on behalf of our clients “as-a-Service”. Our team is responsible for keeping these systems up and running. We take advantage of the power of cloud computing to scale - we also rely on traditional on-premises systems to cater to our client's needs.

We are a geographically distributed team working from five countries across North America, Europe, and Asia. This enables us to apply a follow-the-sun support model to improve work-life balance.

If you are a proactive self-starter with a passion for technology and have the interest to learn more about the financial industry, we encourage you to apply for this exciting opportunity.

Skills And Requirements

You can expect an autonomous but fast-paced work environment where you are recognized for your results and ability to drive things forward. Every day brings many opportunities to learn & grow and rewards with a global impact we create.

We will teach you Nasdaq’s in-house developed software and the way we work, but to make a good fit we believe the below resonates well with you:

Feel comfortable navigating and managing Linux and Kubernetes systems
Implement and maintain CI/CD pipelines using GitLab CI or other automation tools.
Design, build and support highly available and scalable cloud-based systems in AWS and/or Azure, as well as to implement them with Terraform.
Solid understating of Python, Perl, Bash, or any other scripting language.
Familiar with internet protocols and distributed systems.
Strong troubleshooting and problem-solving skills.
Excellent team player with ability to work collaboratively with colleagues of varying levels of experience.
Strong communication skills and ability to document technical solutions.
Participate in our teams on-call rotation to provide support for our systems during special occasions and weekends.

Benefits

This is a permanent full-time role based in Bonifacio Global City, Taguig following a hybrid work arrangement and an APAC day-shift schedule.

Among the benefits you will receive are a great compensation package, HMO coverage for you and your dependents, annual bonus, employee stock purchase plan, retirement plan, mentorship, wellness subscription plans, paid vacation and paid sick leave.

Come as You Are

Nasdaq is an equal opportunity employer. We positively encourage applications from suitably qualified and eligible candidates regardless of age, color, disability, national origin, ancestry, race, religion, gender, sexual orientation, gender identity and/or expression, veteran status, genetic information, or any other status protected by applicable law.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request an accommodation.","Communication
Add,Problem Solving
Add,Reliability
Add,Site Reliability Engineering
Add,Troubleshooting
Add,"
Azure DevOps Engineer,"SGV & Co. · Makati, National Capital Region, Philippines Reposted 1 week ago · 34 applicants",Hybrid Full-time Associate,"About the job
Ready to take the leap forward?

Starting your professional Career at SGV will unlock your potential to numerous possibilities. We offer a wide variety of fulfilling Graduate opportunities that span all business disciplines. When you join us, we will support your professional development with a combination of training, hands-on learning, networking, experiences, and mentoring.

Key Responsibilities for Azure Cloud Engineer/Azure DevOps Engineer:
You will be customer-facing and will entail liaising with customers to enhance current systems and plan and deliver projects.
The role is varied in scope, involving technology and the development of innovative solutions in the cloud. This includes delivering cloud migration projects, and supporting development teams with DevOps technologies (CI/CD pipelines, config management, etc.)
Documentation of solutions (e.g. configuration and setup).
Working within a project management/agile delivery methodology in a leading role as part of a wider team.
Provide effective knowledge transfer and upskilling to relevant customer personnel to ensure an appropriate level of future self-sufficiency.
Assist in the transition and deployment of projects to multiple instances.

Requirements
Hands-on experience with the Azure DevOps platform, including Azure Boards, Azure DevOps Dashboards, Azure Repos, and RBAC
Hands-on experience with Azure DevOps YAML pipelines, plug-ins, Sonar Cloud, Nexus Lifecycle tool, ZAProxy Scanning tool
Hand-on experience in Azure resources, key vault, functions
Experience in DevOps, deployment strategy and environment configurations, PowerShell, bash scripts
Experience with Agile methodology
Experience is needed in Kubernetes (AKS), Ansible, Terraform, Docker, Linux Sys Admin, Azure Networking, Azure Application Gateway, Azure DevOps, CI/CD, and Jenkins
Demonstrable experience with the following technologies: Microsoft Azure Platform As A Service (PaaS) products such as Azure SQL, AppServices, Logic Apps, Functions, and other Serverless services
Understanding of Microsoft Identity and Access Management products, including Azure AD or AD B2C
Microsoft Azure Operational and Monitoring tools, including Azure Monitor, App Insights, and Log Analytics
Knowledge of PowerShell, Git, ARM templates, and deployment automation

Joining SGV is a chance to enjoy a personalized career in a culture that promotes diversity and supports growth and development. Our values define the way we work.

The exceptional SGV experience. It’s yours to build.","Ansible
Add,Azure DevOps Services
Add,Continuous Integration and Continuous Delivery (CI/CD)
Add,DevOps
Add,Microsoft Azure
Add,Terraform
Add,"
Embedded Software Engineer,"Sercomm · Muntinlupa City, National Capital Region, Philippines 2 weeks ago · 31 applicants",On-site Full-time Entry level,"About the job
Duty:
· Software development for subscriber telecommunication IP equipment working on TCP/IP network;
· Work in software development team.
 Basic Requirements:
· C/C++ programming experience;
· Familiar with linux OS operation (basic commands, shell and script)
· English language skills in the work field (writing and speaking);
· Ability to work in a team, responsibility, punctuality.
 Advanced Requirements:
· One of other languages, such as python, perl, java-script, java, golang etc.
· software development experience for Embedded Linux (userspace, kernel) ;
· Experience with svn or git
· Knowledge of OSI model and IP network protocols: TCP, UDP, ARP, DHCP, ICMP, VLAN (802.1Q);
· Advantages: knowledge of : TR-069, VoIP (SIP); Linux Device driver; MIPS; ARM

Working Location:
PDC(Philippines Development Center) office address:

4th floor, iHUB 1 Northgate Drive, Northgate Cyberzone, Filinvest City, Alabang, Muntinlupa City.","ARP
Add,C++
Add,Dynamic Host Configuration Protocol (DHCP)
Add,Embedded Linux
Add,Embedded Systems
Add,English
Add,Internet Protocol Suite (TCP/IP)
Add,Linux
Add,Perl
Add,User Datagram Protocol (UDP)
Add,"
