Title,CompanyDetails,JobDetails,JobDescription,JobSkills
Data Engineer-Business Intelligence,"IBM · Cebu, Central Visayas, Philippines 1 week ago · 5 applicants",On-site Full-time,"About the job
676066BR

Introduction

In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology.

A career in IBM Consulting is rooted by long-term relationships and close collaboration with clients across the globe.

You'll work with visionaries across multiple industries to improve the hybrid cloud and AI journey for the most innovative and valuable companies in the world. Your ability to accelerate impact and make meaningful change for your clients is enabled by our strategic partner ecosystem and our robust technology platforms across the IBM portfolio; including Software and Red Hat.

Curiosity and a constant quest for knowledge serve as the foundation to success in IBM Consulting. In your role, you'll be encouraged to challenge the norm, investigate ideas outside of your role, and come up with creative solutions resulting in ground breaking impact for a wide network of clients. Our culture of evolution and empathy centers on long-term career growth and development opportunities in an environment that embraces your unique skills and experience.

Your Role and Responsibilities

Design, build and manage solutions using Web-based BI reporting technology that offers personalized features, such as allowing users to drill down into the content of a report using a menu and comes with an intuitive design kit. Includes integration between Business Intelligence Platforms, which will allow users to toggle easily between reporting and analysis tasks. The reports can be distributed over the Web, via e-mail or through a portal or file server. Skills include: Business intelligence, Cognos, Reporting, Actuate, MicroStrategy, Dashboards, Tableau, Click, Scorecards. PH_DIGhotjobs

Required Technical and Professional Expertise

Must Have Skills


Experience in Tableau
Data Visualization and manipulation
Creating Tableau Dashboards
Maintaining and monitoring Tableau dashboards server
Experience in Power BI and Azure

Preferred Technical And Professional Expertise

Nice to have:


Azure


About Business Unit

IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

Your Life @ IBM

In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.

Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.

Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.

Are you ready to be an IBMer?

About IBM

IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","Analytics
Add,Dashboards
Add,Data Analytics
Add,Data Engineering
Add,Data Science
Add,Data Visualization
Add,Extract, Transform, Load (ETL)
Add,MicroStrategy
Add,Microsoft Azure
Add,Tableau
Add,"
Business Intelligence Developer / Data Engineer,"Teradyne · Lapu-Lapu, Central Visayas, Philippines Reposted 2 weeks ago · 18 applicants",On-site Full-time Mid-Senior level,"About the job
We are the global test and automation specialists, powering next-generation technologies through sophisticated solutions. Behind every electronic device you use, Teradyne's test technology ensures your device works right the first time, every time! Our portfolio of automation solutions help manufacturers to develop and deliver products quickly, efficiently and cost-effectively. Teradyne companies deliver manufacturing automation across industries and applications around the world!

 The Business Intelligence Developer / Data Engineer will have the following tasks: 

 Evaluates requirements and designs effective data solutions to meet business needs.
 Develops and facilitates implementation of data solutions within the development team and throughout the organization.
 Coordinate with the rest of the IT group and business users in selecting the appropriate solution(s) for each requirement.
 Works with business stakeholders to ensure tight fit between tools and business requirements. Manage and work with other developers to build standard development processes and reusable components.
 Develops the best practices in the development of data solutions
 Advocate for the continuous improvement of the standards and best practices within the area of Data Solutions and Integration
 Troubleshoots data tool problems and tunes for performance.
 Assists development and management of training, documentation, and help desk capabilities.

 The BI Developer/Data Engineer must meet the following mandatory requirements: 

 3 to 5 years of relevant experience required. Power BI or Tableau experience preferred.
 In depth knowledge of data warehousing theories and techniques and multi-dimensional design
 Strong knowledge in ETL (Extract Transform Load) methodologies using tools/scripts and/or have experience doing data integration using ETL tools
 Ability to comprehend complex technical and business concepts and adapt quickly to changes.
 Proven visual design, systematic and problem solving skills
 Strong written and verbal English communication skills
 Strong knowledge of SQL
 Basic project management skills

Nice To Have

 Knowledge in Informatica, SSIS and/or Snowflake
 Degree or working knowledge in Statistics and Higher math
 Knowledge in Big Data / Data Science
 Experience on Azure cloud
 In-depth knowledge in Power BI, SSIS, SSAS and Visual Studio.

 We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform crucial job functions, and to receive other benefits and privileges of employment.","Analytics
Add,Business Intelligence (BI)
Add,Communication
Add,DAX
Add,Data Analytics
Add,Data Warehousing
Add,English
Add,Problem Solving
Add,SQL Server Analysis Services (SSAS)
Add,SQL Server Integration Services (SSIS)
Add,"
Senior Data Engineer,"Manulife · Makati, National Capital Region, Philippines Reposted 3 days ago · 38 applicants",Full-time Mid-Senior level,"About the job
Are you looking for a supportive, collaborative workplace with great teams and inspiring leaders? You’ve come to the right place. We’re looking for ambitious people who share our values and want to make every day better for people around the world. If this sounds like you, and the career below sounds exciting, we’d like to hear from you.

Working Arrangement

Hybrid

Job Description

6+ years related working experience
Proficient understanding of distributed computing principles
Good Knowledge of Hadoop cluster, Azure, with all included services
Ability to solve any ongoing issues with operating the cluster
Proficiency with Hadoop v2, MapReduce, HDFS
Experience with Azure ADLSg2, Data Factory, DataBricks, Eventhub,
Experience with data engineering projects, i.e integration of data from multiple data sources to a target system
Good knowledge of Big Data querying tools – Hive, HBase, SQL
Knowledge in data streaming (e.g. Kafka, Spark)
Knowledge in any server-side programming languages (e.g. Java, Python, Spark, R…etc)
Knowledge in any Change Data Capture (CDC) solutions
Experience in working on Agile projects is an advantage.
Experience on Azure Cloud and/or other Cloud platforms
Open Source RDBMS management including MongoDB & HBase
Experience in managing Zeppelin, JupyterHub, R Studio, Neo4j are definitely added advantage
Selecting and integrating any Big Data tools and frameworks required providing requested capabilities
Implement ETL/ELT flows via Big Data Solutions i.e Nifi, Spark, Python, Azure Data Factory, Azure Synapse, Azure, DataBricks…etc
To be able to monitor the performance and advice necessary infrastructure changes or performance tuning in codes.
Support business users in use of the Enterprise Data Lake (EDL) as part of BAU
Perform POC on new integration patterns and solutions.
Maintain and monitor platform stability and performance of EDL
Attends to Incidents and change requests.
Write and maintain technical documentation.
Perform unit tests and system integration tests.
Executes updates, patches, and other activities required to maintain and enhance the operations of the EDL..
Supports the Agile delivery squads when required.

Every career at Manulife/John Hancock provides the opportunity to learn new skills and move your career forward. Ready to make an impact somewhere? What are you waiting for? Apply today.

About John Hancock And Manulife

John Hancock is a unit of Manulife Financial Corporation, a leading international financial services group that helps people make their decisions easier and lives better. We operate primarily as John Hancock in the United States, and Manulife globally, including Canada, Asia and Europe. We provide financial advice, insurance and wealth and asset management solutions for individuals, groups and institutions. Assets under management and administration by Manulife and its subsidiaries were CAD$1.3 trillion (US$1.1 trillion) as of June 30, 2021. Manulife Financial Corporation trades as MFC on the TSX, NYSE, and PSE, and under 945 on the SEHK. Manulife can be found at manulife.com.

One of the largest life insurers in the United States, John Hancock supports more than 10 million Americans with a broad range of financial products, including life insurance, annuities, investments, 401(k) plans, and education savings plans. Additional information about John Hancock may be found at johnhancock.com.

Manulife is an Equal Opportunity Employer

At Manulife/John Hancock, we embrace our diversity. We strive to attract, develop and retain a workforce that is as diverse as the customers we serve and to foster an inclusive work environment that embraces the strength of cultures and individuals. We are committed to fair recruitment, retention, advancement and compensation, and we administer all of our practices and programs without discrimination on the basis of race, ancestry, place of origin, colour, ethnic origin, citizenship, religion or religious beliefs, creed, sex (including pregnancy and pregnancy-related conditions), sexual orientation, genetic characteristics, veteran status, gender identity, gender expression, age, marital status, family status, disability, or any other ground protected by applicable law.

It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will work with applicants who request a reasonable accommodation during the application process. All information shared during the accommodation request process will be stored and used in a manner that is consistent with applicable laws and Manulife/John Hancock policies. To request a reasonable accommodation in the application process, contact recruitment@manulife.com.","Analytics
Add,Azure Data Factory
Add,Big Data
Add,Change Data Capture
Add,Data Engineering
Add,Data Integration
Add,Hive
Add,Neo4j
Add,RStudio
Add,Technical Documentation
Add,"
Business Intelligence Data Engineer II,Concentrix · Metro Manila Reposted 1 week ago · 37 applicants,On-site Full-time Entry level,"About the job
Job Title:

Business Intelligence Data Engineer II

Job Description

Location:

PHL Work-at-Home NCR Muntinlupa

Language Requirements:

Time Type:

Full time

If you are a California resident, by submitting your information, you acknowledge that you have read and have access to the Job Applicant Privacy Notice for California Residents

R1411348","Data Engineering
Add,Data Modeling
Add,Data Science
Add,Data Warehousing
Add,Databases
Add,Extract, Transform, Load (ETL)
Add,"
Data Engineer (WFH),"Michael Page · Manila, National Capital Region, Philippines 6 months ago · 237 applicants",Remote Full-time Entry level,"About the job
Tech Startup|Emerging Technology


About Our Client

Looking for a pioneering team here in the country.

Job Description

Developing high performance solutions with best practices on tools used
Completing full test cycle before implementation
Develop data pipeplines
Communicating with the stakeholders to analyze and understand the need and design the solution accordingly


The Successful Applicant

A successful Data Engineer has a strong working knowledge of business trends and is able to read and analyze product, market, and share trends. You should have strong organizational, critical thinking, and communication skills.

Experience Azure Data Factory
Thorough understanding of data warehousing, data modelling techniques and entity relationship diagram
Data Analysis and cleansing techniques
Advanced skills of SQL
Experience on data transformation techniques


What's on Offer

If you are looking a challenging and fulfilling role in data and analytics, please do not hesitate to reach out!

Contact: Raian Mondelo

Quote job ref: JN-062023-6074604","Data Analysis,Communication
Add,Critical Thinking
Add,Data Analytics
Add,Data Engineering
Add,Data Modeling
Add,Data Warehousing
Add,ERD
Add,Modeling
Add,SQL
Add,"
Senior Data Engineer,"eTeam · National Capital Region, Philippines 1 week ago · 32 applicants",Remote Full-time Mid-Senior level,"About the job
Designs and builds solutions to move data from operational and external environments to the business intelligence environment using Informatica, Ab Initio software and DataStage 
(formerly Ascential) - IBM's WebSphere Data Integration Suite. Skills include designing and developing extract, transform and load (ETL) processes. Experience includes full lifecycle 
implementation of the technical components of a business intelligence solution.","Analytics
Add,Big Data
Add,Cascading Style Sheets (CSS)
Add,Data Analytics
Add,Data Engineering
Add,Data Science
Add,Data Warehousing
Add,DataStage
Add,Databases
Add,Extract, Transform, Load (ETL)
Add,"
AI/ML Developer,"CGI · Taguig, National Capital Region, Philippines Reposted 2 weeks ago · 263 applicants",Full-time Entry level,"About the job
Position Description

We are looking for an experienced Developer to be responsible for performing tasks based on project requirements and supporting various development duties. The responsibilities of Developers include writing code, analyzing data, and contributing to the design and implementation of software.

Your future duties and responsibilities

To be successful as a Developer, you should demonstrate great skill in creativity and innovation, ability to thrive in a high-pressure environment, and possess excellent communication skills. Ultimately, a top-notch Developer should have extensive experience in software development, be able to keep up to date with deadlines, and have strong analytical skills.

Your future duties and responsibilities

Performing coding assignments.

Reviewing code work for accuracy and functionality.

Creating and implementing design plans.

Analyzing code segments regularly.

Keeping up-to-date with industry trends and technology developments.

Required Qualifications To Be Successful In This Role

Degree in Information Technology, Computer Science, or related.

Extensive knowledge of software development and its technologies.

Data Engineering / ETL

Data Analysis

Data Visualization

Strong knowledge of Python modules like Tensorflow, Keras, PyTorch, scikit-learn or other similar modules

Solid experience in coding.

Good communication skills.

Good time management skills.

Insights you can act on

While technology is at the heart of our clients’ digital transformation, we understand that people are at the heart of business success.

When you join CGI, you become a trusted advisor, collaborating with colleagues and clients to bring forward actionable insights that deliver meaningful and sustainable outcomes. We call our employees “members” because they are CGI shareholders and owners, and, as owners, we enjoy working and growing together to build a company we are proud of. This has been our Dream since 1976, and it has brought us to where we are today—one of the world’s largest independent providers of IT and business consulting services.

At CGI, we recognize the richness that diversity brings. We strive to create a work culture where everyone belongs, and we collaborate with clients in building more inclusive communities. As an equal opportunity employer, we empower all our members to succeed and grow. If you require an accommodation at any point during the recruitment process, please let us know. We will be happy to assist.

Ready to become part of our success story? Join CGI—where your ideas and actions make a difference.","Data Analysis,Communication
Add,Computer Science
Add,Creativity and Innovation
Add,Data Analytics
Add,Data Science
Add,High Pressure
Add,Scikit-Learn
Add,Software Development
Add,Software Implementation
Add,"
GDS Consulting_Senior Data Engineer 1,"EY · Taguig, National Capital Region, Philippines Reposted 1 week ago · 25 applicants",On-site Full-time Mid-Senior level,"About the job
At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.

 5 to 10 years of Experience in developing data ingestion, data processing and analytical pipelines for big data, relational databases, NoSQL and data warehouse solutions
 Extensive hands-on experience implementing data migration and data processing using Azure services: ADLS, Azure Data Factory, Azure Functions, Synapse/DW, Azure SQL DB, Databricks Azure Data Catalog, Cosmo Db etc.
 Hands on experience in programming like python, scala
 Must have hands on experience in SQL and procedural SQL languages
 Experience working with NoSQL in at least one of the data stores - HBase, Cassandra, MongoDB
 Strong analytical skills and enjoys solving complex technical problems
 Proficiency in Software Development Best Practices
 Strong analytical skills and enjoys solving complex technical problems
 Excellent debugging and optimization skills
 Experience in Enterprise grade solution implementations & in converting business problems/challenges to technical solutions considering security, performance, scalability etc
 Designing and implementing data ingestion pipelines from multiple sources using Azure or AWS Databricks.
 Developing scalable and re-usable frameworks for ingesting of data sets.
 Integrating the end to end data pipeline - to take data from source systems to target data repositories ensuring the quality and consistency of data is maintained at all times.
 Participating in development of cloud data warehouses, data as a service, business intelligence solutions.
 Data wrangling of heterogeneous data.

EY | Building a better working world

EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.

Enabled by data and technology, diverse EY teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.

Working across assurance, consulting, law, strategy, tax and transactions, EY teams ask better questions to find new answers for the complex issues facing our world today.","Big Data
Add,Cassandra
Add,Data Ingestion
Add,Data Warehousing
Add,HBase
Add,MongoDB
Add,NoSQL
Add,Relational Databases
Add,SQL
Add,Scala
Add,"
Analytics Engineer II,Remitly · Metro Manila Reposted 6 days ago · 22 applicants,On-site Full-time Entry level,"About the job
Job Description

Remitly is on a mission to transform the lives of immigrants and their families by providing the most trusted financial products and services on the planet. Since 2011, we have been tirelessly delivering on our promises to immigrants sending their hard earned money home. Today, we are reimagining international payments at scale and building new products to create deeper relationships with our customers and their loved ones across the globe. Join over 2,700 employees across 10 offices who are growing their careers while having a positive impact on people globally.

About The Role

The Reconciliation Insights and Analytics team builds important financial products and tools that ensure the accuracy and completeness of our financial data. We focus on analyzing and detecting data discrepancies, improving customer experience, and delivering business insight. Our data supports data consumers like Accounting, Treasury, Finance, and Customer Success. You will report to BI Manager, Insights & Analytics.

You Will
Work with teams to understand requirements and ensure that data solutions align with Remitly's goals
Develop data dictionaries, data models, and other documentation to support the Reconciliation cash flow dataset data infrastructure
Ensure the consistency and accuracy of Reconciliation cash flow dataset across all reporting systems, resolving data quality issues
Collaborate with data engineering teams to develop data pipelines and ETL processes that ensure efficient data ingestion and processing
Monitor and analyze data to identify trends, patterns, and anomalies, providing recommendations to inform decisions
Communicate complex data insights and technical information to non-technical partners, both verbally and through data visualizations
Design end-to-end BI solutions that allow partners to analyze the cash flow dataset, identify new opportunities, and improve cash flow operations.
Identifies ways to improve data reliability, efficiency, and quality of data management required for building BI applications and reports.
You Have
5+ years as an analytics engineer or equivalent
Knowledge of logging, error handling, and familiarity with CI/CD concepts.
Strong communication skills and ability to collaborate effectively with stakeholders.
Experience in dimensional data modeling, ETL design, implementation and maintenance
Expert in SQL, git, and a programming language (ie Python, Java, etc)
Experience with Airflow, Snowflake/Redshift, Spark
Experience with analytical model development and deployment processes
Familiarity with AWS products and services
You live our cultural values
We are committed to nondiscrimination across our global organization and in all of our business operations. Employment is determined based upon personal capabilities and qualifications without discrimination on the basis of race, creed, color, religion, sex, gender identification and expression, marital status, military status or status as an honorably discharge/veteran, pregnancy (including a woman's potential to get pregnant, pregnancy-related conditions, and childbearing), sexual orientation, age (40 and over), national origin, ancestry, citizenship or immigration status, physical, mental, or sensory disability (including the use of a trained dog guide or service animal), HIV/AIDS or hepatitis C status, genetic information, status as an actual or perceived victim of domestic violence, sexual assault, or stalking, or any other protected class as established by law.

Remitly is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.","Airflow
Add,Amazon Redshift
Add,Apache Spark
Add,Data Analytics
Add,Data Engineering
Add,Data Modeling
Add,Data Models
Add,Data Quality
Add,Extract, Transform, Load (ETL)
Add,Snowflake
Add,"
Senior Data Engineer,Bershaw · Philippines 2 weeks ago · 69 applicants,Remote Full-time Mid-Senior level,"About the job
Duties and Responsibilities:
Use your creativity to find and extract useful insights from Global Trade data Build and maintain scalable ETL pipelines that will perform complex transformations in a parallel fashion over large scale datasets 
Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their needs. 
Spearhead the implementation of industry-standard world-class practices in data engineering 

Qualifications: 
• Experience in managing, analyzing and processing large volumes of sparsely structured data in a timely manner 
• Experience designing and building data warehouses and associated topologies 
• Strong experience with Relational, Non-Relational and Columnar Databases 
• Innovative “out of the box” thinking. This role is central to the company’s competitive advantage in providing unique insights using publicly available data 
• Ability to lead and manage a team 
• A positive “Can do” attitude 
• High attention to detail 
• Background in Statistical Analysis 
• Ability to liaise with management and other teams 
• Proficiency in working with cloud based data tools, specifically AWS 
• A basic grasp of statistics and probability will be a plus Requirements 
• Experience with SQL, RedShift, Spark, and Elasticsearch 
• Excellent written and verbal English communication skills 
• Driven with an intrinsic motivation to succeed and continuously improve yourself and your surroundings 
• Creative and able to find and build solutions to complex problems 
• Experience with Hadoop a plus","Amazon Redshift
Add,Analytical Skills
Add,Apache Spark
Add,Data Warehousing
Add,Databases
Add,Elasticsearch
Add,English
Add,Hadoop
Add,SQL
Add,Structured Data
Add,Teamwork
Add,"
