Title,CompanyDetails,JobDetails,JobDescription,JobSkills
Data Engineer-Data Warehouse,"IBM · Cebu, Central Visayas, Philippines Reposted 1 week ago · 13 applicants",On-site Full-time,"About the job
662694BR

Introduction

In this role, you'll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology.

A career in IBM Consulting is rooted by long-term relationships and close collaboration with clients across the globe.

You'll work with visionaries across multiple industries to improve the hybrid cloud and AI journey for the most innovative and valuable companies in the world. Your ability to accelerate impact and make meaningful change for your clients is enabled by our strategic partner ecosystem and our robust technology platforms across the IBM portfolio; including Software and Red Hat.

Curiosity and a constant quest for knowledge serve as the foundation to success in IBM Consulting. In your role, you'll be encouraged to challenge the norm, investigate ideas outside of your role, and come up with creative solutions resulting in ground breaking impact for a wide network of clients. Our culture of evolution and empathy centers on long-term career growth and development opportunities in an environment that embraces your unique skills and experience.

Your Role and Responsibilities

Provides technical expertise in the design and development using Data Appliances like Teradata, Sailfish business and analytics solutions. Designs, develops and/or re-engineers highly complex application components, and integrate software packages, programs and reusable objects residing on multiple platforms

Required Technical and Professional Expertise

Must Have Skills


Experience in ETL, Snowflake and or DBT.
Experience on databases like DB2, Netezza.
Experience in Scheduling tools like Control-M.


Preferred Technical And Professional Expertise

Nice to have skills:


SQL, Unix scripting, Shell scripting.


About Business Unit

IBM Services is a team of business, strategy and technology consultants that design, build, and run foundational systems and services that is the backbone of the world's economy. IBM Services partners with the world's leading companies in over 170 countries to build smarter businesses by reimagining and reinventing through technology, with its outcome-focused methodologies, industry-leading portfolio and world class research and operations expertise leading to results-driven innovation and enduring excellence.

Your Life @ IBM

In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.

Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.

Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.

Are you ready to be an IBMer?

About IBM

IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","Data Engineering
Add,Data Science
Add,Databases
Add,Extract, Transform, Load (ETL)
Add,Microsoft Power BI
Add,Netezza
Add,SQL
Add,Scheduling Tools
Add,Snowflake
Add,Snowflake Cloud
Add,"
Data Engineer,"Manulife · Makati, National Capital Region, Philippines Reposted 5 hours ago · 43 applicants",Full-time Entry level,"About the job
We are a leading financial services provider committed to making decisions easier and lives better for our customers and colleagues around the world. From our environmental initiatives to our community investments, we lead with values throughout our business. To help us stand out, we help you step up, because when colleagues are healthy, respected and meaningfully challenged, we all thrive. Discover how you can grow your career, make impact and drive real change with our Winning Team today.

Working Arrangement

Hybrid

Job Description

The Opportunity

Manulife’s Digital Operations is seeking for an experienced Data Engineer to join our team to provide data-driven solutions and support Manulife/John Hancock business units. We are looking for the right individual who would be interested to propose and develop data solutions, has strong willingness to learn through team collaboration, desire to drive and execute on our data strategy, willing to help mature our agile practices, and is looking for an opportunity to embrace technical challenges and be part of a self-organizing team.

On The Job You Will

Design and develop data pipelines and ETL jobs using Big Data Technologies based on functional/non-functional business requirements
Design & implement Data Integration/Ingestion/Extraction solutions based on high level architecture design
Identify, design and implement process improvements & delivery optimizations
Collaborate with Stakeholders, Business Analysts and Data Architects to assist and translate business requirements to technical solutions
Develop big data and analytic solutions leveraging new or existing technology to advance Manulife’s all lines of business
Exploratory data analysis; Query and process on-premise or cloud-based data, provide reports, summarize and visualize the data
Design, upgrade and implement new data workflows, automation, tools and API integrations.
Perform POC on new integration patterns and solutions.
Write and maintain technical documentation
Perform unit tests and system integration tests
Executes updates, patches, and other activities required to maintain and enhance the operations of on-premise or cloud-based environments
Supports the Agile delivery squads when required

We Are Looking For Someone With

At least 2 years experience as Data Engineer with focus on big data processing and/or relational databases
At least 2 years experience working with Microsoft Azure Data Platform, specifically Azure Data Lake, Azure Data Factory, Azure Databricks
Experienced in any of the following programming/scripting languages (SQL, Python, Shell, Scala)
Experienced in creating data pipelines & developing complex and optimized queries
Experienced with working on Structured, Semi-Structured, Unstructured datasets
Knowledgeable with any of the Big Data tools and technologies: Hadoop, Spark, Hive, Sqoop, Kafka, Nifi
Knowledgeable with relational SQL and NoSQL databases: MSSQL, Postgres, HBase (MongoDB is a plus)
Experienced with Workflow Management Tools: Airflow, Crontab, CA Workload Automation
Knowledgeable with CI/CD tools
Knowledgeable or at least have the basic concept of Data Visualization in any of the following tools: Tableau, PowerBI, QlikView/QlikSense
Knowledgeable in using collaboration tools (eg. MS Teams/Skype, Confluence, JIRA)
Experience with any SLDC Methodologies and familiarity with different Agile methodologies
Demonstrates a commitment to delivering excellent service, balanced with appropriate risk management.
Monitor, validate, and drive continuous improvement to methods, and propose enhancements to data sources that improve usability and results
Good Communication and presentation skills
Analytical, structured, organized, and proactive
Stakeholder and project management is a plus

What can we offer you?

A competitive salary and benefits packages.
A growth trajectory that extends upward and outward, encouraging you to follow your passions and learn new skills.
A focus on growing your career path with us.
Flexible work policies and strong work-life balance.
Professional development and leadership opportunities.

Our commitment to you

Values-first culture We lead with our Values every day and bring them to life together.
Boundless opportunity We create opportunities to learn and grow at every stage of your career.
Continuous innovation We invite you to help redefine the future of financial services.
Delivering the promise of Diversity, Equity and Inclusion We foster an inclusive workplace where everyone thrives.
Championing Corporate Citizenship We build a business that benefits all stakeholders and has a positive social and environmental impact.

About Manulife And John Hancock

Manulife Financial Corporation is a leading international financial services group that helps people make their decisions easier and lives better. With our global headquarters in Toronto, Canada, we operate as Manulife across our offices in Asia, Canada, and Europe, and primarily as John Hancock in the United States. We provide financial advice, insurance, and wealth and asset management solutions for individuals, groups and institutions. At the end of 2022, we had more than 40,000 employees, over 116,000 agents, and thousands of distribution partners, serving over 34 million customers. At the end of 2022, we had $1.3 trillion (US$1.0 trillion) in assets under management and administration, including total invested assets of $0.4 trillion (US $0.3 trillion), and segregated funds net assets of $0.3 trillion (US$0.3 trillion). We trade as ‘MFC’ on the Toronto, New York, and the Philippine stock exchanges, and under ‘945’ in Hong Kong.

Manulife is an Equal Opportunity Employer

At Manulife/John Hancock, we embrace our diversity. We strive to attract, develop and retain a workforce that is as diverse as the customers we serve and to foster an inclusive work environment that embraces the strength of cultures and individuals. We are committed to fair recruitment, retention, advancement and compensation, and we administer all of our practices and programs without discrimination on the basis of race, ancestry, place of origin, colour, ethnic origin, citizenship, religion or religious beliefs, creed, sex (including pregnancy and pregnancy-related conditions), sexual orientation, genetic characteristics, veteran status, gender identity, gender expression, age, marital status, family status, disability, or any other ground protected by applicable law.

It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will work with applicants who request a reasonable accommodation during the application process. All information shared during the accommodation request process will be stored and used in a manner that is consistent with applicable laws and Manulife/John Hancock policies. To request a reasonable accommodation in the application process, contact recruitment@manulife.com.","Analytics
Add,Azure Data Factory
Add,Big Data
Add,Data Analytics
Add,Data Science
Add,Data Visualization
Add,Databases
Add,Extract, Transform, Load (ETL)
Add,Qlik Sense
Add,QlikView
Add,"
Senior Data Engineer,Ceridian · Philippines 2 weeks ago · 22 applicants,Remote Full-time Mid-Senior level,"About the job
Location: The successful candidate will have the opportunity to work in a hybrid environment; working remote as well as at the closest office location.

About The Opportunity

The Enterprise Data Team is looking for a Data Solutions Developer Sr responsible for building complex enterprise data that the business requires to drive actionable insights; transforming, modelling, processing and extracting value from datasets; utilizing cutting-edge technology to provision the data to the business to enable business self service

What You’ll Get To Do

Integrate, transform, and consolidate data from various structured and unstructured data systems into structures that are suitable for building analytics solutions. 
Ensure that data pipelines and data stores are high-performing, efficient, organized, and reliable, given a specific set of business requirements and constraints
Bring data into the Data Lake
Bring data from raw to cleansed to modelled
Design and maintain serverless and dedicated SQL pools 
Design and maintain dataflows
Troubleshoot and resolve advanced issues with existing pipelines, models and dataflows
Assemble large and complex data models using data warehouse best practices
Document data processes and models
Employ a variety of languages and tools to query databases, create scripts, and marry data across multiple systems together
Assess the effectiveness and accuracy of new data sources and data gathering techniques
Develop processes and tools to monitor and analyze model performance and data accuracy
Create Proof of Concepts
Collaborate with cross-functional teams to deliver analytics solutions
Empower users to bring data to life through self-service models and Business Intelligence Analytics tools
Participate in architecture review
Participate in data governance practices
Participate in MDM practices
Provide mentorship to the Data Solutions Developer

What’s In It For You

Encouragement to be the best version of yourself at and away from work:
YOUnity diversity and inclusion programs
Amazing time away from work programs 
Support for your total well-being through our Live Well, Work Well programs targeting all aspects of your life
Recognition for your contributions through excellent pay, perks, and rewards
Giving where you’re living: volunteer days, Ceridian sponsored events, and our very own charity, Ceridian Cares
Opportunities to fuel your career growth through numerous internal and external programs and events
Skills And Experience We Value

A Bachelor’s Degree in Computer Science, Engineering, Applied Math or Business or equivalent degree and experience
5-10 years of experience working with data
Solid knowledge of data languages such as T-SQL, Python or Pyspark, Spark SQL and DAX
Strong knowledge of Azure Data Factory, Synapse Pipelines, SSIS or other ETL/ELT tools
Experience with data modelling, data warehousing, and business intelligence architecture
Experience with cloud storage solutions and big data file formats
Experience with Delta Lake infrastructure and manipulation techniques via Databricks or Synapse 
Knowledge of Serverless Pool and Dedicated Pool concepts 
Experience using DevOps GIT for source control and CI/CD
Experience with business intelligence tools such as Power BI and Tableau
Proven track record of quickly learning new technologies

What Would Make You Really Stand Out

Experience with many cloud data platforms such as AWS, Azure, Snowflake
Experience with big data solutions","Big Data
Add,Business Requirements
Add,Computer Science
Add,Data Analytics
Add,Data Modeling
Add,Data Models
Add,Data Warehousing
Add,Extract, Transform, Load (ETL)
Add,Snowflake
Add,Snowflake Cloud
Add,"
Data Engineer,"Arch Global Services (Philippines) Inc. · Quezon City, National Capital Region, Philippines 1 week ago · 30 applicants",Hybrid Full-time Mid-Senior level,"About the job
Strategic Analytics is a growing team at Arch. The team develops innovative predictive models and analytical tools to improve profitability and growth. This position will help support the data engineering needs across a growing portfolio of high-profile analytics projects by developing complex data structures and pipelines leveraging a diverse set of tools and languages. This includes the following cloud based technologies: DataBricks, Snowflake, Spark, Python and Azure Data Factory. As a key member of the Strategic Analytics team, you will advance our data engineering capabilities helping the team analyze data faster. 

Job Responsibilities:
Work closely with predictive modelers to assemble large, complex data sets that help solve business problems and increase profitability 
Perform data manipulation and transformation using SQL and Python 
Identify, design, and implement internal process improvements: automating manual processes and optimizing data pipelines
Discover and explore new sources of data with curiosity and creativity
Create and maintain optimal data pipeline architecture
Author detailed and comprehensible documentation of data pipelines and technical solutions
Ensure data quality and completeness

Required Skills:
SQL
Relational SQL databases
Data integrations services (SSIS, Azure Data Factory, etc.)
Microsoft Excel

Desired Skills/Experience:
Advanced working SQL knowledge and experience working with relational databases, query authoring
A successful history of manipulating, processing and extracting value from large, disconnected datasets
Ideally, 3+ years of experience in a Data Engineer role or equivalent using SQL and/or Python
Good organizational skills and attention to detail
Excellent critical thinking skills to flag complex data challenges
Experience with cloud technologies and Python is a plus
Comfortable working in fast paced, highly collaborative environment
Ability to effectively communicate to different target audiences

Education
BS in Computer Science, Information Technology degree, Data Analytics or equivalent","Azure Data Factory
Add,Azure Databricks
Add,Computer Science
Add,Data Manipulation
Add,Microsoft Azure
Add,Microsoft Excel
Add,Python (Programming Language)
Add,SQL
Add,SQL Server Integration Services (SSIS)
Add,Snowflake Cloud
Add,"
Data Engineer (Databricks),DOXA Talent · Philippines 1 day ago · 16 applicants,Remote Full-time Associate,"About the job
Our client, a data-centric recruitment marketing agency, is looking for a Data Analytics Engineer, internally known as Analytics Engineer who will be responsible for using data models to bring products to life in a robust and efficient way. This role will pioneer the analytics engineering team and work closely with both product and data engineering teams to bring visions to life.

POSSIBLE SCHEDULES:

8:00 AM – 5:00 PM Eastern Standard Time (8:00 PM – 5:00 AM Philippine Local Time), follows Philippine holidays

8:00 AM – 5:00 PM Pacific Standard Time (12:00 AM – 9:00 AM Philippine Local Time), follows Philippine holidays

POSITION TYPE: Full Time

WORK ARRANGEMENT: Remote

ESSENTIAL FUNCTIONS

Handle the complete ownership of production data models
Work with businesses to evaluate constantly changing needs for these data models and provide creative solutions to solve these problems in a scalable and generic way
Work with data engineering teams to monitor and develop new data models
Design and develop design build tool (dbt) code
Have a complete and thorough understanding of the data pipeline
Approve data model changes and be the code owner for the production database and data model schemas
Provide data modeling expertise to other engineering teams through code reviews, pairing, and training to help deliver optimal, DRY, and scalable database designs and queries

QUALIFICATIONS

A Bachelor's or Master's degree in Computer Science, Engineering, Math, Finance, Statistics, Business, or a related discipline
3+ years of experience working in a data analytics or data engineering role
Understanding of GDPR/CCPA is a bonus
High level of proficiency in SQL, including the ability to create optimized queries and/or debug slow queries
Proficiency with Python or similar languages
Experience with Databricks, NoSQL, or Search Databases is a plus
Familiar with AWS Redshift/data build tool (dbt) or similar technologies
Excellent verbal and written communication skills with a need to constantly translate between technical and non-technical audiences
Strong attention to detail and care for quality of work
Has a passion for developing highly performant yet robust data models using modern data science practices and is excited about having quality, clean production datasets
Excited to constantly evolve and learn about new technology trends
Ability to work in a fast-paced exciting environment

What awaits you upon securing the position?

Assured allowances
Leave credits
Overtime Pay
Night differential benefits
Comprehensive health and life insurance upon hiring, covering one free dependent
Special anniversary incentives
13th-month salary bonus
We provide the necessary equipment!
Other Details
Work Schedule: Night Shift
Full Time
Permanent WFH set-up","Data Analysis,Azure Databricks
Add,Data Analytics
Add,Data Engineering
Add,General Data Protection Regulation (GDPR)
Add,Python (Programming Language)
Add,SQL
Add,"
Data Engineer,"3Cloud · Manila, National Capital Region, Philippines 3 weeks ago · 70 applicants",Remote Full-time Associate,"About the job
Are you looking for a role that motivates and challenges you? Are you ready for an opportunity for growth? Do you want to work on teams where people roll up their sleeves to take on tough problems together, and regularly blow the doors off our clients with their outstanding teamwork? If you answered yes to those questions, 3Cloud might just be for you!

At 3Cloud, we hire people who aren’t afraid to experiment or fail. We hire people who are willing to give direct and candid feedback to their managers, leaders, and team members. We hire people who jump at those opportunities because they care about our collective growth and success. We hire people who challenge and hold each other accountable for living 3Cloud’s core values because they know that it will result in amazing experiences and solutions for our clients and each other.

Full-time employment
📌 Remote in Philippines
 You will join a team of highly experienced cloud architects and technologists in an organization that is a Gold-certified Microsoft Azure technology services provider that will provide cloud strategy, design, implementation, and managed services for clients across multiple industries in North America.

Responsibilities 
Technical delivery in both Agile and Waterfall methodologies 
Implement solutions using the Microsoft Power BI tool suite and related technologies. 
Leverage advanced database systems including data warehouses, data marts, and models needed for business, financial and operational analysis and/or reporting. 
Develop high performing, reliable and scalable solutions.
Ability to clearly communicate technical details to business and management personnel.
Perform data analysis that will support and enhance Information Management systems.
Author, oversee and gain approval of design documents for projects assigned.
Develop reports, dashboards & scorecards, data exploration and visual analytics using existing and emerging tools and technologies. 
Work independently or as part of a team to design and develop solutions.
Assist business development team with pre-sales activities and RFPs.
Provide meaningful feedback and coaching of other team members to successfully overcome technological challenges.
Leading and demonstrating emerging technologies and concepts to teams.
Requirements 
Bachelor’s Degree desired in Computer Science, Information Technology, or related field 
2+ years of experience with data visualization 
Expert knowledge of Data Management, Business Intelligence and Analytics concepts including: 
Extract, Transform, Load (ETL) 
Data Warehousing, Data Lakes, Data Marts, Data Stores, and Cubes 
Data Quality and Profiling 
Data Governance, Master Data Management, and Metadata Management 
Data Visualization, Dashboard, Reporting, Self Service Business Intelligence (BI), Key Performance Indicators (KPI), and Scorecards 
Predictive, Prescription, and Descriptive Analytics 
Expert knowledge of Microsoft Business Intelligence stack including Power BI, Excel and SQL Server (SSAS, SSRS, SSIS) 
Minimum of 3-5 years of experience (of which 2-3 years in consulting) 
Experience with Azure Data Estate (Azure SQL DB, Cosmos DB, Azure SQL DW, Azure Data Lake) is a plus 
Azure ML Studio/Services experience a plus 
Certifications are a plus 
Advanced knowledge of SQL, including ability to write stored procedures, triggers, analytic functions, and tuning is a plus 
Knowledge of relational and dimensional database structures, theories, principles, and practice is a plus 
Experience with Data Science tools, technologies and techniques (R, Python, algorithms) is a plus 
Passionate about learning new technologies 
Ability to learn new concepts and software quickly 
Analytical approach to problem-solving; ability to use technology to solve business problems 
Familiarity with database-centric applications 
Ability to communicate effectively in both a technical and non-technical manner 
Ability to work in a fast-paced environment","Azure Data Factory
Add,Azure Data Lake
Add,Azure Databricks
Add,Azure SQL
Add,Business Intelligence (BI)
Add,Data Warehousing
Add,Extract, Transform, Load (ETL)
Add,Microsoft Business Intelligence (MSBI)
Add,Microsoft Power BI
Add,SQL Server Analysis Services (SSAS)
Add,SQL Server Integration Services (SSIS)
Add,SQL Server Reporting Services (SSRS)
Add,"
Senior Data Developer,"Datamatics · National Capital Region, Philippines 2 days ago · 1 applicant",Hybrid Full-time Mid-Senior level,"About the job
Title: Senior Data Developer.
Location: Manila, Philippines.
Mode of Work: Hybrid(3 days a week).
 Mandatory Skills;
 Ø Azure devops
Ø SQL/Python/Power BI
Ø deployment of CI/CD pipeline
Ø Azure data ecosystem
 Scope of work:
 the Developer will:
 • Support the design of an adequate solution architecture.
• Extract data from relevant (online) sources using various ingestion methods.
• Ensuring compliance with client Data Platform Architecture (AIDE) and client Software Engineering standards.
• Building a stable and performing DataMart solution conform functional and technical requirements.
• Build data pipelines that feed data into the DOCK DataMart the data model.
• Set-up CI/CD pipelines to deploy solution components.
• Leverage technical component such as Azure Data Factory, Azure Data Lake, Data bricks, Azure Blob storage, Azure SQL Databases and PowerBI
• Participate in IADA project cycle and complete project artefacts where applicable.
• Work with the IADA team to ensure the timely delivery of project objectives.
 Qualifications
 • Bachelor’s degree in Computer Science/Information Systems or Information Technology/Accounting
• 5 years of experience as a developer and/or data engineer preferably for the banking sector and financial services sector.
• Experience in data technologies and systems such as SQL, PowerBI, Python etc.
• Experience in Azure DevOps.
• Experience with Azure Data Ecosystem with tool such as Azure Data Factory, Azure Data Lake, Data bricks, Azure Blob storage, Azure SQL Databases and PowerBI
• Experience setting up DataMarts
• Able to liaise with relevant IT teams to develop effective solutions.
• Strong communication skills in both spoken and written English.
• Experience working with ITIL and/or Scrum/Agile frameworks.","Agile Methodologies
Add,Azure Data Studio
Add,Azure DevOps Services
Add,Continuous Integration and Continuous Delivery (CI/CD)
Add,Data Marts
Add,Microsoft Power BI
Add,Python (Programming Language)
Add,Scrum
Add,"
Data Engineer - Azure/Databricks,Maltem Australia · Philippines 2 weeks ago · 98 applicants,Remote Contract Associate,"About the job
About Maltem:
Maltem is a dynamic and innovative data & analytics consultancy based in Sydney, Australia. As a leading player in the industry, Maltem is committed to driving excellence in data-driven solutions. We pride ourselves on fostering a collaborative and growth-oriented environment, pushing the boundaries of what's possible in the data realm.

Responsibilities:
Develop, maintain, and optimize data pipelines and workflows using Databricks and Azure Data Factory, ensuring seamless data ingestion and transformation
Collaborate with onshore teams, understanding and implementing technical requirements into scalable data solutions
Assist in troubleshooting and resolving data-related issues, ensuring data quality and integrity
Explore opportunities for improving existing data processes and frameworks

Requirements:
Hands-on experience in Databricks for data pipeline development and Azure Data Factory
Proficiency in Azure services and the ability to work effectively in an offshore setting
Familiarity with Striim for data ingestion is a plus
Bachelor's degree in Computer Science, Engineering, or a related field

Why Maltem:
Joining Maltem means being part of an exciting greenfield project that pushes the boundaries of data engineering. As a Data Engineer, you'll have the opportunity to contribute to the growth of a cutting-edge consultancy and make a significant impact in the data space. Be a key player in a team that values innovation, collaboration, and continuous learning.

Apply now to be part of this exciting journey with Maltem!","Azure Data Factory
Add,Azure Databricks
Add,Computer Science
Add,Data Pipelines
Add,Data Quality
Add,Microsoft Azure
Add,Troubleshooting
Add,"
Data Engineer,"Arcadis · Manila, National Capital Region, Philippines 1 week ago · 6 applicants",On-site Full-time Mid-Senior level,"About the job
Arcadis is the world's leading company delivering sustainable design, engineering, and consultancy solutions for natural and built assets.

We are more than 36,000 people, in over 70 countries, dedicated to improving quality of life. Everyone has an important role to play. With the power of many curious minds, together we can solve the world’s most complex challenges and deliver more impact together.

Role description:

Provide data management and data integration services that deliver trusted data to the right applications and people in a secure, governed and efficient manner

Role accountabilities:

Communicating between the technical & non technical - Show an awareness of the need to translate technical concepts into non technical language, understand what communication is required with internal & external stakeholders.

Data Analysis and synthesis - Can undertake data profiling and source system analysis, you can present clear insights to colleagues to support the end use of data

Data Development process - Can design, build and test data products based on feeds from multiple systems, using a range of different storage technologies, access methods or both, you can create repeatable and reusable products.

Data integration design - Deliver data solutions in accordance with agreed organizational standards that ensure services are resilient, scalable and future proof

Able to write modular, maintainable code with guidance

Accountable to scrum team to deliver on commitments

Ensures proactive learning to keep in pace with new Azure data services

Qualifications & Experience:

2 to 6 years of data management and data integration experience.

Bachelors in Engineering Discipline (or demonstrated equivalent education)

Strong technological foundation with positive attitude, and a strong desire to learn & grow.

Why Arcadis?

We can only achieve our goals when everyone is empowered to be their best. We believe everyone's contribution matters. It’s why we are pioneering a skills-based approach, where you can harness your unique experience and expertise to carve your career path and maximize the impact we can make together.

You’ll do meaningful work, and no matter what role, you’ll be helping to deliver sustainable solutions for a more prosperous planet. Make your mark, on your career, your colleagues, your clients, your life and the world around you.

Together, we can create a lasting legacy.

Our Commitment to Equality, Diversity, Inclusion & Belonging

We want you to be able to bring your best self to work every day which is why equality and inclusion is at the forefront of all our activities. Our ambition is to be an employer of choice and provide a great place to work for all our people. We are an equal opportunity employer; women, minorities, and people with disabilities are strongly encouraged to apply. We are dedicated to a policy of non-discrimination in employment on any basis including race, caste, creed, colour, religion, sex, age, disability, marital status, sexual orientation, and gender identity.

Join Arcadis. Create a Legacy.

#JoinArcadis

#CreateALegacy

#Hybrid","Communication
Add,Data Analytics
Add,Data Architecture
Add,Data Engineering
Add,Data Integration
Add,Data Profiling
Add,Data Science
Add,Data Visualization
Add,Extract, Transform, Load (ETL)
Add,Source System Analysis
Add,"
Data Engineer,"SiteMinder · Manila, National Capital Region, Philippines 2 weeks ago · 20 applicants",Hybrid Full-time Entry level,"About the job
At SiteMinder we believe the individual contributions of our employees are what drive our success. That’s why we hire and encourage diverse teams that include and respect a variety of voices, identities, backgrounds, experiences and perspectives. Our diverse and inclusive culture enables our employees to bring their unique selves to work and be proud of doing so. It’s in our differences that we will keep revolutionising the way for our customers. We are better together!

What We Do…

We’re people who love technology but know that hoteliers just want things to be simple. So since 2006 we’ve been constantly innovating our world-leading hotel commerce platform to help accommodation owners find and book more guests online - quickly and simply.

We’ve helped everyone from boutique hotels to big chains, enabling travellers to book igloos, cabins, castles, holiday parks, campsites, pubs, resorts, Airbnbs, and everything in between.

And today, we’re the world’s leading open hotel commerce platform, supporting 40,000 hotels in 150 countries - with over 100 million reservations processed by SiteMinder’s technology every year.

About The Data Engineer Role...

A key addition to our engineering team to assist us with our transformation program. This is for an all-rounder Data Engineer who can be dynamic and play a role in different aspects of working with data, from ingestion, setting pipelines to a ML engineer who can work with models such as selecting the right model, picking features and tuning parameters.

You will be someone who knows what good looks like and has set up robust production data pipelines using Databricks and associated products.

What You Have...

3+ years of solid experience as a Data Engineer with Machine Learning exposure.
Breadth of experience using different tools and techniques. 
Extensive experience in a data-related role, e.g. working with Databricks in data warehousing and analytics contexts and creating automated ETL processes. 
Streaming (Spark, Kafka or similar)
Python and/or Scala, relevant Python ML, libraries and SQL proficiency
Experience building robust production data pipelines using the best industry practices with experience of data preparation and resolution of data quality challenges.
Testing and validation of Data Models and Data Pipelines.
AWS experience across one or more of the following EC2, Kinesis, SQS, ElastiCache, Lambda and S3
Experience with infrastructure as code including Terraform or CloudFormation
Deep knowledge on how to structure, develop and maintain relational databases such as MySQL and showcase your experience using data modeling techniques.
Ability to work independently and also contribute to overall architecture and design.
""Data wrangler"" mindset: embraces complexity and ambiguity, overcomes challenges and obstacles in order to deliver a working solution.
Decision-making: able to view a problem from multiple perspectives, select the best approach, and provide a concise rationale for the choice.
Outcome-focused: able to balance the need for a robust, elegant technical solution with the need for a market-ready solution.
Desirable: Experience building, administering and scaling ML processing pipelines preferable in Databricks. 

What You'll Do...

Refine, design, estimate and deliver product requirements particularly data based features.
Work with a cross-functional team in an agile methodology
Collaborate with others to design, develop and maintain highly scalable data pipelines that power data driven products & customer facing insights.
Working with cloud-based data storage and processing services to build scalable and cost-effective data solutions.
Create and optimize ETL processes to move and transform data from various sources into our data systems, ensuring data consistency and integrity.
Develop, construct, install, test and maintain data architectures (databases, large-scale processing systems, and data pipelines) that support data extraction, transformation, and loading (ETL) processes.
Adhering to the standards and data governance practices of the organisation, e.g. ensuring data quality, privacy, security, auditability and control throughout the data lifecycle.
Develop and maintain data models, schemas, and database designs to support business needs and reporting requirements.

Our Perks & Benefits…

 Equity packages for you to be a part of the SiteMinder journey
 Hybrid working model (in-office & from home)
 Mental health and well-being initiatives
 Generous parental (including secondary) leave policy
 Paid birthday, study and volunteering leave every year
 Sponsored social clubs, team events, and celebrations
 Employee Resource Groups (ERG) to help you connect and get involved
 Investment in your personal growth offering training for your advancement

Does this job sound like you? If yes, we'd love for you to be part of our team! Please send a copy of your resume and our Talent Acquisition team will be in touch.

When you apply, please tell us the pronouns you use and any adjustments you may need during the interview process. We encourage people from underrepresented groups to apply.","Business Requirements
Add,Data Engineering
Add,Data Modeling
Add,Data Models
Add,Data Preparation
Add,Data Science
Add,Data Warehousing
Add,Databases
Add,Extract, Transform, Load (ETL)
Add,Reporting Requirements
Add,"
