Title,CompanyDetails,JobDetails,JobDescription,JobSkills
Senior Laboratory Data Analyst,"IQVIA · Pasig, National Capital Region, Philippines Reposted 1 day ago · 36 applicants",On-site Full-time,"About the job
Essential Functions

Identification of the database set up and programming gaps and solves issues through using the global issue escalation/communication policy
Understanding and verification of error logs generated by various systems and SAS programs and communicate effectively to the programming/support team to resolve if any issues in the Data Transmission
Independently, create and/or review new SAS programs created according to requirements and maintain proper documentation
Capable of taking up, independently or providing inputs for, SAS programming activities pertaining to ongoing study requirements or any other adhoc projects in the department
Create and/or review all appropriate data management documents
Understand and comply with core standard operating procedures and working instructions
Develop and maintain good communications and working relationships with department team. Serve as back-up for other Data Analysts
Interact with internal and external team members to negotiate timelines and responsibilities
Train and mentor junior staff in department processes and expertise
Ensure service and quality meet agreed upon timelines and deliverables in data transmission agreements. Ensure quality checks performed on data files before transmission and obtain peer-review where required. Review own work for accuracy and completeness
Record all evidence of the data transmission process from data file definition to closure of study. Ensure that all specification and design documentation are filed and stored according to company policy
Ensure the internal and external customer queries are timely addressed and resolved effectively
Multiple communication styles and skill to effectively broker, audience specific [peers, senior team members, internal/external customers] business and interpersonal relationships that lead to positive outcomes and successful business results
Perform other duties as directed by the functional manager.
Serve as Local/External Lab Lead for global studies, which includes being the primary local lab contact for customers, CRAs, and site monitors
Acts as primary resource for researchers, Medical Technologist/Clinical Laboratory Scientist/Clinical Laboratory Scientists, Medical Laboratory Technicians and/or Assistants in the technical area to resolve data questions
Provides scientific and technical advice and communicates appropriately to ensure delivery to the customer's satisfaction, on time and within budget
Develops formal documentation for position as required by operation procedures many of which outline specific requirements for managing local lab data
Leads and manages the delivery of projects through full data management study lifecycle, from setup to lock
Leads the identification and resolution of service level issues, as well as the proactive development of contingency plans to mitigate laboratory risk
Works with customers, scientific team, data managers and internal team members to manage issue escalation, workload projections, and provide technical expertise
Interacts and communicates with internal and external customers to ensure that timelines are met and that data is delivered following company guidelines and regulatory compliance
With minimal guidance, manages project timelines and quality issues, and identifies and justifies out-of-scope client requests
Assists internal team with data entry, review and validation of laboratory reports, and serves as back-up contact when needed
Performs comprehensive quality control and edit check procedures, identifies quality control improvements
Understands and complies with core standard operating procedures and working instructions
Interacts with internal and external team members to negotiate timelines and responsibilities
Directs, mentors and trains junior staff in local/external lab expertise
Supports service delivery with comprehensive process and technical expertise in executing projects which includes identifying and resolving issues. Effectively works on corrective and develop preventive action plans
Ensures that all specification and design documentation are filed and stored according to company policy

Qualifications

Bachelor's Degree in healthcare-related fields.
Prior / Current experience in Data Management and SAS Programming will be advantageous.
Requires basic knowledge of SAS Programming and Data Management procedures obtained through prior work experience or education.
Strong customer-focus perspective with skill to guide customer communications and customer management.. Self-driven.
Keen attention to detail to anticipate, address and/or escalate issues, with aptitude to embrace and be conduit for change.
Project and task management capabilities to meet/exceed deliverables.
Effective problem solving skills as well as ability to proactively identifying process improvements which reduce operational costs and maintain quality.
Quality conscious with high degree of ethics and integrity carrying out duties in accordance to laws, regulatory standards, and with company policies and procedures.
Computer proficiency including word processing, spreadsheet and Power Point applications.
Good understanding of medical, clinical research, and Lab Data Management process and terminology.
Knowledge on elicitation of the data requirements and authoring specifications.
Knowledge on various regulatory requirements such as FDA, ICH, ISO HL7, and GLP (Good Laboratory Practices).
Strong customer-focus perspective with skill to guide customer communications and customer management.

Q² Solutions is a leading clinical trial laboratory services organization with end-to-end laboratory services and secure, enterprise-wide biospecimen and consent management solutions. https://q2labsolutions.com/careers","Communication
Add,Computer Literacy
Add,Data Management
Add,Elicitation
Add,Good Laboratory Practice (GLP)
Add,Green Loan Principles (GLP)
Add,SAS (Programming Language)
Add,SAS (Software)
Add,Spreadsheets
Add,Web Authoring
Add,"
"L3 SecOps Analyst, Threat Response & Intel Ops","IBM · Taguig, National Capital Region, Philippines Reposted 2 days ago · 12 applicants",On-site Full-time,"About the job
669961BR

Introduction

Information and Data are some of the most important organizational assets in today’s businesses. As a Security Consultant, you will be a key advisor for IBM’s clients, analyzing business requirements to design and implement the best security solutions for their needs. You will apply your technical skills to find the balance between enabling and securing the client's organization with the cognitive solutions that are making IBM the fastest growing enterprise security business in the world.

Your Role and Responsibilities

The SOC Threat Response Analyst role is key part of the SOC.


Responsible for conducting incident response operations according to documented procedures and industry best practices.
Able to interact with executive levels throughout the company.
Must have extensive experience in multiple security areas such as SIEM, EDR, XDR, ASM, IDS, APT, and WAF.
Will be required to participate in multiple intelligence communities and be able to disseminate pertinent informationthroughout the SOC.
Ideal candidates should have extensive experience in Linux and Windows operating systems, deep knowledge of networking and attack methods such as SQLi and pivoting.
Enthusiasm and interest in Information Security must be displayed.


Required Technical and Professional Expertise


Knowledge of network security zones, Firewall configurations, IDS policies
Knowledge of systems communications from Layer 1 to 7
Experience with Systems Administration, Middleware, and Application Administration
Experience with Network and Network Security tools administration
Knowledge of log formats and ability to aggregate and parse log data for syslog, http logs, DB logs for investigation purposes.
In-depth experience with log search tools such as HP Arcsight, Splunk, usage of regular expressions and natural language queries
In-depth knowledge of packet capture and analysis
Experience with Security Assessment tools (NMAP, Nessus)
Ability to make create a containment strategy and execute.


Preferred Technical And Professional Expertise


Intrusion Detection in Depth – SEC503 (GCIA certification) or equivalent
Hacker Techniques, Exploits & Incident Handling – SEC504 (optional GCIH certification) or
equivalent.
GIAC Continuous Monitoring (optional GMON certification) or equivalent
Advanced digital forensics and Incident Response - FOR 508 (Optional GCFA certification) or equivalent


Recommended


Computer Forensic Investigation such as Windows Forensic Analysis FOR408 – (Optional
GCFE certification)
Perimeter Protection in Depth – SEC502 (optional GCFW certification)
Advanced Security Essentials – SEC501 (optional GCED certification


About Business Unit

IBM Consulting is IBM’s consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet.

Your Life @ IBM

In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.

Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.

Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do.

Are you ready to be an IBMer?

About IBM

IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.

Location Statement

For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM

IBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.","APT
Add,ArcSight
Add,Continuous Monitoring
Add,EDR
Add,Forensic Analysis
Add,IDS
Add,Middleware
Add,Oracle ASM
Add,Tenable Nessus
Add,Web Application Firewalls
Add,"
MIS and Data Insight Analyst,"Security Bank Corporation · Makati, National Capital Region, Philippines 1 week ago · 11 applicants",On-site Full-time,"About the job


The Role

As an MIS and Data Insight Analyst, you will be responsible data reporting requirements from various units of Retail Banking Segment. This includes MIS reports, monitoring reports, volume and count summary reports of specific data requirements. Interpretation of and insights from data will be used for implementing business decisions.

 

How you'll contribute

Provides key metrics using relevant data-driven analyses to support business users in monitoring and decision-making.
Identifies drivers of revenue growth using data analyses to provide insights for revenue optimization and cost minimization.
Ensures program creation and maintenance thru proper data security protocols to adhere to bank policies and procedures pertaining to data and MIS report releases
Develops dashboards and reports using any available software (Python, Quicksight, PowerBI, SSRS, R, SAS) to support analytical needs or Retail Banking Segment
Liaises with various business and technical teams to design reports and dashboards required by business units 

What we’re looking for

Bachelor's degree in Mathematics/Statistics, Economics, Finance/Accountancy/Banking, Industrial, Computer Science/Information Technology
At least 3 years of data and statistical analysis experience
Knowledge of basic statistical analyses
Knowledge in any of the following programming languages (Python, PySpark, R, SASm Anaconda, SQL, Hadoop, Pig, Hive) and other reporting tools like Excel, QuickSight, Power BI, Tableau.
Should have data storytelling skills, excellent analytical and problem-solving skills, good interpersonal and communication skills
Able to generate accurate reports and able to provide relevant and actionable insights

 About Security Bank

Security Bank is one of the Philippines’ best capitalized private domestic universal banks. Established in 1951 and publicly listed with the Philippine Stock Exchange (PSE:SECB) in 1995, our major businesses cover retail, corporate, commercial, and business (MSME) banking. We’re recognized as an Employer of Choice in Philippine banking by various award-giving bodies for our values-based culture, industry-leading engagement and benefits, and commitment to work-life balance.

Most recently, we ranked as the #2 best employer in the Philippines and #54 globally on the prestigious Forbes’ World’s Best Employers 2023 list.

At Security Bank, our approach to Human Capital Management (HCM) is embodied by our Employee Value Proposition (EVP): “YOU matter.”

Start your BetterBanking career with us today ","Analytical Skills
Add,Data Reporting
Add,Data Storytelling
Add,Interpersonal Communication
Add,Key Metrics
Add,Management Information Systems (MIS)
Add,Problem Solving
Add,Statistical Analysis
Add,Storytelling
Add,Summary Reports
Add,"
Cyber Intelligence Analyst,"Emerson · Quezon City, National Capital Region, Philippines Reposted 1 month ago · 64 applicants",Hybrid Full-time Mid-Senior level,"About the job
Job Description
Emerson’s 133 years of history have been filled with achievements and challenges that have driven innovative thinking and bold transformations, molding us into the company we are today. By joining us as an Analyst, Cyber Intelligence, you will complete extensive internal and on-the-job training conducted by our Principal and Lead Cyber Intelligence Analysts. The program will cover all functions of the Computer Incident Response Team (CIRT) to equip and develop your proficiency and capabilities to support the team and Emerson.
In this capacity, you will be part of a hardworking, dynamic team that defends Emerson's computing infrastructure, assets, and data by detecting cyber threats and performing Intelligence Driven Network Defense activities to ensure containment and resolution. This gives you a vital role in helping drive growth platforms and supporting operational pillars while striving for long-term value creation.
If this sounds like a perfect fit for you, apply now and join our team in Quezon City, Philippines! All roles are currently on a blended Work-From-Home arrangement, and company-provided IT assets are given on your first day. Enjoy our market-competitive pay, comprehensive benefits package, well-being programs, and career development opportunities.
In This Role, Your Responsibilities Will Be:
To create a remediation plan for compromised computers or IT systems.
To create custom Splunk/Chronicle (log consolidator) rules to detect suspicious activities based on acquired indicators of compromise and behavioral attributes.
To monitor, identify, investigate, and document the resolution of computer and network security compromises, focusing on external threats.
To mitigate indicators determined to be malicious.
To acquire proficiency with CIRT tools and analysis processes, including documentation of analysis.
To carry out independent analysis to determine the root cause of broad-based (malware-based) security incidents involving non-server assets, server-based assets, and non-VIP users.
To carry out a guided analysis to determine the root cause of fraud-related email security incidents and account compromise incidents (MCAS alerts).
Who You Are:
You have a strong drive for results and exhibit passion and enthusiasm to get things done. You can efficiently carry out tasks independently and generate accurate, high-quality reports. You are proactive and highly innovative in approaching problem-solving efficiently. You can proficiently communicate ideas and influence both internal and external customers. You're interpersonally savvy and able to collaborate and efficiently work with people at any level.
For This Role, You Will Need:
Bachelor's degree in Computer Science, Data Science, Information Systems, or related courses.
3 years of relevant experience in Computer Incident Response or other Cybersecurity roles.
Specific knowledge of Windows System Structure, Networking, and Incident Response Frameworks.
Familiarity with Programming Languages, Encoding Methods, and Commercial Security Tools.
Experience in Information Technology and networks is a plus.
Our Offer to You:
Make a difference with the work you do.
By joining Emerson, you'll be part of a versatile, dedicated team of motivated professionals who share a collective passion for progress and excellence.
At Emerson, we are committed to creating a global workplace that supports diversity and embraces inclusion. We attract, develop, and retain outstanding people in an inclusive environment where all employees can reach their greatest potential.
Join us and be part of a proud and thriving organization that values its people. Enjoy our market-competitive pay and benefits package, including food and transportation allowances, comprehensive insurance coverage, retirement benefits, and more. We invest in your growth with career development programs and reward your achievements through merit-based increases. We provide exceptional healthcare coverage for you and your loved ones, as well as paid leaves and tuition reimbursement for approved programs. Our well-being programs, exciting business travel opportunities, safe working environment, and commitment to social responsibility ensure you thrive personally and professionally. Be part of a team that not only values your contributions but also cares about your growth, well-being, and success. Let's take the leap and experience a fulfilling career with us. Let's go!
About Us
WHY EMERSON
Our Commitment to Our People
At Emerson, we are motivated by a spirit of collaboration that helps our diverse, multicultural teams across the world drive innovation that makes the world healthier, safer, smarter, and more sustainable. And we want you to join us in our bold aspiration.
We have built an engaged community of inquisitive, dedicated people who thrive knowing they are welcomed, trusted, celebrated, and empowered to solve the world’s most complex problems — for our customers, our communities, and the planet. You’ll contribute to this vital work while further developing your skills through our award-winning employee development programs. We are a proud corporate citizen in every city where we operate and are committed to our people, our communities, and the world at large. We take this responsibility seriously and strive to make a positive impact through every endeavor.
At Emerson, you’ll see firsthand that our people are at the center of everything we do. So, let’s go. Let’s think differently. Learn, collaborate, and grow. Seek opportunity. Push boundaries. Be empowered to make things better. Speed up to break through. Let’s go, together.
Accessibility Assistance or Accommodation
If you have a disability and are having difficulty accessing or using this website to apply for a position, please contact: idisability.administrator@emerson.com .
About Emerson
Emerson is a global leader in automation technology and software. Through our deep domain expertise and legacy of flawless execution, Emerson helps customers in critical industries like life sciences, energy, power and renewables, chemical and advanced factory automation operate more sustainably while improving productivity, energy security and reliability.
With global operations and a comprehensive portfolio of software and technology, we are helping companies implement digital transformation to measurably improve their operations, conserve valuable resources and enhance their safety.
We offer equitable opportunities, celebrate diversity, and embrace challenges with confidence that, together, we can make an impact across a broad spectrum of countries and industries. Whether you’re an established professional looking for a career change, an undergraduate student exploring possibilities, or a recent graduate with an advanced degree, you’ll find your chance to make a difference with Emerson. Join our team – let’s go!
No calls or agencies please.","Analytical Skills
Add,Cyber Threat Intelligence (CTI)
Add,Cyber-security
Add,Cybersecurity
Add,Employee Benefits
Add,Incident Response
Add,Intelligence Analysis
Add,Problem Solving
Add,Retirement
Add,Skill Development
Add,"
Research Data Analyst,"RecruiterPH · Makati, National Capital Region, Philippines 5 months ago · 6 applicants",On-site Full-time Mid-Senior level,"About the job
This job is sourced from a job board. Learn More
Responsibilities

Job Description

Collect, validate, and clean data from various sources.

Apply statistical and analytical techniques to analyze large datasets, identify patterns, trends, and correlations.

Present research findings and data insights in a clear and visually appealing manner.

Design and implement statistical models to support research studies, experiments, or predictive analysis.

Ensure data accuracy, consistency, and completeness throughout the research process.

Required Skills

A bachelor’s degree in economics, finance, statistics, computer science, or related field.

Excellent problem-solving, communication, and team-working skills.

Exposure in Real Estate advisory, Research, Feasibility Studies, demand-supply analysis, Financial Modeling & concepts.

Should have excellent mathematical, critical thinking, and communication skills.

Presentation and documentation work.",
Sr Business Systems Analyst - CRM/Core Sales,"Zendesk · Manila, National Capital Region, Philippines Reposted 5 days ago · 81 applicants",Remote Full-time,"About the job
Job Description

We are looking for a dynamic Business Systems Analyst who thrives in a collaborative, fast-paced and fun environment. This individual will partner closely with our Go-To-Market Operations and Professional Services teams, and lead key initiatives for the organization from discovery to implementation. To succeed in this role, you should be a talented and experienced analyst with a strong Salesforce background and a proven track record of successfully implementing SaaS solutions. 

What You Get To Do Every Day

Work closely with the Go-To-Market Operations teams and lead requirements gathering, solution design, and implementation of major projects on the Salesforce.com platform, as well as other related SaaS systems
Manage a project portfolio with a focus on launching new products, and developing new solutions for our sales organization
Work cross-functionally global team comprised of technical developers, IT application owners and business partners from across the company 
Leverage a combination of standard functionality and custom development to solve business problems
Implement and integrate third-party applications on the Salesforce platform as well as standalone SaaS applications
Ensure proper testing on all solutions before deployment, including facilitation of User Acceptance Testing with business stakeholders
In addition to Salesforce.com, you will have opportunities to work within the Zendesk infrastructure & products and our best-in-class application stack

Your Qualifications

Bachelor’s degree or equivalent work experience and a MINIMUM of 3 years Salesforce.com analyst experience
Salesforce Administrator Certification (ADM 201)
Proven track record of having implemented and supported enterprise class solutions on the Salesforce.com platform - including requirements gathering, system design, configuration / development, testing & UAT, and production cutover
Experience managing systems to support enterprise sales organizations
Polished presenter and self-starter who can communicate effectively to a diverse audience of business and technical stakeholders
Detail-oriented with strong analytical, problem solving, coordination, and troubleshooting skills
Proficiency with DataLoader, Workbench.io, and MS Excel for data manipulation 
Excellent communication skills both written and verbal and a strong sense of diplomacy in all of your interactions

Nice-to-Haves

Salesforce Advanced Administrator, Platform Builder or Sales Cloud Consultant certifications
Experience with Software-as-a-Service (SaaS) based selling models a plus
Salesforce CPQ, Zuora, and Conga experience a plus
Jira / Confluence experience a plus

The Intelligent Heart Of Customer Experience

Zendesk software was built to bring a sense of calm to the chaotic world of customer service. Today we power billions of conversations with brands you know and love. We advocate for digital first customer experiences—and we stick with it in our workplace. Over 5,000 employees worldwide are collaborating from kitchen tables, home offices, coworking spaces, and Zendesk workspaces to make one team.

Zendesk is an equal opportunity employer, and we’re proud of our ongoing efforts to foster global diversity, equity, & inclusion in the workplace. Individuals seeking employment and employees at Zendesk are considered without regard to race, color, religion, national origin, age, sex, gender, gender identity, gender expression, sexual orientation, marital status, medical condition, ancestry, disability, military or veteran status, or any other characteristic protected by applicable law. We are an AA/EEO/Veterans/Disabled employer. If you are based in the United States and would like more information about your EEO rights under the law, please click here.

Zendesk endeavors to make reasonable accommodations for applicants with disabilities and disabled veterans pursuant to applicable federal and state law. If you are an individual with a disability and require a reasonable accommodation to submit this application, complete any pre-employment testing, or otherwise participate in the employee selection process, please send an e-mail to peopleandplaces@zendesk.com with your specific accommodation request.","Acceptance Testing
Add,Business Systems Analysis
Add,Communication
Add,Data Manipulation
Add,Diplomacy
Add,Enterprise Solution Design
Add,Requirements Gathering
Add,Salesforce.com
Add,Systems Analysis
Add,User Acceptance Testing
Add,"
Data Analyst,"GECO Asia Pte Ltd · Muntinlupa City, National Capital Region, Philippines 3 months ago · 19 applicants",On-site Full-time Entry level,"About the job
DATA ANALYST

Primary Responsibilities

Develops, edits and maintains IT performance measures and reports, as well as studies and internal business reports such as dashboards with key performance indicators for division level reporting and decision making.

Additional Information

The position is assigned complex, journey-level assignments. The position works with stakeholders and customers to develop, edit, and ensure the ongoing maintenance of performance measures and reports such as maintaining the performance management repository, documenting method of calculation, method of collection, data source, etc.

Reviews and evaluates performance measures, data sources, methods of calculation, and methods of collection and makes recommendations for improvement to business practices. Additional information: The position reviews the performance management repository and all of the performance measures of the Tech services including documented methods of calculation, methods of collection, data sources and makes recommendations for improving the quality and accuracy of performance measures and reports, as well as the functions they measure or report on.
Researches, develops, and recommends measures to assess business problems and practices. Additional information:

Research, develops, and analyzes ad hoc or other measures necessary to assess non routine business probl ems that require more understanding by executive leadership to resolve. This may include working with the Management develop necessary reporting tools to complete the assignment and provided the needed information.

Communicates with stakeholders to ensure participation in the development of internal measures and performance reports.

Additional information: The position will be responsible for ensuring data is accurate and meets the needs of the Tech services, this includes communicating with the group to ensure business requirements are gathered, as well as coordinating with data owners to ensure the data is reputable and is an accurate reflection of the intended measure.

Informs management on results and recommendations from IT division performance reports and studies. Additional information:

Presents as necessary on research and data analysis results, routine reports, and ad hoc assignments.

Audience may include IT management.

Ensures measures meet or exceed industry standards. Additional information: The position may attend conferences, meet with counterparts at other agencies, research online, and follow emerging trends to ensure the performance measures and reporting tools are efficient, effective, and contemporary, meeting current industry standards.

Qualifications

 Knowledge performance analysis.
 Considerable knowledge of data analysis.
 Advanced skill in preparing technical documents and maintaining accurate versions of documents.
 Advanced skill in managing multiple and competing priorities.
 Advanced skill in understanding reporting systems.
 Advanced skill in problem solving and detecting potential issues and working to avoid delays and issues with all assignments.
 Advanced skill in working collaboratively and cooperatively with diverse groups.
 High degree of ability to establish goals, objectives, and timelines.
 High degree of ability to direct and organize tasks and projects.
 High degree of ability to comprehensively and accurately analyze information.
 High degree of ability to build, establish, and maintain effective working relationships and coalitions and

communicating effectively in person, by phone and by email.

 High degree of ability to interpret and explain performance measures, data, and trends concerning IT services, and make recommendations for process improvement.
 High degree of ability to obtain support and commitment from team members, including monitoring team

assignments and seeking approvals on documents.

 High degree of ability to respond to customer inquiries and monitor and report on assignment status.
 High degree of ability to resolve customer issues with a focus on customer satisfaction.
 High degree of ability to coordinate and review the entry of information into databases and tracking logs and ensure information is accurate and up-to-date.
 Minimum of 5+ years of experience in IT, including 2+ years in shell scripting, automation, Software Delivery and Package creation.
 Extensive experience with various Microsoft workstation Technologies (installation, administration, patching, tuning) particularly Microsoft Windows XP Professional, Windows 7 and Windows 10 Operating System
 Knowledge of Unicenter Software Delivery (alias ITCM) or SSCM (or similar) and Asset Management experience preferred

Programming/scripting Experience Required

 Perl
 PowerShell
 Power BI/SAP BI and other Business intelligence tool
 Login Group Policies scripting for AD
 VBScript
 VB.net
 ASP
 Advance skill in MS Excel
 ActiveX Data Objects and basic ANSI SQL knowledge

Additional Programming Experience Preferred

 ADSI & WMI
 DOS batch scripting
 JavaScript
 Creating unattended installations using MSI and InstallShield & customizing User State Migration Tool
 Knowledgeable with Active Directory (with emphasis on Group Policies)
 Knowledgeable with SQL Server preferred (installation and administration level)
 Project management experience a plus
 Team player must be able to work with people within and outside of the I.S. department. Customer service oriented
 Excellent communication skills, verbal, written and presentation.

Apply now!","ActiveX
Add,ActiveX Data Objects (ADO)
Add,Analyze Information
Add,Communication
Add,Customer Service
Add,Data Analytics
Add,Databases
Add,Presentations
Add,Shell Scripting
Add,Software Deployment
Add,"
Data Analyst - WFH (Corporate Recruiter),"VCC Link, Inc. · Barotac Nuevo, Western Visayas, Philippines 1 month ago · 0 applicants",Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
Help us EMPOWER people's lives. Join us and be a part of our Team!

✔️ CURRENTLY WORK FROM HOME SET UP (MIXED SET UP IN THE FUTURE)

✔️ FIXED WEEKENDS OFF AND DAYSHIFT SCHEDULE

✔️ MONTHLY ACTIVITY BREATHER

✔️ SALARY RANGE 16K-19K (Based on relevant experience)

Responsibilities

 Responsible for gathering data from the company/department's data server and reporting data for the section's internal and external management.
 Aid in the creation and execution of quality assurance system. Analyze and interpret patterns in complex data sets.
 Support the design, development and maintenance of HR analytical tools.
 Produce materials to go with all tools and software solutions and create standard and customized data for other reports.
 Create and execute processes for system testing, diagnosis, and troubleshooting.
 Oversee data analytics, reporting tactics, and the development and improvement of dashboards in system.
 Provide actionable insight and be in charge of developing and optimizing reporting dashboards and evaluating results.
 Work closely with other departments to prioritize business needs and find new ways to improve opportunities.
 Analyze the collected data in comparison to the advantages listed in the contract between the company and the Client.
 Consider and introduce automation to newly created process to eliminate human error.
 Evaluate performance data and establish benchmarks for future tracking.
 Contribute to data capture, storage and forecast analysis projects.

Qualifications

 Bachelor’s degree required, IT or Statistical related course w/ at least 6 months of related experience.
 Advance knowledge in Excel such as but not limited to: Formulas and Functions, PivotTables and PivotCharts, Data Analysis Tools, Macros and VBA (Visual Basic for Applications), Spreadsheet Optimization and Efficiency, Troubleshooting and Error Handling and Data Cleaning and Transformation.
 Proficiency in presenting data visually through charts, graphs, and dashboards to effectively communicate insights and findings.
 Advanced statistical knowledge.
 Advanced proficiency in Microsoft Office applications
 Good verbal and written communication skills.
 Demonstrated success with stakeholder management.
 Highly preferred good working knowledge of Human Resources processes, HRIS applications and ATS
 Able to work independently and perform work efficiently in a fast-paced environment under the pressure of completing deadlines.","Business Insights
Add,Communication
Add,Dashboards
Add,Data Analytics
Add,Electronic Data Capture (EDC)
Add,Graphs
Add,Presentations
Add,Quality Assurance
Add,Stakeholder Management
Add,Written Communication
Add,"
Data Analyst with Bookkeeping Experience,NightOwl Consulting · Philippines 1 month ago · 13 applicants,Remote Full-time,"About the job
Department: NightOwl Internal

Employment Type: Full Time

Location: NightOwl Internal

Compensation: ₱25,000 - ₱40,000 / month

Description

As a Data Analyst with Bookkeeping experience, you will play a pivotal role in our organization's data analysis and reporting processes. Your primary responsibility will be to analyze and interpret data, identify trends, and provide insights to support informed decision-making. This role requires a strong background in both data analytics and bookkeeping, ensuring accuracy and relevance in financial reporting.

Key Responsibilities

Data Analysis:

Collect, process, and analyze financial data using statistical techniques and software tools/Collect, clean, and analyze data from the CRM system.
Identify trends, anomalies, and patterns within financial datasets to inform strategic decision-making.
Create reports and dashboards that are clear and concise.
Identify trends and patterns in the data.
Recommend improvements to marketing campaigns, customer service, and sales performance.
Manage the CRM system and ensure that it is up-to-date and accurate.
Work with other departments to gather and share data.
Present findings to stakeholders in a clear and concise manner.
Respond to clients and referral partners w/ updates, as necessary.

Bookkeeping:

Utilize bookkeeping principles to maintain accurate and up-to-date financial records.
Reconcile financial discrepancies and ensure data integrity between various financial documents.
Completing Expense Reports/ Concur Experience.
Financial Reports – Reconciliations.
QuickBooks Experience – Processing invoices.

Database Management:

Manage and organize financial databases, ensuring data accuracy and accessibility.
Implement data cleaning and validation processes to enhance the reliability of financial information.

Compliance and Auditing:

Ensure compliance with accounting standards, regulations, and internal policies.
Support internal and external audits by providing relevant financial data and documentation.

Skills, Knowledge And Expertise

Qualifications:

Bachelor's degree in data analytics, business administration/Bachelor's degree in Finance, Accounting, Statistics, or a related field.
2+ years of experience in data analytics.
Excellent analytical and problem-solving skills.
Excellent communication and presentation skills.
Experience with CRM systems.
Attention to detail and accuracy.
Proven experience in data analysis, preferably in a financial or bookkeeping context.
Strong proficiency in data analysis tools such as Excel, SQL, or statistical software.
Familiarity with bookkeeping software and principles.

Skills:

Analytical mindset with a keen attention to detail.
Excellent communication skills to convey complex financial information to non-technical stakeholders.
Proficient in interpreting and applying accounting standards.
Ability to work independently and collaboratively as part of a team.

Benefits

Above market salary
HMO for principal and two dependents
Paid leave incentives of 22 days + US holidays
Government-mandated benefits
Performance-based Incentives
Quarterly Company Events
In-depth training for career growth
Great Company Culture and HR experience
1,000 PHP De Minimis
Equipment and software provided","Data Analysis,Accounting Standards
Add,Analytics
Add,Concur
Add,Data Analytics
Add,Data Cleaning
Add,Data Integrity
Add,Presentations
Add,Problem Solving
Add,Statistical Software
Add,"
Sales Information Systems Analyst (Data Analyst),"Dempsey Resources Management Inc · Caloocan, National Capital Region, Philippines 2 weeks ago · 0 applicants",On-site Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
Responsibilities

 Gathers and manages data and information on sales performance, sales trends and analytics
 Proactively looks for sales opportunities and new clients
 Identifies emerging problems, challenges and addresses them

Qualifications

Graduate of any business and related course

Strong communication, reports preparation and presentation skills",
