Title,CompanyDetails,JobDetails,JobDescription,JobSkills
Junior Data Analyst for Work on Site,"Talent Outsourcing Channel Solutions · Davao, Davao Region, Philippines 3 months ago · 11 applicants",On-site Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
Urgently Hiring!

We are in need of Junior Data Analysts for Work on site

Qualifications

Experienced and skilled in Microsoft Office Tools (Excel, etc.), Google Workspace/Suite (Google Sheet, etc)
At least 1 year of working experience in data management and analytics
High attention to detail with strong analytical skills, able to analyze and organize data into value-adding insights
Ability to successfully meet deadlines and work under pressure with pressing timelines
Confidence in delivery and willingness to learn and grow.
Ability to work in a team and independently
Strong sense of ownership, highly productive and efficient

Apply now and let TORCH be your light to success!","Analytical Skills
Add,Analytics
Add,Attention to Detail
Add,Business Insights
Add,Data Analytics
Add,Data Management
Add,Data Visualization
Add,Databases
Add,Timelines
Add,Working Experience
Add,"
Business Intelligence Analyst,"Likha Careers · Makati, National Capital Region, Philippines 1 month ago · 28 applicants",On-site Full-time Entry level,"About the job
Position Type: Entry-Mid Level/Individual Contributor

Work Setup: Onsite (Makati City)

Industry: Food & Beverage

About the Job:

Unlock the power of data and drive strategic decision-making as a Business Intelligence Analyst! Be part of transforming insights, boosting performance, and driving innovation with advanced analytics that can help improve the value of our client's business.

Roles & Responsibilities:

Gathers business intelligence from various sources, including company data, industry reports, and field reports.
Assesses market strategies by analyzing related products, markets, or trends.
Identifies markets for future product development and methods to improve sales of existing products.
Collaborates with Sales Information to build a market intelligence dashboard for executives, managers, and stakeholders.
Performs special projects and other related duties as assigned. 


About the Client:

Our client is a significant player in the Philippines' food and beverage industry, ranking among the largest companies in both alcoholic and non-alcoholic beverages in the country today.

Required Qualifications:

Must hold a Bachelor's degree.
At least 1 year of experience in a local or multinational FMCG company.
Highly analytical and adept with numbers.
Strong communication and presentation skills.
Proficient in MS Office Applications.
Ability to collect and compile relevant data.
Basic understanding of the trade and key competitors.


Preferred Qualifications:

Bachelor's degree in either Business Administration, Economics, Accounting, Computer Science, or Information Science.
At least 3 years of Trade Marketing and Sales Information experience in a local or multinational FMCG company.


Be part of one of the leading companies in the food & beverage industry in the country today!

Opportunities for Growth
Fun & Dynamic Work Environment
HMO
Insurance
Retirement Benefits


About Likha Careers:

Likha is a traditional Tagalog (Filipino) word that means ‘to create’ or creation. At its core, Likha Careers exists to help create a world where people of all walks of life have the opportunity to participate in a positive and rewarding career where happiness, pride, and financial security are achieved. We do this through thoughtful, people-centric career services.

Let’s create your career together!","Analytical Skills
Add,Analytics
Add,Communication
Add,Computer Science
Add,Data Analytics
Add,Data Modeling
Add,Fast-Moving Consumer Goods (FMCG)
Add,Presentation Skills
Add,Presentations
Add,Trade Marketing
Add,"
Power Business Intelligence Analyst,"Scott Park Group Philippines Inc. · Makati, National Capital Region, Philippines 1 month ago · 0 applicants",Hybrid Full-time Mid-Senior level,"About the job
This job is sourced from a job board. Learn More
Job Advertisement: Power Business Intelligence Analyst

Are you an experienced professional with a passion for data analysis and business intelligence? If so, we have an exciting opportunity for you as a Power Business Intelligence Analyst!

About Us

Our company is a leader in the industry, and we're seeking a skilled and talented individual to join our dynamic team. As a Power Business Information Analyst, you will play a crucial role in interpreting and analyzing data to provide valuable insights that drive informed business decisions.

Role And Responsibilities

As a Power Business Information Analyst, your primary responsibility will be to harness your proficient knowledge of various analysis tools, including OLTP/OLAP data structures, Advanced Excel (with the ability to maintain complex spreadsheets), Tableau, Salesforce, Power BI, and Business Objects. Additionally, your expertise in domain languages like SQL Query and HIVE QL will be put to good use.

Qualifications

To excel in this role, you should have a remarkable track record of 10 to 15 years in the industry, showcasing the skills and talent necessary for data analysis and business intelligence. Your knowledge isn't limited to technical aspects; you also possess practical sales motion knowledge and a deep understanding of industries or demographics such as hardware, software or Proficiency in Microsoft products, particularly Word, Excel, and PowerPoint, is a must.

A Bachelor's Degree or Diploma in computer science, finance, or statistics/mathematics will further strengthen your qualifications and suitability for this position.

Experience And Skills

With over four years of experience in data-driven business insight recommendations, business analytics, and dashboard design, you are well-equipped to interpret moderately complex goals, trends, risks, and areas for improvement. Your analytical prowess enables you to collect, analyze, and report on key metrics effectively. Moreover, you have a keen eye for detail, ensuring the integrity of reports and dashboards to support smooth business operations.

Responsibilities

In this role, you will be instrumental in supporting teams by leveraging your expanded knowledge and solutions to enhance efficiency. Your ability to build strong internal and external relationships will play a key role in ensuring the availability of high-quality data for analysis and a better understanding of business challenges and opportunities.

Join Our Team

If you're looking for a challenging yet rewarding opportunity to apply your expertise in data analysis, business intelligence, and relationship-building, then we encourage you to apply for the Power Business Information Analyst position. Help us make informed decisions that drive success and innovation within our organization!

Note: For application instructions and further information you may contact Grace: email address: MaryGraceA@scottparkgroup.com.au",
Senior Data Analyst,"Afterglow Events and Product Management Consultancy Inc. · Pasig, National Capital Region, Philippines 2 months ago · 2 applicants",On-site Full-time Mid-Senior level,"About the job
At Afterglow Events and Product Management Consultancy Inc., we create the best events and experiences for your brand. We love working with companies who are committed to making a difference, and we're dedicated to helping you get there.

At Afterglow, we believe that your brand's success is our mission. That's why we offer a full suite of services to help you reach your goals.

We offer digital marketing expertise that covers a wide range of services, including social media management, content marketing, email campaigns, pay-per-click (PPC) advertising, and search engine optimization (SEO). We harness the power of the digital realm to connect your brand with your ideal customers.

Our branding and design team designs compelling brand identities that shine through every piece of marketing collateral. From logo design to brand messaging—and everything in between—we make sure your personality shines through every piece of creative collateral you produce.

Our creative team dreams up innovative and captivating campaigns that drive engagement with your audience. We think outside the box to create memorable experiences for them.

Data-driven decisions lead to successful outcomes; that's why we conduct in-depth market research to understand your target audience, competitors, and industry trends before creating well-informed strategies for each campaign or project you entrust us with.

The Role

Your Responsibilities Will Include

Data collection and cleansing: gathering data from various sources and performing data cleansing, organization, and processing
Data analysis and modeling: Utilize statistical and data analysis methods to analyze gaming-related data, uncover trends, patterns, and insights within the data to support business decisions.
Reporting and visualization: Prepare and generate data analysis reports, presenting complex data and analysis results in a clear and understandable manner to business teams and management to support decision-making.
Business insights and optimization recommendations: Provide business insights and optimization recommendations based on data analysis results
Collaboration with other departments: Collaborate closely with departments such as marketing, product, and technology teams, understand their needs, and provide data support and solutions."" 

Ideal Profile

Qualifications

Bachelor's degree or above, majoring in mathematics or statistics related majors, Master's degree is a plus
3 years of experience in data analysis of gaming or internet games
Familiar with user data attributes and lifecycle key indicators
Proficient in using mainstream data analysis software and can generate visual reports

What's on Offer?

Opportunity to make a positive impact
Excellent career development opportunities
Opportunity to work with foreign nationals
Healthcard
Attractive Salary and Incentives
Culture-centric","Data Analysis,Analysis Reports
Add,Analytical Skills
Add,Business Insights
Add,Data Analytics
Add,Data Cleaning
Add,Data Visualization
Add,Extract, Transform, Load (ETL)
Add,Presentations
Add,Visualization
Add,"
Sr. Business Intelligence Analyst,"Sprout Solutions · Mandaluyong, National Capital Region, Philippines 1 week ago · 3 applicants",On-site Full-time Mid-Senior level,"About the job
DIRECTLY REPORTS TO:

Business Intelligence Manager

MAIN AREA OF RESPONSIBILITY:

The primary responsibility of the BI Analyst is to transform data (from marketing, sales and customer success) into insight that can help to improve the value of Sprout. He or she will be responsible for managing data retrieval and analysis within the organization including organizing data points, communicating between upper management and stakeholders, and analyzing data to determine Sprout’s needs and strategies.

TASKS:

Identify trends that can help other departments, managers and executives make business decisions to modernize and improve processes in Sprout
Analyze business requirements and processes and recommending them to the management and executives for implementation
Develop and manage business intelligence solutions 
Discover areas of revenue loss and identify ways to increase revenue and profits by mining complex data using BI software and tools, comparing data to competitors and industry trends, and creating visualizations that communicate findings in the organization
Monitor analytics and metrics results
Provide reports through office applications to improve business processes
Implement new data analysis methodologies
Review customer files to ensure integrity of data collection and utilization
Perform data profiling to identify and understand anomalies
Perform other duties as assigned by the company

QUALIFICATIONS | COMPETENCIES:

Extensive knowledge in data visualization best practices
Experience in Power BI is a must
Experience with Azure
Experience with SQL
Experience with HubSpot CRM, MarketingHub and SalesHub a plus
Experience reading and building data models
Experience in Python or R is a plus
Strong problem-solving and analytical skills
Excellent interpersonal, communication, listening and presentation skills
Must be self-motivated and able to work with minimal supervision
A good team player and willingness to learn
Strong innate desire and proven track record of continuous self-improvement (in learning, job expansion, extracurricular activities, etc)

Powered by JazzHR

bY8v4M4Fda","Analytics
Add,Business Analytics
Add,Business Intelligence (BI)
Add,Business Requirements
Add,Communication
Add,Data Analytics
Add,Data Architecture
Add,Data Profiling
Add,Data Visualization
Add,Problem Solving
Add,"
Data Analyst (Mid-Level),"VCC Link, Inc. · Manila, National Capital Region, Philippines 3 months ago · 25 applicants","PHP480,000/yr - PHP960,000/yr Hybrid Full-time Entry level","About the job
VCC Link, Inc. was established in January 2004, and was incorporated to primarily offer contact center solutions to offshore companies to address call center needs: systems and procedure development and set up, supply of quality manpower, provide sales and customer service training.

The Role

Be Part of Something Great!

 SEE: Job Details, Compensation Details, Work Set-up, Location and Shift Schedules below ⬇️:

Job Scope Overview

 Some of the Duties and Responsibilities may include BUT is not limited to:
Analyzing data to extract insights and trends.
Creating meaningful reports and visualizations to support decision-making.

Ideal Profile

Qualifications Overview

Graduate of BS IT, Comp. Sci., Math or other related field and good proficiency in English Comms. and Reports Presentation.
At least 2+ yrs. of work experience as a Data Analyst OR in BI and Analytics Projects along with Stake Holder and Project Management.
Actual Experiences in: Data Analysis, Dashboard and Reports Creation, Database Manipulation, ETL, SQL Querying and Statistical Analysis. 
Technologies Work Experiences: BI Tools (ideally, at least 2 yrs. experience in Tableau or PowerBI), SQL, Excel and Presentation Tools.
Ok and capable with any types of Data. 

What's on Offer?

Up to PHP80K
Hybrid (10 to 11 Days in Onsite, Ortigas or Cubao), Early Morning Shift OR Hybrid (4 days/week Onsite in Makati and 1 day WFH, Dayshift.
Fuel your Growth!: Forge your expertise in Advanced Database Technologies as you Learn and Develop with us!","Data Analysis,Dashboards
Add,Data Analytics
Add,Data Visualization
Add,Databases
Add,Extract, Transform, Load (ETL)
Add,Presentations
Add,SQL
Add,Statistical Analysis
Add,Tableau
Add,"
Data Analyst,"Dempsey Resource Management Inc. · Manila, National Capital Region, Philippines 2 months ago · 0 applicants",On-site Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
Responsibilities

Work with large amounts of data to identify gaming experience insights
Provide innovative ways to better understand correlation of data
Work with production team to make sure data are specified, understood and consistent
Assist everyone to scope and prioritize future works

Requirements

BS Computer Science, Math, Statistics, Economics or equivalent
Broad knowledge of applied mathematics, statistical methods and algorithms
Experience in data mining, data-intensive application development, databases, object-oriented design, machine learning algorithms and statistics software, predictive modeling, data analysis
Familiar with information retrieval, knowledge representation, computational linguistics, natural language processing, machine learning or text-mining
Experience in programming with Java, Python, and Perl;
Problem-solver with strong analytical skills
Passionate in software and video games
Can communicate effectively in English
Can work in a timely manner
Team player

Interested applicants may send updated resume to Dempseyinc93@gmail.com","Data Analysis,Analytical Skills
Add,Applied Mathematics
Add,Communication
Add,Computer Science
Add,Data Analytics
Add,Data Science
Add,Databases
Add,Predictive Modeling
Add,Problem Solving
Add,"
Data Analyst Engineer,"JK Network Services · Quezon City, National Capital Region, Philippines 2 months ago · 1 applicant",Hybrid Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
NEW REQUIREMENT | Data Engineer | Earn up to Php 110,000 | Hybrid | Quezon City

Position: Data Engineer

Company Industry: Finance Company

Location: Quezon City

Salary Offer: Php 40,000 – Php 62,000 Mid Level

Php 70,000 – Php 110,000 Senior Level

Work Schedule: Full-Time

Work Set Up: Hybrid

Breakdown Benefits

 Performance Incentive
 Annual Increase and Bonuses
 Complete HMO
 Leave credits (all unused leave will be convertible to cash)
 Life insurance
 The company is open for Work from home employees

Requirements

 At least two years of experience as a data engineer with a focus on relational databases or big data processing
 Having worked with the Microsoft Azure Data Platform for at least two years, specifically with the Azure SQL Database, Azure Data Factory, Databricks, and ADLS storage account
 Be familiar with the fundamentals of data visualization in any of the following applications: Tableau, PowerBI, or QlikView/QlikSense.
 Proficient in any of the programming or scripting languages listed below (SQL, Python, Shell, Scala)

Recruitment Process

 Online Process Until Job Offer

This is for DIRECT HIRING",
Data Analyst,"Dempsey Resource Management Inc. · Makati, National Capital Region, Philippines 2 weeks ago · 0 applicants",On-site Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
Responsibilities

Work with large amounts of data to identify gaming experience insights
Provide innovative ways to better understand correlation of data
Work with production team to make sure data are specified, understood and consistent
Assist everyone to scope and prioritize future works

Requirements

BS Computer Science, Math, Statistics, Economics or equivalent
Broad knowledge of applied mathematics, statistical methods and algorithms
Experience in data mining, data-intensive application development, databases,

object-oriented design, machine learning algorithms and statistics software, predictive

modeling, data analysis

Familiar with information retrieval, knowledge representation, computational linguistics,

natural language processing, machine learning or text-mining

Experience in programming with Java, Python, and Perl;
Problem-solver with strong analytical skills
Passionate in software and video games
Can communicate effectively in English
Can work in a timely manner
Team player
Willing to work in Makati City, Monday to Saturday","Data Analysis,Analytical Skills
Add,Communication
Add,Computer Science
Add,Data Analytics
Add,Data Science
Add,Data Visualization
Add,Databases
Add,Mathematics
Add,Problem Solving
Add,"
(Senior) DSP Campaign Manager / Data Analyst,"RevX · Manila, National Capital Region, Philippines 3 months ago · 214 applicants",Hybrid Full-time,"About the job
Senior DSP Campaign Manager / Data Analyst - UA & App Retargeting

With its increasing global client footprint, advertisers from all app categories are trusting RevX to deliver everyday incremental value in achieving their growth objectives. To enhance the quality, scope, and scale of our delivery capabilities, RevX is looking to expand its campaign management/data analytics function with talented team players who share a passion for business ownership, advertising data, programmatic performance, and holistic collaboration with internal/external stakeholders. Are you passionate about great mobile advertising, curious about making data speak, and taking pride in being customer-centric? Then please read on!

What you should be excelling on:
Spearhead the daily achievement of delivery targets on our programmatic DSP platform for an allocated portfolio of campaigns = P&L target achievement
Monitoring of performance and scale of campaigns including regular in-depth data analysis, granular optimization, and reporting.
Understand, learn, and expand your space of action within different advertiser app verticals, programmatic supply, data integration, deep linking, and dynamic creatives.
Take initiative and collaborate with multiple functions including Sales, AM, TSE, Design, Supply, Engineering, Product Management, and Finance.
Working with Product Management, Tech, and Data Science to provide pragmatic feedback, drive development through qualified input as well as ensure smooth testing and feature rollout.

What prepares and aligns you for this job:
You love to solve riddles and never give up on technicalities.
Working within a small task team, which takes full responsibility for clients and their growth, excites and empowers you to achieve more.
Holistic knowledge in app performance advertising and of the RTB environment.
Advanced data interpretation and analysis skills to be able to look at large data sets with ease to extract insights quickly and regularly.
Deep understanding of MMPs, SSPs, and other ecosystem players.
Ability to work well independently as well as being highly responsive to stakeholders.
Results-oriented with great attention to detail, strong analytical skills, and creative, independent problem solver.
Strong process, organizational, and time management skills as well as strong written and verbal communication skills.
Comfortable with using MS Excel, Google Sheets, Pivot, Big Query, SQL, Python, and other tools to analyze and manipulate data.

If you could have written the above job description by yourself, we would love to hear from you!

About RevX:

Made for Growth, Built for App Marketers.

RevX helps app businesses acquire and reengage users via programmatic advertising to retain, monetize, and accelerate revenue. We're all about taking your app businesses to a new growth level. We rely on data science, innovative technology, and a skilled global team to create and deliver seamless ad experiences to delight your app users. That’s why RevX is the ideal partner for app marketers that demand trustworthy insights, a hands-on team, and a commitment to growth. We help you build sound mobile strategies, combining Programmatic UA, App Retargeting, and Performance Branding to drive real and verifiable results so you can scale your business: with real users, high retention, and incremental revenue.

For more information visit www.revx.io","Demand Side Platform
Add,Mobile Advertising
Add,Programmatic Advertising
Add,Programmatic Media Buying
Add,Real-Time Bidding (RTB)
Add,Remarketing
Add,"
