Title,CompanyDetails,JobDetails,JobDescription,JobSkills
Senior Lead Analytics Consultant (SAS & SQL),"Wells Fargo · Taguig, National Capital Region, Philippines Reposted 2 weeks ago · 7 applicants",On-site Full-time Mid-Senior level,"About the job
About Wells Fargo India & Philippines

Wells Fargo India & Philippines is a critical component of Wells Fargo's strategy to leverage distinct advantages in doing business in a global environment. Wells Fargo India & Philippines is primarily an extension of the technology, operations, and corporate support teams of Wells Fargo. It engages in application development and support, testing, other technology functions, international operations, knowledge support, and middle and back-end banking process solutions for a wide spectrum of Wells Fargo's needs. It currently has offices in Bengaluru, Chennai, Hyderabad, and Manila.

Department Overview

Risk Analytics, Monitoring & Surveillance (RAMS) transforms risk management across Consumer Banking through use of actionable data and observations to monitor a wide range of risks with emphasis on conduct, compliance, and operational risks through a risk-based supervision program. This program provides necessary monitoring to support a strong control environment across Consumer Banking and empowers our team members as accountable risk managers.

About This Role

Wells Fargo is seeking a Senior Lead Analytics Consultant.

In This Role, You Will

Act as an advisor to senior leadership to develop or influence analytical strategies for highly complex business and technical needs
Lead the strategy and resolution of highly complex and unique challenges requiring analytical application of industry techniques and advanced data from multiple sources across the enterprise
Deliver solutions that are long-term, large-scale, and require vision, innovation, and coordination of highly complex activities
Provide vision, direction, and expertise to senior leadership on implementing innovative and significant business solutions that align to the enterprise
Ensure adherence to compliance and legal regulations and policies on all projects managed
Strategically engage with all levels of professionals and managers across the enterprise and serve as an expert advisor to leadership

Required Qualifications:

7+ years of Analytics, Reporting, Financial Modeling or Statistics experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education

Desired Qualifications:

Candidate must be a graduate of a B.A./B.S. course in College (preferably in Applied Math, Statistics, Engineering, Physics, Accounting, Finance, Economics, Econometrics, Computer Sciences
Knowledge in: SAS, SQL, Database Management, Project Management, Requirements Elicitation and Documentation, Development and Testing
10+ years of experience in one or a combination of the following: reporting, analytics, or modeling using SAS & SQL
Minimum 8+ years' experience in SAS programming
Banking experience is an advantage

Job Expectations:

Participate in the daily operations of Monitoring Execution team for risk detection strategy development, testing and implementation that will support new and existing monitoring strategy development and execution as well as support the CBAA Detection Engine.
Partner with FLM teams and other Monitoring Execution team members for alert detection strategy development, testing and implementation.
Work in close partnership with Wells Fargo Technology on the design, development, testing and implementation of alert detection strategies to support robust supervision, oversight and surveillance capabilities across Consumer Banking
Partner with CBAA Team for Platform initiatives, enhancement, prod fixes and other tasks.
Amenable to work on a mid-schedule (5:00PM - 2:00AM) and be located at McKinley Hill, Taguig

We Value Diversity

At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, status as a protected veteran, or any other legally protected characteristic.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.

Drug and Alcohol Policy

Wells Fargo maintains a drug free workplace. Please see our Drug and Alcohol Policy to learn more.

Reference Number

R-317538","Analytics
Add,Database Administration
Add,Databases
Add,Elicitation
Add,Financial Modeling
Add,Quantitative Finance
Add,Requirements Gathering
Add,SAS (Programming Language)
Add,SAS (Software)
Add,SQL
Add,"
Senior Analyst - Data Governance,"JLL · Taguig, National Capital Region, Philippines 1 week ago · 1 applicant",On-site Full-time Associate,"About the job
Job Description

This position will perform data analysis and be accountable for tasks across multiple accounts. This position will be involved in managing an accounts property portfolio information within JLL’s Property Hub application. The candidate will address hands-on data analysis work for which they will take full ownership. The Data Governance Analyst will work closely with other team members as needed to ensure assignments are met, good data quality and to that data is successfully integrated to various applications. The Data Governance Analyst will be responsible for handling Data Help Desk tickets and address ongoing operational support of implemented systems.

This position will report to the Product Support BAU Lead. In addition to the BAU activities, the analyst will support the deployments of Property products managed by other teams.

The Data Governance Analyst –Product Support will contribute to data governance and guidance for data migration and product deployment personnel. This person will work closely with the data governance leaders assigned to various regions, business lines, markets and client accounts to understand best practices, JLL data standards and policies, and the product features that will be offered to users.

What this job involves:

Specifically, this position will

Provide a single point of contact for data governance analyst activities relating to Property BAU support and Data Help Desk tickets. 
Maintain account playbooks that document system processes and standards. 
Work with Account, Data Governance and Data Management leads to ensure that data quality metric standards are met and adhered after account go-live (Transitions) and on an on-going basis (Data Help Desk tickets). 
Provide input to existing and new data standards. 
Work closely with on-account teams to gather all data needs, including mastered data, while adhering to data standards. 
Must handle multiple tasks, manage time effectively, and establish priorities to meet deadlines in a fast-paced and changing team environment
Perform additional job duties and support special projects as assigned, which will include but not be limited to data remediation issues. 
Provide clear, up-to-date status on all work items
Be responsible for issue resolution of supported systems during daily operations. 
Be responsible for oversight of data integration, data flows and downstream impact, primarily as they relate to BAU and potential impact to the account. 
Maintain data quality of assigned Property Hub centralized accounts, weekly reconciliation of data issues. 
Ensure integrated data is maintain to data quality standards. Follow all procedures and best practices when integrating data between systems and maintain periodic reviews and remediation. 
Process property records ons, offs and decommissioning of Property Hub portals when needed. 
Work with data governance peers to adhere to compliance policies and procedures. 
Participate in product testing for any requested enhancements to ensure a quality solution. 
Provide training/ education for product users to properly govern the data for quality and protection. 
Capture and transfer user requests for system and process enhancements related to data standards and quality. 
Assist in documentation of business processes and standard operations in support of the BAU data governance and stewardship operations for deployed products. 

Interested? An ideal candidate would need to have the following qualifications:

Clear communicator both verbal and written
Have good organization and time management skills
Demonstrates a willingness to learn and be independent thinkers
Someone able to adapt to a rapidly changing environment
Possess the highest standards of behavior, collaboration, and work ethics. 
This role requires working with limited supervision while supporting the team to ensure the clients will receive successful results. 
Intermediate to Advanced Excel skills

If this job description resonates with you, we encourage you to apply even if you don’t meet all the requirements. We’re interested in getting to know you and what you bring to the table!

About JLL

We’re JLL—a leading professional services and investment management firm specializing in real estate. We have operations in over 80 countries and a workforce of over 102,000 individuals around the world who help real estate owners, occupiers and investors achieve their business ambitions. As a global Fortune 500 company, we also have an inherent responsibility to drive sustainability and corporate social responsibility. That’s why we’re committed to our purpose to shape the future of real estate for a better world. We’re using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people, and our communities.

Our core values of teamwork, ethics and excellence are also fundamental to everything we do and we’re honoured to be recognized with awards for our success by organizations both globally and locally.

Creating a diverse and inclusive culture where we all feel welcomed, valued, and empowered to achieve our full potential is important to who we are today and where we’re headed in the future. And we know that unique backgrounds, experiences, and perspectives help us think bigger, spark innovation, and succeed together.","BAU
Add,Communication
Add,Daily Operations
Add,Data Analytics
Add,Data Governance
Add,Data Integration
Add,Data Quality
Add,Data Standards
Add,Data Visualization
Add,Product Testing
Add,"
Senior Analyst - Data Governance,"JLL · Taguig, National Capital Region, Philippines 1 week ago · 0 applicants",On-site Full-time Associate,"About the job
Job Description

This position will perform data analysis and be accountable for tasks across multiple accounts. This position will be involved in managing an accounts property portfolio information within JLL’s Property Hub application. The candidate will address hands-on data analysis work for which they will take full ownership. The Data Governance Analyst will work closely with other team members as needed to ensure assignments are met, good data quality and to that data is successfully integrated to various applications. The Data Governance Analyst will be responsible for handling Data Help Desk tickets and address ongoing operational support of implemented systems.

This position will report to the Product Support BAU Lead. In addition to the BAU activities, the analyst will support the deployments of Property products managed by other teams.

The Data Governance Analyst –Product Support will contribute to data governance and guidance for data migration and product deployment personnel. This person will work closely with the data governance leaders assigned to various regions, business lines, markets and client accounts to understand best practices, JLL data standards and policies, and the product features that will be offered to users.

What this job involves:

Specifically, this position will

Provide a single point of contact for data governance analyst activities relating to Property BAU support and Data Help Desk tickets. 
Maintain account playbooks that document system processes and standards. 
Work with Account, Data Governance and Data Management leads to ensure that data quality metric standards are met and adhered after account go-live (Transitions) and on an on-going basis (Data Help Desk tickets). 
Provide input to existing and new data standards. 
Work closely with on-account teams to gather all data needs, including mastered data, while adhering to data standards. 
Must handle multiple tasks, manage time effectively, and establish priorities to meet deadlines in a fast-paced and changing team environment
Perform additional job duties and support special projects as assigned, which will include but not be limited to data remediation issues. 
Provide clear, up-to-date status on all work items
Be responsible for issue resolution of supported systems during daily operations. 
Be responsible for oversight of data integration, data flows and downstream impact, primarily as they relate to BAU and potential impact to the account. 
Maintain data quality of assigned Property Hub centralized accounts, weekly reconciliation of data issues. 
Ensure integrated data is maintain to data quality standards. Follow all procedures and best practices when integrating data between systems and maintain periodic reviews and remediation. 
Process property records ons, offs and decommissioning of Property Hub portals when needed. 
Work with data governance peers to adhere to compliance policies and procedures. 
Participate in product testing for any requested enhancements to ensure a quality solution. 
Provide training/ education for product users to properly govern the data for quality and protection. 
Capture and transfer user requests for system and process enhancements related to data standards and quality. 
Assist in documentation of business processes and standard operations in support of the BAU data governance and stewardship operations for deployed products. 

Interested? An ideal candidate would need to have the following qualifications:

Clear communicator both verbal and written
Have good organization and time management skills
Demonstrates a willingness to learn and be independent thinkers
Someone able to adapt to a rapidly changing environment
Possess the highest standards of behavior, collaboration, and work ethics. 
This role requires working with limited supervision while supporting the team to ensure the clients will receive successful results. 
Intermediate to Advanced Excel skills

If this job description resonates with you, we encourage you to apply even if you don’t meet all the requirements. We’re interested in getting to know you and what you bring to the table!

About JLL

We’re JLL—a leading professional services and investment management firm specializing in real estate. We have operations in over 80 countries and a workforce of over 102,000 individuals around the world who help real estate owners, occupiers and investors achieve their business ambitions. As a global Fortune 500 company, we also have an inherent responsibility to drive sustainability and corporate social responsibility. That’s why we’re committed to our purpose to shape the future of real estate for a better world. We’re using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people, and our communities.

Our core values of teamwork, ethics and excellence are also fundamental to everything we do and we’re honoured to be recognized with awards for our success by organizations both globally and locally.

Creating a diverse and inclusive culture where we all feel welcomed, valued, and empowered to achieve our full potential is important to who we are today and where we’re headed in the future. And we know that unique backgrounds, experiences, and perspectives help us think bigger, spark innovation, and succeed together.","BAU
Add,Communication
Add,Daily Operations
Add,Data Analytics
Add,Data Governance
Add,Data Integration
Add,Data Quality
Add,Data Standards
Add,Data Visualization
Add,Product Testing
Add,"
MS Excel Data Analyst,"HomeSourced, Inc. · Mandaue, Central Visayas, Philippines 1 month ago · 33 applicants",On-site Full-time Entry level,"About the job
RESPONSIBILITIES:

Analyze the performance of various departments
Assist in forecasting performance in various departments
Assist in creating Excel models


IMPORTANT REMINDERS:

must be willing and able to work in our Mandaue City office
must be willing and able to work the night shift
must be willing and able to work with rotating shifts
must be able to start right away


QUALIFICATIONS:

Can calculate competition scoring and run reports on sales performance
Can calculate sales commissions and overrides and audit paid sales commissions
Really good with spreadsheets and other Office Productivity tools.
Comfortable working on odd jobs as required by the client .
Has really good communication and comprehension skills, given the virtual nature of the relationship with the client","Communication
Add,Data Analytics
Add,Data Modeling
Add,Data Visualization
Add,Excel Models
Add,Microsoft Power BI
Add,Problem Solving
Add,Productivity Software
Add,Sales Performance
Add,Statistics
Add,"
Data Analyst | Makati,"MedGrocer · Manila, National Capital Region, Philippines 1 month ago · 58 applicants",Hybrid Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
MedGrocer's digitally-enabled ""medicine-as-a-service"" platforms are used by hundreds of employers and pharma companies. Our end-to-end medicine/vaccine programs, telehealth services, and onsite medical staff serve a million Filipinos every year. MedGrocer is one of the more established Filipino Health Tech startups.

The Data Analyst supports various teams and initiatives with insights gained from data. They analyze complex datasets to identify opportunities for product development and process improvement.

Key Responsibilities

Learn and use statistical tools to collect, clean, and analyze complex datasets
Ideate and implement solutions that address gaps and improve our services and processes
Create models that assess the outcomes of different courses of action
Develop reports and communicate insights to MedGrocer and its stakeholders
Collaborate with cross-functional teams to gather relevant data from various sources to ensure the accuracy and completeness of collected data

Why MedGrocer?

Progress: To work on projects that involve statistical analysis, which enables you to hone your skills in collecting, cleaning, and analyzing complex datasets. You will be able to have ownership over your work and have a chance to be exposed to opportunities that could enhance your capabilities in creating data-informed decisions
Purpose: To design and implement an impact in the digitally enabled platform to provide end-to-end care in the form of integrating onsite medical services and 24/7 teleconsultations in order to enhance the lives of millions of Filipinos
People: To both work and have fun with a group of dynamic and passionate individuals from diverse backgrounds, from whom you will create bonds with and have the chance to learn from

Minimum Qualifications

It is preferred but not required to have the following qualifications:

A degree in Data Science, Computer Science, Statistics, or any related field 
Knowledge in advanced statistical techniques
Knowledge in machine learning techniques and their application
Experience in using programming languages (e.g. SQL, R, Python) for data analysis","Data Analysis,Communication
Add,Computer Science
Add,Data Analytics
Add,Data Science
Add,Data Visualization
Add,Datasets
Add,Extract, Transform, Load (ETL)
Add,Statistical Analysis
Add,Statistical Tools
Add,"
Data Analyst Lead,"VCC Link, Inc. · Makati, National Capital Region, Philippines 5 months ago · 21 applicants","PHP900,000/yr - PHP1,800,000/yr Hybrid Full-time Mid-Senior level","About the job
VCC Link, Inc. was established in 2004 primarily as a firm that offers solutions to offshore and outsourcing companies, addressing business needs such as the supply of quality workforce, customer service training, and turnkey solutions set up.

Champion contributor for the Philippines Information Technology and Business Process Management (IT-BPM) sector, VCC Link has now focused on providing recruitment solutions to the outsourcing industry.

Multi-award-winning, VCC Link provides top-tier solutions to its Fortune Global 500 clients. We offer bespoke, agile, and efficient strategies to help fulfill your workforce needs across all functions in corporate, consulting, operations, and technology verticals.

With over 8,000 life-changing career opportunities served, VCC Link is a professional partner to job seekers looking for career advancement. We support, with compassion, employment opportunities to fresh graduates, supervisors, top-level management, and C-Suite decision-makers.

Our goal: to spark the flow of 100,000 improved lives through better jobs by 2030. Empowering lives since 2004, this is what we do.

IT Infrastructure, Automation, and Data Analytics Hiring

We specialize in supporting roles for Information & Technology Demand with almost every technology covered with unrivaled candidate placements for different IT Verticals such as ERP roles, Software Development and Automation, Data Analytics, Database Management, IT Support Infrastructure, and so much more. Our consultants are industry specialists with in-depth understanding of the IT job market. With passionate expertise, we provide excellent IT hiring experience.

BPM Operations, Corporate & Consulting Solutions

We augment the gap of our client’s hiring needs by providing quality candidates through a process that we have professionally designed. We deliver highly qualified talents in the areas of Finance and Accounting, Human Resources, Training and Development, Digital Marketing, Legal and Compliance, Facilities and Engineering, Supply Chain, and Risk Compliance – servicing multiple Industries from E-Commerce, FinTech, Social Media, Travel, Healthcare, Insurance, Manufacturing and a lot more. Here at VCC Link, we provide only the best among the best of talents.

BPO Expert and Multilingual Hiring

Several industries like Healthcare, Travel, Finance, Sales, and Telecommunications, are in need of diverse support. At VCC Link, our BPO Expert Team is committed to continuously forecast and match applicants’ expectations with what our multinational clients can offer. Through innovative sourcing methods, we not only help candidates land jobs - we empower our clients by providing them access to a workforce of high caliber.

The Role

Ready for a New Adventure? Join Us

Job Scope Overview

Data Gathering and Management: Data Mining, Statistics, Collection, Organizing, and Analyzing Data to identify patterns, trends, and insights for improvement. Implements data control and maintains knowledge of emerging technologies.
Reporting and Coordination: Communicates findings to clients, presents reports, and coordinates data transfer to other departments. Assists with ad hoc projects as assigned.

Ideal Profile

Qualifications Overview

Graduate of BS Math, BS Computer Science, Data Science, Business, Statistics or other related field. 
At least 3 years or above of Work Experience in People Management and Extensive Work Background in Data Analytics.
Hands-on Work Experience in: Data Mining, Statistical Analysis, Reports/Dashboard Creation (using tools like Power BI, Excel, Google Sheets/Google Data Studios, etc.) and Reports Presentation to Clients.
Highly Proficient in English Communication Skills, Work Experience with SQL Querying/Scripting and ETL would be great as well.

What's on Offer?

Earn Up to PHP 150K (Specially, if relevant expertise and experience are strong)
Hybrid (Makati), DAYSHIFT, Flexi.
Work Environment that fosters Growth and Development","Analytics
Add,Communication
Add,Computer Science
Add,Data Analytics
Add,Data Science
Add,Extract, Transform, Load (ETL)
Add,Pattern Recognition
Add,SQL
Add,Scripting
Add,Statistics
Add,"
Data Analyst (Weekday Sched) - WFH,"VCC Link, Inc. · Metro Manila 1 week ago · 3 applicants",Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
Help us EMPOWER people's lives. Join us and be a part of our Team!

✔️ CURRENTLY WORK FROM HOME SET UP (MIXED SET UP IN THE FUTURE)

✔️ FIXED WEEKENDS OFF AND DAYSHIFT SCHEDULE

✔️ MONTHLY ACTIVITY BREATHER

✔️ SALARY RANGE 16K-19K (Based on relevant experience)

Responsibilities

 Responsible for gathering data from the company/department's data server and reporting data for the section's internal and external management.
 Aid in the creation and execution of quality assurance system. Analyze and interpret patterns in complex data sets.
 Support the design, development and maintenance of HR analytical tools.
 Produce materials to go with all tools and software solutions and create standard and customized data for other reports.
 Create and execute processes for system testing, diagnosis, and troubleshooting.
 Oversee data analytics, reporting tactics, and the development and improvement of dashboards in system.
 Provide actionable insight and be in charge of developing and optimizing reporting dashboards and evaluating results.
 Work closely with other departments to prioritize business needs and find new ways to improve opportunities.
 Analyze the collected data in comparison to the advantages listed in the contract between the company and the Client.
 Consider and introduce automation to newly created process to eliminate human error.
 Evaluate performance data and establish benchmarks for future tracking.
 Contribute to data capture, storage and forecast analysis projects.

Qualifications

 Bachelor’s degree required, IT or Statistical related course w/ at least 6 months of related experience.
 Advance knowledge in Excel such as but not limited to: Formulas and Functions, PivotTables and PivotCharts, Data Analysis Tools, Macros and VBA (Visual Basic for Applications), Spreadsheet Optimization and Efficiency, Troubleshooting and Error Handling and Data Cleaning and Transformation.
 Proficiency in presenting data visually through charts, graphs, and dashboards to effectively communicate insights and findings.
 Advanced statistical knowledge.
 Advanced proficiency in Microsoft Office applications
 Good verbal and written communication skills.
 Demonstrated success with stakeholder management.
 Highly preferred good working knowledge of Human Resources processes, HRIS applications and ATS
 Able to work independently and perform work efficiently in a fast-paced environment under the pressure of completing deadlines.","Business Insights
Add,Communication
Add,Dashboards
Add,Data Analytics
Add,Electronic Data Capture (EDC)
Add,Graphs
Add,Presentations
Add,Quality Assurance
Add,Stakeholder Management
Add,Written Communication
Add,"
Sr. Data Analyst,"goFLUENT · Quezon City, National Capital Region, Philippines 1 week ago · 1 applicant",On-site Full-time Mid-Senior level,"About the job
goFLUENTs Commitment and Mission

When we talk about hyper-personalized solutions, we truly deliver corporate language training tailored to an organizations unique goals and needs. Since 2000, weve helped millions of people from different industries and locations become better communicators in business languages.

At goFLUENT, every employee works towards the same goal: to make language training accessible, relevant, and effective for every business and learner. Our diverse and multi-talented global teams are always working together to deliver excellent service.

About The Role

Were looking for a Sr. Data Analyst who will be a part of a growing team focused on understanding & analyzing data, creating visualizations & reports, and discovering insights that can help drive business decisions and provide solutions.

In line with our mission, you will have the opportunity to be exposed to a dynamic and international environment by collaborating with different departments across the organization and providing key data that help the business run efficiently.

Responsibilities

Strategy: Interpret data, analyze results using statistical techniques, and provide ongoing reports
Collaboration: Work together with Database and Tech teams and contribute to the shaping of the businesss data infrastructure
Data Management: Extract, Transform, and Load (ETL) data and build data sources based on stakeholders requests
Data Visualization: Acquire data from primary or secondary data sources, and present findings in a clear and concise way by creating dashboards and visualizations


Youll Love This Job if You

Have strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Have good English communication skills (verbal and written)
Have a keen attention to detail
Are driven and self-motivated


What Were Looking For

Proven work experience as a data analyst/business data analyst for at least 3 years
Knowledge and experience in Tableau or any BI Visualization tool, and R/Python
Knowledge of statistics, advanced experience using Excel and basic SQL queries
At least a Bachelor's/College Degree in any quantitative field
Willing to work in Eastwood City, Quezon City
Should be a Filipino citizen or hold relevant residence status


What Youll Love In GoFLUENT

Our culture is unlike anywhere else. Starting day one of your , tons of awesome perks and benefits await you, including:

Dynamic, startup-like experience within the security of a fast-growing, 20-year-old Swiss-based company.
Learn from top executives and visionaries in the learning and language market. 
The experience of joining an innovative organization with an international, vibrant working environment.
Full onboarding and fast ramp mentoring program leading candidates to success.
World-class learning experience by being a goFLUENT learner. Learn from one of our twelve business languages!
Exciting global team-building events abroad.


goFLUENT is an equal opportunity employer, so by working with us, youll be part of an organization that supports diversity, equity, and inclusion.

Eager to learn more, watch our video to discover goFLUENT in the words of our people worldwide: https://www.gofluent.com/us-en...

Watch our video to hear it directly from our awesome colleagues https://youtu.be/I6JhScKBWxw&n...;","Data Analysis,Analytics
Add,Communication
Add,Data Analytics
Add,Data Science
Add,Data Visualization
Add,SQL
Add,Statistics
Add,Tagalog
Add,Visualization
Add,"
Data Analyst,"Xurpas Enterprise · Manila, National Capital Region, Philippines 1 month ago · 29 applicants","PHP540,000/yr - PHP1,080,000/yr Hybrid Full-time Entry level","About the job
At Xurpas Enterprise, we are driven by our goal to help organizations of all sizes successfully implement their digital transformation. We offer ready-made business solutions, custom software development, and IT staff outsourcing.

Our consultative, end-to-end process ensures that we provide the best possible solution to address your requirements.

The Role

Your Responsibilities Will Include

Develops, edits, and maintains IT performance measures and reports, as well as studies and internal business reports such as dashboards with key performance indicators for division-level reporting and decision-making.
Additional information: The position is assigned complex, journey-level assignments. The position works with stakeholders and customers to develop, edit, and ensure the ongoing maintenance of performance measures and reports such as maintaining the performance management repository, documenting method of calculation, method of collection, data source, etc.
Reviews and evaluates performance measures, data sources, methods of calculation, and methods of collection and makes recommendations for improvement to business practices.
Additional information: The position reviews the performance management repository and all of the performance measures of the team including documented methods of calculation, methods of collection, and data sources, and makes recommendations for improving the quality and accuracy of performance measures and reports, as well as the functions they measure or report on.
Researches, develops, and recommends measures to assess business problems and practices.
Additional information: Research, develop, and analyze ad hoc or other measures necessary to assess nonroutine business problems that require more understanding by executive leadership to resolve. This may include working with the Management to develop necessary reporting tools to complete the assignment and provide the needed information.
Communicates with stakeholders to ensure participation in the development of internal measures and performance reports.
Additional information: The position will be responsible for ensuring data is accurate and meets the needs of the team, this includes communicating with the group to ensure business requirements are gathered, as well as
coordinating with data owners to ensure the data is reputable and is an accurate reflection of the intended measure.
Informs management of results and recommendations from IT division performance reports and studies.
Additional information: Presents as necessary on research and data analysis results, routine reports, and ad hoc assignments. Audience may include IT management.
Ensures measures meet or exceed industry standards.
Additional information: The position may attend conferences, meet with counterparts at other agencies, research online, and follow emerging trends to ensure the performance measures and reporting tools are efficient, effective, and contemporary, meeting current industry standards.

Ideal Profile

Extensive experience with various Microsoft workstation Technologies (installation, administration, patching, tuning) particularly Microsoft Windows XP Professional, Windows 7, and Windows 10 Operating Systems
Knowledge of Unicenter Software Delivery (alias ITCM) or SSCM (or similar) and Asset Management experience preferred
Knowledge performance analysis.
Considerable knowledge of data analysis.
Programming/scripting experience required:

>Perl

>Powershell

>Power BI/SAP BI and other Business intelligence tools

>Login Group Policies scripting for AD

>VBScript

>VB.net

>ASP

>Advanced skill in MS Excel

>ActiveX Data Objects and basic ANSI SQL knowledge

>ADSI & WMI

>DOS batch scripting

>JavaScript

Creating unattended installations using MSI and InstallShield & customizing User State Migration Tool
Knowledgeable with Active Directory (with emphasis on Group Policies)
Knowledgeable with SQL Server preferred (installation and administration level)
Project management experience a plus
Amenable to work 3x a week onsite in Alabang, Muntinlupa

What's on Offer?

laptop to be provided (pickup from Makati Office)
Upon regularization 30 paid leaves per year
Upon regularization HMO for you PLUS 1 dependent worth P150,000","Data Analysis,ANSI
Add,ActiveX
Add,ActiveX Data Objects (ADO)
Add,Dashboards
Add,Data Analytics
Add,Data Visualization
Add,Key Performance Indicators
Add,SQL
Add,XP Professional
Add,"
Data Analyst,Expro · Metro Manila 2 months ago · 21 applicants,On-site Full-time Entry level,"About the job
Who is Expro?

Working for our clients across the entire well life cycle, Expro is a visionary full-cycle energy services expert offering novel, insightful solutions, dependable competency and award-winning safety.

Combining innovative, future-facing technology with high-quality data across well construction, well flow management and production, subsea well access, and well integrity and intervention, we have a reputation for extraordinary performance that keeps our clients operations running smoothly.

Expro Group are currently recruiting for a Data Analyst to join the Well Intervention team based in Manila .

Overall Purpose of the Job

To provide Cased Hole data analysis and interpretation expertise to operations for internal and external clients. To enhance the reputation and extend the capability of Expro Cased Hole Services through the delivery of high quality analysis and support to both internal and external clients for operations and Business Development.

Key Activities And Accountabilities

Log Analysis

Job Planning
Liaise with clients and operational departments to determine survey objectives and offer advice on how to achieve
Ensure all relevant information required for analysis is identified and requested to be made available Job execution
Ensure that data received is suitable for processing/modelling
Process data to give a true representation of downhole conditions
Write data processing, modelling and interpretation reports as per client requirements After job
Discuss reports with operations team, including field engineer involved in the data gathering process
Check that reports are delivered to client and clients are satisfied with the service provided
Liaise with clients & operations team to discuss and present analysis summary/report
Ensure data is archived as per QA procedures and all paperwork is complete

Operations Support

Maintain & developed relationships with clients & operations team
Instruct field engineers & operation team on data gathering techniques and methods used to quality check recorded data
Assist with operation teams for client visits and data/analysis presentations when required
Perform in accordance with the Expro HSEQC policies and procedures at all times, and reviewing the safety implications of any recommendations arising

SafeWells Support 

Maintain & developed relationships with clients & SafeWells team 
To provide support to new and existing clients of Expro’s SafeWells software.(install, configuration, population, support and training)
To support SafeWells customers and the software development team in providing high quality software and customer services in accordance with our quality management system. 

Business Development Support 

Maintain & developed relationships with clients & BD team
Support BD team for client visits, presentations & ITT preparation when required

Job Knowledge And Qualifications

Engineering or Scientific graduate in Petroleum Engineering, Well Technology or a related discipline or relevant industry experience.

Analytical & interpretative skills / expertise in:

Production Logging
Well integrity
Pressure transients
Well intervention design, planning and operations
run simulation

Why Expro?

People are the most important. And every Expro person engineers our future. They are the drivers of our methodologies. Expro people are confident. They can draw out the right answer which attract the right clients.

At Expro, we live by our values, People, Performance, Planet and Partnerships. People are always at the heart of our success. Performance is getting it right first time, every time. We're committed to reducing our environmental impact and we build relationships with our customers to understand their needs.

The only way to apply for a job at Expro is on our website. For more information around safe recruitment and how we recruit please visit our website at https://www.expro.com/careers/how-we-recruit/safe-recruitment

To apply for this opportunity please click on the 'Apply' button.

Find us at the following","Analytical Skills
Add,Client Requirements
Add,Client Visits
Add,Data Analytics
Add,Data Collection
Add,Data Processing
Add,Data Science
Add,Job Planning
Add,Log Analysis
Add,Presentations
Add,"
