Title,CompanyDetails,JobDetails,JobDescription,JobSkills
Data Analyst (On-site),"Central One Bataan Ph Inc. · Bagac, Central Luzon, Philippines 2 months ago · 7 applicants",On-site Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
Job Responsibilities

 Able to follow instructions and provide accurate and relevant data for daily operations. The process include: understanding data,

extracting, entering data, analysis and providing comprehensive insights to management

 Selecting and entering the data, products, checking their correctness
 Building knowledge and understanding of company’s product
 Alert and mindful in order to identify any potential glitches or data error from processes
 Striving for constant improvement by suggesting process changes and ensuring key performance metrics are met – on time delivery and

quality

 Create spreadsheets with large numbers of figures
 Perform regular back ups to ensure data preservation

Job Qualifications

 At least with diploma or college graduate
 Able to communicate in English
 Proficient in MS Excel and Google sheets
 Great attention to detail
 To be assigned and work on-site in BATAAN",
Operations Associate (Data Analyst),"Angkas · Manila, National Capital Region, Philippines 3 months ago · 403 applicants",On-site Full-time Associate,"About the job
Monitor current and the trajectory of demand and supply

Launch ad hoc promos and incentives

Process biker incentives and keep records of activity

Keep track of external issues that may have an impact on biker supply

Advise on potential ways to grow biker supply at different timeframes

Requirements

Other responsibilities may be added depending on the need.

College Graduate

1-year experience in Operations and related roles

Experience In Data Analysis Required

Extensive knowledge of Microsoft Office and its Google counterpart

Excellent written communication skills, well-spoken, and maintains grace under pressure.

Excellent Business Intelligence skills and attention to detail.

Excellent problem-solving skills.

Benefits

Why join Angkas?

Freedom of work
Work life balance
Free meal and use of gym
Opportunities for promotion
Competitive salary
Pay raise
Start-up environment
Multi-cultural and Agile work environment
Diversified use of technology","Data Analysis,Analytical Skills
Add,Analytics
Add,Attention to Detail
Add,Communication
Add,Data Analytics
Add,Operations
Add,Organization Skills
Add,Problem Solving
Add,Written Communication
Add,"
Analytics & Modeling Analyst,"Accenture in the Philippines · Mandaluyong, National Capital Region, Philippines 4 weeks ago · 78 applicants",Full-time Entry level,"About the job

Job Description



Will act as an advisor responsible for Sales & Operations in a geographical area or family of services.

Interpret data about sales, future sales, clients, etc. and do data storytelling using insights.

Assess strengths and weaknesses and recommend actions to help senior leadership achieve their sales plans and leverage on the standard tools delivered by our Center of Excellence and/or work with them to fill in gaps, when needed.

Support the design and execution of programs or initiatives.

Manage MS Access Databases and SharePoint Sites

Leverage existing processes and implement new processes to improve program performance and outcomes.

Handle program reporting (e.g., gather data, track metrics, and assemble status reports).

Analyze information and prepare management reports and other materials for leadership meetings.

Monitor and improve the accuracy of data within the operations systems; interface with other teams as needed to ensure data is updated correctly.

Support meetings and other communications for the program leads.


Job Qualifications


0 to 1 year of related experience in Analytics/Data Science

Power BI, Advanced Excel, and Data Modeling skills required.

Project is open to getting fresh graduates from Tier 1 schools with Analytics related courses.

Open for Individual Contributors","Analytics
Add,Analyze Information
Add,Communication
Add,Data Analytics
Add,Data Modeling
Add,Data Science
Add,Mathematics
Add,Microsoft Excel
Add,Modeling
Add,Statistical Modeling
Add,"
Data Analyst,"Infinit-O · Pasay, National Capital Region, Philippines 3 weeks ago · 45 applicants",Hybrid Full-time Entry level,"About the job
This is a remote position.

The Data Analyst will perform the functions outlined below:

Data entry lead for Deal team pipeline 
Entering deal information into Dealcloud (CRM), extracting important data points 

(sizing, underlying fund information and pricing, adding / updating pertinent fund level information

Creating Contact cards and company cards 
Communication with deal leads where follow up is necessary 
Managing data integrity for all funds and GP's 

Requirements Data Analyst

Graduate of any Bachelor’s College degree 
Proven experience as an Administrative Assistant, Virtual Assistant or Office AdminAssistant 
Knowledge of office management systems and procedures 
Proficiency in MS Office (MS Excel and MS PowerPoint, in particular) 
Excellent time management skills and the ability to prioritize work 
Attention to detail and problem solving skills 
Excellent written and verbal communication skills 
Strong organizational skills with the ability to multi-task","Data Analysis,Attention to Detail
Add,Communication
Add,Communication Training
Add,Data Analytics
Add,Data Visualization
Add,Oral Communication
Add,Organization Skills
Add,Problem Solving
Add,Skilled Multi-tasker
Add,"
Procurement Data Analyst,Remote Philippines · Philippines 2 weeks ago · 221 applicants,"PHP480,000/yr - PHP540,000/yr Remote Full-time Entry level","About the job
Remote Philippines

We are all about you, and that is the most important thing you need to know about us. We help you build your offshore team as easily, cheaply, and adaptable as possible.

We make an investment by working with you and your organization to develop a solution, locating the best employees with the best capabilities who fit your company, and preparing and getting your offshore crew set up and familiarised with your operations.

While we are aware of the variables that might derail even the most well-planned offshore projects, we help you when you run into problems and support you.

The Role

You Will Be Responsible For

Provide comprehensive support to the Procurement Officer, focusing on business inventory needs, supplier engagement, and order cycle management.
Track all inbound shipments, comparing them against Purchase Order (PO) estimated time of departure (ETD), estimated time of arrival (ETA), and flag any variances to management in a daily email. Variances may include date, quantity, route, SKU, or price.
Review and report on stock ordered and inbound quantities and values, categorized by vendor and country.
Monitor stock levels, sales, and customer allocation, promptly identifying and reporting any variances to management.
Propose new purchase orders based on demand files and stocking rules.
 Review open purchase orders (POs), and communicate with suppliers to ensure orders are on track for execution within the agreed manufacturing window to support PO ETD.
Key in purchase orders on behalf of management for review and assessment.
 Validate POs against invoices, historical pricing, and resolve any discrepancies.
Validate proposed consumption data against sales history and previous trends, highlighting variances to management.
Review customs clearance processes and prepare arrival documentation for clearance prior to vessel berthing.
Manage stock allocation process per customer through daily reports and coordination with procurement and warehouse.
Generate reports on vendor spend and shipment status.
Report any identified issues promptly.
Update the Demand Plan with actual consumption data each month to ensure up-to-date plans.
Maintain and update data for monthly reporting of Weeks of Supply (WOS) per vendor and SKU.
Attend monthly Procurement review meetings.
Maintain a 90% DIFOT (Delivery In Full, On Time) performance from vendors.
Ensure 99% price compliance from vendors.
Identify inbound or vendor issues before they occur with an 80% success rate.
Fully track all ocean deliveries within two weeks.
Achieve self-sufficiency in managing inbound shipments and supplier engagements within six weeks.
Track and report Weeks of Supply (WOS) information per vendor and SKU within six weeks.

Ideal Profile

You have at least 3 years experience, ideally within a Buying / Procurement or Data Analyst role.
You possess excellent negotiating skills with a strong ability to influence people of all levels.
You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.
You have working knowledge of Excel Formulas, Big Data Analytics and Procurement
You are a strong networker & relationship builder
You pay strong attention to detail and deliver work that is of a high standard
You are highly goal driven and work well in fast paced environments
Proven experience in procurement support or a similar role within a fast-paced environment.
Exceptional proficiency in Microsoft Excel, including advanced data manipulation using formulas and pivot tables.
Quick learner with the ability to adapt to new IT systems efficiently.
Familiarity with track and trace systems for obtaining information on international shipping.
Excellent verbal and written communication skills for effective collaboration and problem-solving.
Strong attention to detail, ensuring accuracy and quality in all tasks.
Ability to follow repetitive processes consistently and efficiently.
Analytical mindset with a passion for identifying variances and resolving issues.
Ability to communicate confidently and effectively in challenging conversations.

What's on Offer?

Opportunity within a company with a solid track record of performance
Join a market leader within Transport & Logistics
A role that offers a breadth of learning opportunities","Data Analysis,Attention to Detail
Add,Communication
Add,Data Analytics
Add,Data Manipulation
Add,Excel Formulas
Add,Pivot Tables
Add,Presentations
Add,Procurement
Add,Resolving Issues
Add,"
Data Analyst - Home Based,"VCC Link, Inc. · Metro Davao 1 month ago · 28 applicants",Remote Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
Help us EMPOWER people's lives. Join us and be a part of our Team!

✔️ CURRENTLY WORK FROM HOME SET UP (MIXED SET UP IN THE FUTURE)

✔️ FIXED WEEKENDS OFF AND DAYSHIFT SCHEDULE

✔️ MONTHLY ACTIVITY BREATHER

✔️ SALARY RANGE 16K-19K (Based on relevant experience)

Responsibilities

 Responsible for gathering data from the company/department's data server and reporting data for the section's internal and external management.
 Aid in the creation and execution of quality assurance system. Analyze and interpret patterns in complex data sets.
 Support the design, development and maintenance of HR analytical tools.
 Produce materials to go with all tools and software solutions and create standard and customized data for other reports.
 Create and execute processes for system testing, diagnosis, and troubleshooting.
 Oversee data analytics, reporting tactics, and the development and improvement of dashboards in system.
 Provide actionable insight and be in charge of developing and optimizing reporting dashboards and evaluating results.
 Work closely with other departments to prioritize business needs and find new ways to improve opportunities.
 Analyze the collected data in comparison to the advantages listed in the contract between the company and the Client.
 Consider and introduce automation to newly created process to eliminate human error.
 Evaluate performance data and establish benchmarks for future tracking.
 Contribute to data capture, storage and forecast analysis projects.

Qualifications

 Bachelor’s degree required, IT or Statistical related course w/ at least 6 months of related experience.
 Advance knowledge in Excel such as but not limited to: Formulas and Functions, PivotTables and PivotCharts, Data Analysis Tools, Macros and VBA (Visual Basic for Applications), Spreadsheet Optimization and Efficiency, Troubleshooting and Error Handling and Data Cleaning and Transformation.
 Proficiency in presenting data visually through charts, graphs, and dashboards to effectively communicate insights and findings.
 Advanced statistical knowledge.
 Advanced proficiency in Microsoft Office applications
 Good verbal and written communication skills.
 Demonstrated success with stakeholder management.
 Highly preferred good working knowledge of Human Resources processes, HRIS applications and ATS
 Able to work independently and perform work efficiently in a fast-paced environment under the pressure of completing deadlines.","Analytics
Add,Business Insights
Add,Communication
Add,Dashboards
Add,Data Analytics
Add,Data Visualization
Add,Graphs
Add,Presentations
Add,Quality Assurance
Add,Written Communication
Add,"
Threat Intelligence Analyst,ActiveFence · Metro Manila 2 weeks ago · 28 applicants,Remote Full-time,"About the job
As a Threat Analyst, Intelligence Desk at ActiveFence, you will play a pivotal role in ensuring the safety and security of our client platforms’ users and digital assets. You will focus on identifying and analyzing cyber threats and attacks, and working to understand the tactics, techniques, and procedures (TTPs) of threat actors. This will involve conducting in-depth investigations to track down the sources of malicious activity, and engaging in red-team activities to test and improve our clients' defenses or policies.

Your work may require you to build new intelligence models that are tailored to the specific needs of our clients. To excel in this role, you must be able to balance multiple projects simultaneously, work well under pressure, and demonstrate a keen eye for detail. You will be working in a highly technical environment that requires a deep understanding of cybersecurity principles and practices.

Responsibilities:

Identifying and analyzing Trust and Safety risks and cyber threats and attacks, including but not limited to fraud, phishing, malware, and social engineering tactics.
Conducting in-depth investigations to track down the sources of malicious activity and to gather intelligence on threat actors.
Engaging in red-team activities to test and improve our clients' defenses against cyber attacks.
Building new intelligence models that are tailored to the specific needs of our clients.
Collaborating with other members of the team to share information and insights on cyber threats and attacks.

Requirements:

Skills & Qualifications

Fluent in English or a native speaker -must
Additional language speaker- advantage
Extensive experience in web intelligence (WEBINT) and open-source intelligence (OSINT).
Fundamental knowledge of dark web investigation and source collection, as well as network, DNS, and web security.
Strong analytical skills, with a methodological approach to analyzing and interpreting online data.
A background in Python or data analysis is an advantage.
Proactive and independent, with a can-do attitude.
Able to work effectively in a fast-paced and highly technical environment.
Curious and motivated, with a passion for learning new things.
Excellent attention to detail.
Quick learner of new practice areas and technological tools.
Proficient in Excel/Google Sheets.
Capable of dealing with harsh content at times.
Full-time availability is a must.

About ActiveFence:

ActiveFence is the leading tool stack for Trust & Safety teams, worldwide. By relying on ActiveFence’s end-to-end solution, Trust & Safety teams – of all sizes – can keep users safe from the widest spectrum of online harms, unwanted content, and malicious behavior, including child safety, disinformation, fraud, hate speech, terror, nudity, and more.

Using cutting-edge AI and a team of world-class subject-matter experts to continuously collect, analyze, and contextualize data, ActiveFence ensures that in an ever-changing world, customers are always two steps ahead of bad actors. As a result, Trust & Safety teams can be proactive and provide maximum protection to users across a multitude of abuse areas, in 70+ languages.

Backed by leading Silicon Valley investors such as CRV and Norwest, ActiveFence has raised $100M to date; employs 300 people worldwide, and has contributed to the online safety of billions of users across the globe.","Analytical Skills
Add,Attention to Detail
Add,Critical Thinking
Add,Cyber Threat Intelligence (CTI)
Add,Data Analytics
Add,Geospatial Intelligence
Add,Google Sheets
Add,HUMINT
Add,Source Intelligence
Add,Web Intelligence
Add,"
E-Commerce Data Analyst (Philippines),1840 & Company · Philippines 1 week ago · 53 applicants,Remote Full-time Entry level,"About the job
We are looking candidate for a financial technology company based in New York that specializes in providing innovative financial solutions to emerging brands that are implementing eCommerce, retail, and omnichannel growth strategies.

In this role, you will play a pivotal role in helping our e-commerce customers build data models and dashboards to operate their business. Your contributions will help the company build data models and data dashboards for consumer goods brands that sell their products via ecommerce and retail channels. In this role, you will serve as an integral member of the data engineering team, reporting directly to the Head of Data .

This role is 100% work from home.
Salary Rate: 7 USD per hour

Responsibilities:
Build DBT models and transformations 
Build dashboards in Looker/Tableau
Communicate with brand customers directly to capture requirements and verify satisfactory delivery of data outputs. 
Clarify and document clear definitions of metrics and measures from a brand specific perspective 
Educate and provide guidance to team members on CPG Brand specific data needs and concerns 
Qualifications:
At least two (2) years of experience with DBT modeling ecommerce, marketing, financial, web traffic, or retail data. 
At least two (2) years of experience with Tableau or similar business intelligence tool. 
At least three (3) years of experience working directly for US, UK, Australian or Canadian customer brands selling products in ecommerce or in retail, building data models and dashboards. 
Extensive knowledge of key metrics used by consumer brands, including 
the nuances of how each metric might be calculated, 
how to clean and process raw data to provide a more accurate metric 
Impeccable attention to detail to ensure data accuracy.
Superb interpersonal skills across a variety of communication styles.
Proactive and assertive approach to identifying process improvements.
Extreme intellectual and personal integrity.
Capable of operating in a fast paced environment with changing priorities and deadlines.
Possesses impeccable English language communication skills in both written and verbal
Aquiet, private placein your home where you can work without background
Benefits
Work from home
Access to diverse projects
Opportunities for professional growth
Collaboration with diverse teams
No commute time
No dress code (unless there’s a meeting!)
Eco-friendly work lifestyle
Exposure to a multicultural team
Potential for long-term engagement
Improved work-life balance
About 1840 & Company
1840 & Company is a global leader in Business Process Outsourcing (BPO) and remote talent solutions, dedicated to propelling businesses forward through our comprehensive suite of services. We specialize in connecting companies with world-class freelance professionals and delivering top-tier outsourcing services, across over 150 countries worldwide.
Our mission is to empower growth for forward-thinking businesses, seamlessly bridging any skill or resource gaps with our expertly vetted talent pool. We firmly believe in fostering an environment where exceptional individuals can achieve an optimal work-life balance, working remotely from any location, while maximizing their professional growth and earning potential.
We are headquartered in Overland Park, KS, USA with service delivery facilities in the Philippines, India, Ukraine, South Africa and Argentina. We invite you to explore the opportunities we offer and consider joining our exclusive network of global freelance talent. Visitwww.1840andco.comto learn more about us. To explore a wealth of career opportunities and find a role that suits your unique skills and aspirations, please visit our dedicated jobs portal atjobs.1840andco.com","Business Intelligence (BI)
Add,Consumer Branding
Add,Dashboards
Add,Data Analytics
Add,Data Models
Add,E-Commerce
Add,Key Metrics
Add,Tableau
Add,Web Analytics
Add,Web Traffic
Add,"
2023-7062_Data Analyst (French),"Arch Global Services (Philippines) Inc. · Quezon City, National Capital Region, Philippines 1 week ago · 2 applicants",On-site Full-time,"About the job
Company Description

AGSI was incorporated in April 2016. We are committed to supporting the goals of Arch divisions through exceptional service delivery. We pride ourselves on maintaining flexibility and responsiveness to adapt to business unit and industry demands while focusing on sound project management. We are dedicated to growing and developing our employees as we build strong teams with strategic leadership.

Job Description

The data analyst is responsible for collection, organization, interpretation, analysis, scrubbing, documentation and dissemination of complex data sets. The candidate will provide analysis, will process and normalize the data to ensure data integrity and will create queries, views and reports. The candidate will review, input reinsurance submission data, set up the Property pricing models, create a comparison to the expiring contract wording, and document files in the directory after business is bound. Communication with the underwriters is essential.

Interpret data, analyze results, and provide ongoing reports
Develop and implement data collection systems and other strategies that optimize statistical efficiency and data quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in a complex data sets
Filter and scrub data, and review reports and performance indicators to locate and correct code problems
Locate and define new process improvement opportunities

Qualifications

Required

Technical Skills Proficiency Level Required (R) /Optional (O)

Microsoft Excel 1 R

VBA/Excel 1 O

SQL 1 O

Microsoft Access 1 O

Microsoft Office Suite 1 O

At least four (4) years’ experience in Insurance industry (preferably with working knowledge in Property Insurance)
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Excellent communication and interpersonal skills
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Knowledge of statistics and experience using statistical packages for analyzing large datasets (Excel, SPSS, SAS, etc.)
Knowledge of and experience with reporting packages (Business Objects, etc.) ad databases (SQL, etc.)
Adept at queries, report writing and presenting findings

Additional Information

Bachelor’s Degree in business, Computer Science, Mathematics, Economics, Information Management or Statistics","Data Architecture
Add,Data Integrity
Add,Data Modeling
Add,Data Models
Add,Data Science
Add,Presentations
Add,Property Claims
Add,R (Programming Language)
Add,Report Writing
Add,Visual Basic for Applications (VBA)
Add,"
Data Analyst or Researcher,"VuLeap, Inc · San Pablo, Calabarzon, Philippines 1 month ago · 16 applicants",Hybrid Full-time Entry level,"About the job
This job is sourced from a job board. Learn More
We are seeking a reliable, organized, detail-oriented DATA ENTRY to join our growing team. Candidate should be a focused, quick thinker who can comfortably handle and process large quantities of data accurately and effectively.

Responsibilities

 Responsible for reviewing source data and processing documents.
 Collecting and entering data into databases and various online platforms
 Gather and analyze data to generate information that helps others make decisions.
 Ensure all entered data are accurate and complete.
 Generate reports based on findings.

Qualifications

 Bachelor’s Degree
 Fresh out of College is welcome!
 With Academic Excellence, Cum Laude, Dean Lister & Scholar is a plus!
 Computer literate with experience using Microsoft Suite and other data entry programs (Excel, Access)
 Ability to quickly process and organize information
 High attention to detail
 Adept at file management (both digitally and manually)
 Able to effectively time-manage and prioritize tasks
 Strong troubleshooting and critical thinking skills
 Finishes work in an efficient and timely manner

send your application: phoffice.recruitment@gmail.com",
