Title,CompanyDetails,JobDetails,JobDescription,JobSkills
"Senior Data Analyst | Onsite, Night Shift | Up to P65K","GoTeam · Cebu, Central Visayas, Philippines Reposted 1 week ago · 82 applicants",On-site Full-time Mid-Senior level,"About the job
GoTeam is seeking a dynamic and experienced Senior Data Analyst to join our team. In this role, you will be a pivotal player in driving business growth through insightful data analysis and strategic decision-making. If you possess a proven track record of uncovering valuable insights from complex datasets, transforming them into actionable recommendations, and guiding cross-functional teams, we invite you to contribute to our data-driven success story.

In This Position, You Will Be

Conducting a thorough analysis of extensive datasets utilizing advanced statistical techniques, data mining, and cutting-edge analytics tools to identify pertinent trends, patterns, and correlations with direct implications for business strategies.
Translating intricate data findings into clear, actionable insights that play a pivotal role in shaping business strategies
Developing comprehensive reports, intuitive dashboards, and impactful visualizations to present analytical outcomes effectively to stakeholders, ensuring that data-driven insights are readily accessible to both technical and non-technical audiences.
Collaborating closely with cross-functional teams to aggregate, cleanse, and preprocess data from diverse sources, ensuring the utmost accuracy and integrity of the data.
Constructing and validating predictive models that forecast trends, behaviors, and outcomes, empowering proactive decision-making
Playing a pivotal role in refining the organization's data strategy, encompassing data governance, quality benchmarks, and optimal practices for maximizing data utilization.
Forging strong partnerships with business units, data engineers, and fellow analysts to delineate data requisites, disseminate insights, and foster the adoption of data-driven solutions.
Staying abreast of the latest advancements in data analysis techniques, tools, and technologies, applying them judiciously to elevate the caliber and efficiency of analytical processes.
Extending mentorship and guidance to junior analysts, nurturing a culture of learning, collaboration, and perpetual advancement within the team.
Effectively managing and prioritizing multiple concurrent projects, ensuring the punctual delivery of high-quality outcomes.


Skills And Qualifications

Bachelor's or Master's degree in a quantitative field such as Statistics, Mathematics, Computer Science, Economics, or a related discipline. Advanced degrees are a plus.
3-5 years of demonstrable experience as a Data Analyst, showcasing an impeccable record of tackling intricate data analysis.
Proficiency in data analysis tools such as Python, R, SQL, and data visualization platforms like Tableau, Power BI, or equivalent tools is mandatory.
Sound grasp of statistical concepts and hands-on familiarity with predictive modeling techniques.
Exceptional problem-solving acumen, with a proven ability to dissect and address business challenges through data-derived insights.
Proficient communication skills, capable of conveying technical insights to non-technical stakeholders in a clear and coherent manner.
Proficiency in employing data manipulation, transformation, and cleansing methodologies.
Previous experience in mentoring or leading junior analysts is highly desirable.
Familiarity with cloud platforms (e.g., AWS, Azure, Google Cloud) and big data technologies is a plus
Keen attention to detail and a commitment to keeping pace with the latest industry trends and innovations.


Work Setup

Work onsite
Night Shift 


Your Benefits

Company-provided laptop and an extra monitor for enhanced productivity and convenience.
7 Habits of Highly Effective People Training.
Your copy of ""Little Black Book for Stunning Success""
Exceed Institute, Masterclass and GoTeam Cares program to help you navigate life and build a rich and connected family life.
Get HMO coverage from day one for you and a dependent, with P200K coverage, private room benefits, and P10K medication reimbursement for both. Extend this healthcare opportunity to up to four additional dependents, including your common law partner.
24/7 access to counseling support for mental health through our Employee Assistance Program (EAP), helping you thrive amid parenting challenges, stress, or relationship issues.
Free legal advice and financial consultations as part of the EAP.
P1,000,000 Life Insurance coverage.
Access to personal loans upon regularization, repayable via salary deduction.
Leave policy granting 10 days of annual leave, increasing to 15 days after one year.
Welcome gift on your first day.
Monthly Discover You lunch featuring CEO presentations, leadership training, and Values Awards.
Monthly gratitude celebrations and prizes, including Trivia, Talent Night, Personal Development, and Acoustic Nights.
Welcome Tea with the CEO and work anniversary celebrations.
Earn P10K employee referral bonus and a chance to win a trip for two (2) to Bali, Indonesia.
Regular employees are provided with the convenience of accessing personal loans, which are easily repayable via salary deductions.


Your Family's Benefits

24/7 access to confidential counseling support for mental health for four family members through our Employee's Family Assistance Program (EFAP).
Preventive Care: Health Education Counseling on diet or exercise, periodic monitoring of health problems, family planning counseling, four (4) wellness sessions, 5 sessions of Mindcare Counseling per member per year with ₱5,000 reimbursement once the 5 sessions are fully consumed.
Free legal advice and financial consultations for four family members as part of the EFAP.
Free Telemedicine for four family members.
Personal invites for your family members to our monthly virtual events, with opportunities to win prizes.


Our Story

In 2014, our CTO and Founder Matt Kesby starts Go-Virtual Assistants (GO-VA) with one full-time member. The following year, CEO Fiona Kesby moves to Cebu to be onsite as the company scales. She emphasizes that the best way to attract talent is to take exceptional care of them.

In 8 years, GoTeam has grown its client base to business owners from Australia, the U.S., U.K. and Singapore, among others. Working with highly skilled and motivated team members in GoTeam gives these businesses all the benefits of outsourcing and offshoring, without any of the complications and additional costs of starting their own office locally.

The warmth and welcoming culture of GoTeam starts from Day 1, with our Chief Happiness Officers providing each new team member with a Welcome Kit. HMO Coverage for yourself and 1 dependent kick in on Day 1 as well.

Among GoTeam’s core values are Discovery and Humility. (The overarching one is Care.) Fiona sets an example of leading by these values by consistently encouraging team members to read and discover new skills, industry best practices, and advice for leadership, self-care, and growth.

Monthly “Discover You” events are being held to ensure that the entire company is up-to-date with current developments, celebrate wins from the previous month, and acknowledge those team members who have made an impact in their clients’ businesses and exceed expectations as well.

At GoTeam, no team member is left behind. Everyone is heard and made to feel that they truly belong.

Learn more about Our Culture here: https://go.team/ph/our-culture/

Work Set-up

Office","Data Analysis,Analytics
Add,Data Analytics
Add,Data Manipulation
Add,Data Science
Add,Data Visualization
Add,People Training
Add,Predictive Modeling
Add,Seven Habits of Highly Effective People
Add,Statistical Concepts
Add,"
Senior Data Analytics Analyst,"HGS - Hinduja Global Solutions · Quezon City, National Capital Region, Philippines 1 week ago · 27 applicants",On-site Full-time Mid-Senior level,"About the job
Qualifications: 
BPO experience is an advantage
Must be willing to work in shifting schedules
Graduate in any Bachelor's/College Degree in Statistics or Mathematics or equivalent is preferred
Required language(s): Written & Verbal English
1-4 years of experience in analytics is preferred

Essential Skills
Knowledge & Experience in using Minitab & MS Office. Knowledge in handling statistical/ visualization/ scripting platform is preferred
Experience in using R studio, Power BI, SQL and Python
Analytical and problem-solving skills
Excellent customer service skills
Present data and articulate self well
Consistently demonstrate sound judgment
Mentor and develop reports
Rapidly get to the root cause of issues
Design appropriate analysis support the team to implement analysis
Communication Skills (Spoken)
Communication Skills (Written)
Customer Service Orientation
Sense of Urgency
Passion for Excellence
Working in Teams/Interpersonal Skills
Work Organization
Drive for Results/Execution
Thriving in Change
Expertise/Analytical Skills
Training Needs Analysis


Must be amenable to work onsite in Bridgetowne, Quezon City
Opening is only for PH residents","Statistical Data Analysis,Analytical Skills
Add,Data Analytics
Add,Mathematics
Add,Minitab
Add,Python (Programming Language)
Add,"
Lead Analytics Consultant,"Wells Fargo · Taguig, National Capital Region, Philippines Reposted 3 weeks ago · 16 applicants",On-site Full-time Mid-Senior level,"About the job
About This Role

Wells Fargo is seeking a Lead Analytics Consultant...

In This Role, You Will

Advise line of business and companywide functions on business strategies based on research of performance metrics, trends in population distributions, and other complex data analysis to maximize profits and asset growth, and minimize operating losses within risk and other operating standards
Provide influence and leadership in the identification of new tools and methods to analyze data
Ensure adherence to compliance and legal regulations and policies on all projects managed
Provide updates on project logs, monthly budget forecasts, monthly newsletters, and operations reviews
Assist managers in building quarterly and annual plans and forecast future market research needs for business partners supported
Strategically collaborate and consult with peers, colleagues, and mid-level to senior managers to resolve issues and achieve goals
Lead projects, teams, or serve as a peer mentor to staff, interns and external contractors

Required Qualifications, US:

5+ years of Analytics experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education

Required Qualifications, International:

Experience in Analytics, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education

Desired Qualifications:

Knowledge in: SAS, SQL, Database Management, Project Management, Requirements Elicitation and Documentation, Development and Testing
Minimum 4+ years' experience in SAS programming
Banking experience

Job Expectations:

Participate in the daily operations of data requirements gathering, data sourcing, and data mart development and implementation that will support new and existing monitoring strategy development and execution as well as risk metric reporting for the Consumer Bank
Partner with our internal and external partners to identify potential data sources in-line with overall Enterprise data strategy
Work in close partnership with Wells Fargo Technology and DMI on the design, development and implementation of analytical tools, infrastructure, and data environment enhancements required to support robust supervision, oversight and surveillance capabilities that are scalable across Consumer Banking
Amenable to work on a mid-schedule

We Value Diversity

At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, status as a protected veteran, or any other legally protected characteristic.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.

Drug and Alcohol Policy

Wells Fargo maintains a drug free workplace. Please see our Drug and Alcohol Policy to learn more.

Reference Number

R-317088","Data Analysis,Analytics
Add,Budget Forecasting
Add,Data Analytics
Add,Database Administration
Add,Databases
Add,Elicitation
Add,Requirements Gathering
Add,SAS (Programming Language)
Add,SAS (Software)
Add,"
Business Intelligence I Associate Analyst,"Infosys · Taguig, National Capital Region, Philippines 1 day ago · 25 applicants",On-site Full-time,"About the job
Earn competitive salary package plus benefits!

Join Infosys BPM and work for its client who is number 1 Customer Relationship Management (CRM) platform in the world! We are looking for dynamic and detail-oriented, Reports Analyst to join our growing team.

Job Highlights:
HMO for Employee and 2 Dependents (Day 1)
Quarterly performance bonus.
Outstanding career development opportunities & career progression
Candidate must join our Service Desk Campaign

Key Responsibilities:
Provide feasibility analysis for projects undertaken and participate in business requirements discussion with the different operations team/s.
Experience in interacting with business users, self-starter ready to work with minimal inputs.
Ability to design Excel applications that interact robustly with users.
Develop and maintain dashboards using advanced excel (Formula and charts)
VBA (Visual Basics for Application) - Develop and maintain Excel macros, Excel/Access-based, VB Script apps, web-based macro and mainframe automation.
 Key Requirements:
College Graduate
With at least 3years of hands-on experience in Tableau, VBA, SQL, Macro, and Power BI.
Strong proficiency in Excel, including advanced skills in creating charts, pivots, slicers, formulas, and dashboard views.
Good understanding of client server architecture, good interpersonal, analytical, and written communication skills.
Must be amenable to work onsite in BGC, Taguig.

Why Infosys BPM Philippines:
Quarterly Performance Bonus
24 Leaves annually
Competitive HMO and Life Insurance for the employee and 2 eligible dependents upon hire
Outstanding career development opportunities and fast track career progression
Enjoy a fair work-life balance.
Learning and Development Trainings
We value Inclusion and Diversity
Great Place to Work Certified","Analytical Skills
Add,Business Intelligence (BI)
Add,Business Process Management
Add,Business Requirements
Add,Communication
Add,Customer Relationship Management (CRM)
Add,Macros
Add,SQL
Add,Visual Basic for Applications (VBA)
Add,Written Communication
Add,"
Data Analyst work from home,"Cyberbacker Careers · Quezon City, National Capital Region, Philippines 7 hours ago · 22 applicants",Remote Full-time,"About the job
RESPONSIBILITIES:
Accountable for real-time reporting and diagnosing trends on key performance metrics.
Generating daily to weekly and monthly to yearly KPI reports.
Ensuring data is current and accurate for assigned division.
Working in partnership with leadership.
Consistently reviewing duplicate records.
Using multiple data sources to update incorrect or incomplete data points.
Creating standard QC reports to identify and correct data issues.
Implementing processes for data collection, cleanup, maintenance, analysis, and validation for organization-wide data.
REQUIREMENTS:
Intermediate to advanced MS Excel skills.
High accuracy and orientation to quality.
Strong verbal and written communication skills.
Inquisitive & Analytical – search for meaning and patterns in data.
Organized & Strategic – align analysis/reporting with business needs.
Takes initiative – proactively communicates with the team and identifies areas of opportunity.
Experience working in a team-oriented and collaborative environment.

Perks and Benefits:
Work from Home
Earn in Dollars
Training Included
MST Working Time

Please note that shortlisted candidates will receive an application invite from our team thru your email address. Check your inbox or spam messages from time to time.","Analytical Skills
Add,Communication
Add,Data Analytics
Add,Data Visualization
Add,KPI Reporting
Add,Key Performance Indicators
Add,Microsoft Excel
Add,Performance Metrics
Add,Quality Control
Add,Written Communication
Add,"
Data Analyst (Open for Freelance) - Ortigas,"ManpowerGroup · Pasig, National Capital Region, Philippines 2 weeks ago · 89 applicants",On-site Contract Associate,"About the job
To support the Data & Analytics Function under the CDMO team (Chief Digital and Marketing Office) by driving key analytics reports focused on consumer & market intelligence, media, ecommerce and CRM through data processing and analysis.

BAU/Monthly maintenance of key data reports on Power BI and Excel
Ad-hoc analytics projects, with data querying and modelling 
Data visualization and storytelling

Qualifications: 
College Graduate (Bachelor’s) Management, Computer Science, Management Information Systems, or related-business courses.
1-2 yrs in Cosmetics & Beauty, Consumer Goods, Pharma and/or Banking & Finance (Any data analytics or processing related roles)
Intermediate Excel Skills, Power BI and Power Query, SQL, Python (nice to have)
Good communication skills, can communicate complex and technical ideas into simpler concepts to drive maximum impact with stakeholders","Data Analysis,Analytics
Add,Business Intelligence (BI)
Add,Communication
Add,Data Analytics
Add,Microsoft Excel
Add,Microsoft Power Query
Add,Python (Programming Language)
Add,SQL
Add,VBA Excel
Add,"
Data and Reports Analyst,"Dynata · Cebu, Central Visayas, Philippines Reposted 1 week ago · 194 applicants",Full-time Mid-Senior level,"About the job
Responsibilities for Reporting Analyst

Design business analysis and data recording systems for use throughout the department
Maintain databases and perform updates as necessary to ensure accuracy
Regularly examine data reports to locate and resolve mistakes throughout
Accurately analyze and collect data for various types of business reports
Create business reports that provide insight into key data points
Communicate the results of data analysis in written and verbal form to managers
Support various departments, including marketing and sales, in reaching their goals through analysis
Monitor data to identify changes in financial and business trends

Qualifications For Reporting Analyst

One to three years of experience as a financial or business analyst
Experience in SAP, object-oriented programming and other data analysis programs
Analytical skills that allow for the development of data-driven reports
Demonstrated ability to manage time and prioritize projects to meet deadlines
Ability to use SQL and Microsoft Excel to create pivot tables, graphs and charts
Strong written and verbal communication skills to effectively relate data to coworkers
Excellent critical thinking skills to help solve business problems and make decisions
Tendency to pay close attention to small details that could impact results
General knowledge of business operations, objectives, strategies, process and information flow

We Offer The Following Perks To Our Successful Applicants

 Competitive Compensation Package
 Free Shift Meals
 Performance Based- Bonuses *
 Paid Vacation and Sick Leaves *
 Rice and Transportation Allowance *
 Free Medical and Dental Benefits *
upon regularization

Dynata is one of the world’s leading single providers of first-party data contributed by people who opt-in to member-based panels that the company manages and maintains. With a reach that encompasses 60+ million people globally and an extensive library of individual profile attributes collected through surveys, Dynata is the cornerstone for precise, trustworthy quality data. The company has built innovative data services and solutions around this core asset to bring the voice of the individual to the entire marketing spectrum, from market research to marketing and advertising. Dynata serves nearly 6,000 market research agencies, media and advertising agencies, consulting & investment firms and healthcare and corporate customers in the Americas, Europe, and Asia-Pacific.","Data Analysis,Critical Thinking
Add,Data Analytics
Add,Decision-Making
Add,Object-Oriented Programming (OOP)
Add,Pivot Tables
Add,SAP ERP
Add,SAP FICO
Add,Statutory Accounting Principles (SAP)
Add,Thinking Skills
Add,"
DATA SCIENCE ANALYST | IT | SB FINANCE (MAKATI),"Security Bank Corporation · Makati, National Capital Region, Philippines Reposted 2 weeks ago · 435 applicants",Hybrid Full-time Entry level,"About the job
About Security Bank

We are the Philippines’ largest independent bank, having won countless awards over the years including the most prestigious industry award in both 2015 and 2016—the Bank of the Year – Philippines by The Banker.

We’re changing how people bank. From the moment customers enter our branches to their experience online, we make them feel valued and empowered.

Now, with more than 300 branches spanning the country, BetterBanking has become the gold standard in improving the banking lives of millions of Filipinos. But we’re far from done.

In our constant pursuit of excellence and improvement, we create teams that support our business and each other.

The Role

As Data Science Analyst, responsible for end-to-end process of data migration, database admin and data science initiatives - to and from different platforms. Plan, implement, and manage varying forms of data migration, data science, data administration and testing to and from different platforms, applications, and / or environments

How You'll Contribute

Meet with stakeholders to gather and understand data migration, data science, data administration initiatives/Projects requirements and needs. Coordinate with different stakeholders to gather data for migration and ensure its availability, integrity, and completeness. He/she must ensure data integrity and wholeness. Ensure compliance with regulatory requirements and guidelines for all migrated data Ensure compliance with the technology platform. Understand data migration, data science, data administration initiatives/Projects initiatives, impact on business and ensure positive results of the migration. 
Plan, develop and implement data migration and data science projects and/or activities, including actual data migration, data science, data administration initiatives / Projects and conversion. Lead and manage all data migration, data science, data administration initiatives / Projects initiatives, activities, and/or projects. Manage risks and potential impacts of the whole migration life cycle, especially on production systems. Documentation of the whole migration life cycle, including but not limited to process, testing scripts, results etc. 
Develop and propose best practices for all data migration, data science, data administration initiatives/Projects, including data collection methods, templates, scripts, and other materials needed for data migration, data science, data administration initiatives / Projects. Audit systems and deployments and identify areas of improvement for data migration, data science, data administration initiatives / Projects 
Gather, clean, analyze, interpret, or translate data effectively between systems, apps or software. Coordination with multiple internal and external entities is required. Oversee and ensure the success of data migration, data science, data administration initiatives / Projects by directly validating the results free from error, corruption or alike. Ensure security compliance of data. 
Plan, develop and implement business analytics projects and/or activities. 
In-depth understanding of database systems and software (web, API, etc), including but not limited to entity-relationship, database independence, application-database relationships, SQL, etc.

What We’re Looking For

Bachelor's / College Degree
Computer Science/Information Technology, Business Studies/Administration/Management, Commerce, Finance/Accountancy/Banking
Audit & Taxation, Banking and Financial, IT-Software, Process Design & Control, Data Migration, Data Science
Accounting/Audit/Tax Services, Banking, Financial Technology/Fintech, Information Technology
Certification / Professional License - NA
In-depth skills using MS Application especially MS Excel, MS Word, MS Access, MS PowerPoint.
Intermediate understanding of UAT Sprint Demo, Sprint Planning, Agile concepts.
Intermediate understanding of databases and applications such as but not limited to Java scripting, MS SQL, Oracle etc.
Intermediate understanding of SQL (standard-query-lang), scripting languages.
Intermediate ability to develop scripts.
Strong attention to details. Keen to details.
Extensive experience in data migration preferred
Effective in presenting, negotiating, and communicating with all levels of the organization","Computer Science
Add,Data Administration
Add,Data Analytics
Add,Data Migration
Add,Data Science
Add,Database Administration
Add,Databases
Add,Query Writing
Add,Sprint Planning
Add,User Acceptance Testing
Add,"
Laboratory Data Analyst,"IQVIA · Pasig, National Capital Region, Philippines Reposted 2 weeks ago · 33 applicants",On-site Full-time,"About the job
Essential Functions

Capable of taking up, independently or providing inputs for, SAS programming activities pertaining to ongoing study requirements or any other adhoc projects in the department
Create and/or review all appropriate data management documents
Understand and comply with core standard operating procedures and working instructions
Develop and maintain good communications and working relationships with LDM team. Serve as back-up for other Data Team Leads
Interact with internal and external team members to negotiate timelines and responsibilities
Train and mentor junior staff in DM expertise
Ensure service and quality meet agreed upon timelines and deliverables in data transmission agreements. Ensure quality checks performed on data files before transmission and obtain peer-review where required. Review own work for accuracy and completeness
Record all evidence of the data transmission process from data file definition to closure of study
Ensure that all specification and design documentation are filed and stored according to company policy
Ensure the internal and external customer queries are timely addressed and resolved effectively
Multiple communication styles and skill to effectively broker, audience specific [peers, senior team members, internal/external customers] business and interpersonal relationships that lead to positive outcomes and successful business results
Perform other duties as directed by the functional manager
Serve as Local/External Lab Lead for global studies, which includes being the primary local lab contact for customers, CRAs, and site monitors
Acts as resource for researchers, Medical Technologist, Clinical Laboratory Scientists, Medical Laboratory Technicians and/or Assistants in the technical area to resolve data questions
Provides scientific and technical advice and communicates appropriately to ensure delivery to the customer's satisfaction, on time and within budget
Develops formal documentation for position as required by operating procedures, many of which outline specific requirements for managing local lab data
Manages the delivery of projects through full data management study life-cycle, from setup to lock
Supports the identification and resolution of service level issues, as well as the proactive development of contingency plans to mitigate laboratory risk
Works with customers, scientific team, data managers and internal team members to manage issue escalation, workload projections, and provide technical expertise
Interacts and communicates with internal and external customers to ensure that timelines are met and that data is delivered following company guidelines and regulatory compliance
With guidance, manages project timelines and quality issues, and identifies and justifies out-of-scope client requests
Assists internal team with data entry, review and validation of laboratory reports, and serves as back-up contact when needed
Performs comprehensive quality control and edit check procedures
Supports service delivery with comprehensive process and technical expertise in executing projects which includes identifying and resolving issues. Effectively works on corrective and develop preventive action plans

Qualifications

Bachelor's Degree in healthcare-related fields
Prior experience in Data Management and SAS Programming will be a bonus
Good customer-focus perspective with skill to guide customer communications and customer management
Good attention to detail to anticipate, address and/or escalate issues, with aptitude to embrace and be conduit for change.
Good project and task management capabilities and ability to manage multiple projects and tasks simultaneously.
Effective problem solving skills as well as ability to proactively identifying process improvements which reduce operational costs and maintain quality.
Quality conscious with high degree of ethics and integrity carrying out duties in accordance to laws, regulatory standards, and with company policies and procedures. Proficiency in Windows operating systems (user-level skills), Microsoft Office applications.
Good understanding of medical, clinical research, and Lab Data Management process and terminology. Working knowledge on various regulatory requirements such as FDA, ICH, ISO HL7, and GLP (Good Laboratory Practices).

Q² Solutions, IQVIA’s laboratory business, creates connected intelligence by combining our expertise, technology and analytics - this fuels unparalleled research & development solutions. We uphold a deep commitment to patients, sites, customers, and each other. https://www.q2labsolutions.com/careers","Attention to Detail
Add,Communication
Add,Data Transmission
Add,Good Laboratory Practice (GLP)
Add,Green Loan Principles (GLP)
Add,Problem Solving
Add,Regulatory Standards
Add,Resolving Issues
Add,SAS (Programming Language)
Add,SAS (Software)
Add,"
AC Manila - Data Analytics & Visualization Analyst,"PwC Acceleration Center Manila · Pasig, National Capital Region, Philippines Reposted 1 week ago · 75 applicants",On-site Full-time Associate,"About the job
Line of Service

Advisory

Industry/Sector

Not Applicable

Specialism

Advisory - Other

Management Level

Associate

Job Description & Summary

A career within Data and Analytics services will provide you with the opportunity to help organisations uncover enterprise insights and drive business results using smarter data analytics. We focus on a collection of organisational technology capabilities, including business intelligence, data management, and data assurance that help our clients drive innovation, growth, and change within their organisations in order to keep up with the changing nature of customers and technology. We make impactful decisions by mixing mind and machine to leverage data, understand and navigate risk, and help our clients gain a competitive edge.

Our team provides organisations with data driven innovation strategies and processes needed to realise their organisational goals. As part of the team, you'll help with client specific functions like new product development, research and development, technology assessment, and product/services engineering.

Work closely with project lead and stakeholders to understand and maintain focus on their analytical needs, including identifying outliers and exceptions, and deliver actionable insights to relevant decision-makers.
Proactively analyze data to answer key questions from stakeholders or out of self-initiated curiosity, investigate and communicate areas for improvement in efficiency and productivity. 
Create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting components from multiple data sources. 
Define and implement data acquisition and integration logic, selecting appropriate combination of methods and tools within defined technology stack to ensure optimal scalability and performance of the solution.
Build repetitive workflows to transform complex data into usable format while maintaining the integrity of data. 
Identify automation opportunities and implement workflows.
Bachelor's Degree in Statistics, Economics, Mathematics, Data Science, Business or related course
At least 1 year experience working with SQL and VBA is required for Analyst Level and at least 3 years of experience for Senior Analyst Level 
Preferably with experience in any of the following tools/programming language: 1. data analysis tool (i.e. Alteryx), 2. data visualization tools (i.e. Tableau, PowerBI, Qliksense) - R, Python, Strata
Advanced skills in Microsoft Office Tools 
Excellent English communication (written and verbal)
Team player with the ability to engage in diverse and international teams 
Good analytical skills 
Ability to analyze large datasets and create workflows 
Strong attention to detail


Education (if blank, degree and/or field of study not specified)

Degrees/Field Of Study Required

Degrees/Field of Study preferred: Bachelor Degree - Statistics and Data Science

Certifications (if blank, certifications not specified)

Required Skills

Optional Skills

Desired Languages (If blank, desired languages not specified)

Travel Requirements

0%

Available for Work Visa Sponsorship?

No

Government Clearance Required?

No

Job Posting End Date","Data Analysis,Business Insights
Add,Data Analytics
Add,Data Integrity
Add,Data Interpretation
Add,Data Science
Add,Data Visualization
Add,Datasets
Add,SQL
Add,Visual Basic for Applications (VBA)
Add,"
